Delete,Commenting,CodebookDelete,ImportAnnotations,DeleteAll,PreviousAssignments,Codebook,Create,RenameCodebook,ImportCodebook
"[[""(4.999056517431643e-07, 'Create')""], [""(0.11236007168877588, 'DeleteAll')""], [""(0.22956713869860326, 'ImportAnnotations')""], [""(0.4973995177089471, 'ImportCodebook')""], [""(0.5956617514352649, 'CodebookDelete')""], [""(0.6365662628337085, 'PreviousAssignments')""], [""(0.6421908862277173, 'ExportCodebook')""], [""(0.6838200190200345, 'Commenting')""], [""(0.6879468757357686, 'Codebook')""], [""(0.6896015605412511, 'RenameCodebook')""], [""(0.6914210080600587, 'CodebookUpdate')""], [""(1, 'Delete')""]]","[[""(0.6330767368791226, 'ImportCodebook')""], [""(0.6374342499875496, 'DeleteAll')""], [""(0.68289074597439, 'PreviousAssignments')""], [""(0.6831752547602314, 'ImportAnnotations')""], [""(0.6838200190200345, 'Delete')""], [""(0.6839332427301287, 'Create')""], [""(0.6855186043709439, 'Codebook')""], [""(0.6871056761075267, 'ExportCodebook')""], [""(0.6877443788375616, 'CodebookDelete')""], [""(0.6883392450679511, 'RenameCodebook')""], [""(0.690699400509593, 'CodebookUpdate')""], [""(1, 'Commenting')""]]","[[""(0.016086859146181548, 'RenameCodebook')""], [""(0.06419066007035268, 'ExportCodebook')""], [""(0.1563015805074217, 'ImportCodebook')""], [""(0.36062158147264245, 'Codebook')""], [""(0.4398252394314138, 'DeleteAll')""], [""(0.5555967817022351, 'PreviousAssignments')""], [""(0.5956617514352649, 'Delete')""], [""(0.5956932225710714, 'Create')""], [""(0.6124994079303738, 'ImportAnnotations')""], [""(0.6877443788375616, 'Commenting')""], [""(0.6922174813301931, 'CodebookUpdate')""], [""(1, 'CodebookDelete')""]]","[[""(0.20251476314832223, 'DeleteAll')""], [""(0.22956713869860326, 'Delete')""], [""(0.2296073922314309, 'Create')""], [""(0.3574933393181359, 'ImportCodebook')""], [""(0.3767014171784988, 'Codebook')""], [""(0.46615746565701977, 'PreviousAssignments')""], [""(0.4786447716657819, 'ExportCodebook')""], [""(0.6124994079303738, 'CodebookDelete')""], [""(0.6831752547602314, 'Commenting')""], [""(0.6896844850388715, 'RenameCodebook')""], [""(0.6915662270117647, 'CodebookUpdate')""], [""(1, 'ImportAnnotations')""]]","[[""(0.11236007168877588, 'Delete')""], [""(0.1123935521880106, 'Create')""], [""(0.20251476314832223, 'ImportAnnotations')""], [""(0.3312837124824054, 'ImportCodebook')""], [""(0.41567712617200936, 'PreviousAssignments')""], [""(0.4398252394314138, 'CodebookDelete')""], [""(0.48957726022454273, 'ExportCodebook')""], [""(0.5237869668899469, 'RenameCodebook')""], [""(0.579901881130954, 'Codebook')""], [""(0.6374342499875496, 'Commenting')""], [""(0.6915621916950536, 'CodebookUpdate')""], [""(1, 'DeleteAll')""]]","[[""(0.41567712617200936, 'DeleteAll')""], [""(0.46615746565701977, 'ImportAnnotations')""], [""(0.5555967817022351, 'CodebookDelete')""], [""(0.5621372470888251, 'ImportCodebook')""], [""(0.5669731729987791, 'ExportCodebook')""], [""(0.5745725506828238, 'RenameCodebook')""], [""(0.6008437517596676, 'Codebook')""], [""(0.6365662628337085, 'Delete')""], [""(0.6366495999372896, 'Create')""], [""(0.68289074597439, 'Commenting')""], [""(0.6916611072376045, 'CodebookUpdate')""], [""(1, 'PreviousAssignments')""]]","[[""(0.16158302346107697, 'ImportCodebook')""], [""(0.18784469586803276, 'ExportCodebook')""], [""(0.3548743272195897, 'RenameCodebook')""], [""(0.36062158147264245, 'CodebookDelete')""], [""(0.3767014171784988, 'ImportAnnotations')""], [""(0.579901881130954, 'DeleteAll')""], [""(0.6008437517596676, 'PreviousAssignments')""], [""(0.6855186043709439, 'Commenting')""], [""(0.6879468757357686, 'Delete')""], [""(0.6880169184476272, 'Create')""], [""(0.6920713796047466, 'CodebookUpdate')""], [""(1, 'Codebook')""]]","[[""(4.999056517431643e-07, 'Delete')""], [""(0.1123935521880106, 'DeleteAll')""], [""(0.2296073922314309, 'ImportAnnotations')""], [""(0.49746636278349743, 'ImportCodebook')""], [""(0.5956932225710714, 'CodebookDelete')""], [""(0.6366495999372896, 'PreviousAssignments')""], [""(0.6422347012271766, 'ExportCodebook')""], [""(0.6839332427301287, 'Commenting')""], [""(0.6880169184476272, 'Codebook')""], [""(0.6896386023015015, 'RenameCodebook')""], [""(0.6914418311592809, 'CodebookUpdate')""], [""(1, 'Create')""]]","[[""(0.016086859146181548, 'CodebookDelete')""], [""(0.06980656218103184, 'ExportCodebook')""], [""(0.19504521856349805, 'ImportCodebook')""], [""(0.3548743272195897, 'Codebook')""], [""(0.5237869668899469, 'DeleteAll')""], [""(0.5745725506828238, 'PreviousAssignments')""], [""(0.6883392450679511, 'Commenting')""], [""(0.6896015605412511, 'Delete')""], [""(0.6896386023015015, 'Create')""], [""(0.6896844850388715, 'ImportAnnotations')""], [""(0.6922151043194331, 'CodebookUpdate')""], [""(1, 'RenameCodebook')""]]","[[""(0.08790607335308692, 'ExportCodebook')""], [""(0.1563015805074217, 'CodebookDelete')""], [""(0.16158302346107697, 'Codebook')""], [""(0.19504521856349805, 'RenameCodebook')""], [""(0.3312837124824054, 'DeleteAll')""], [""(0.3574933393181359, 'ImportAnnotations')""], [""(0.4973995177089471, 'Delete')""], [""(0.49746636278349743, 'Create')""], [""(0.5621372470888251, 'PreviousAssignments')""], [""(0.6330767368791226, 'Commenting')""], [""(0.6920356942259056, 'CodebookUpdate')""], [""(1, 'ImportCodebook')""]]"
