QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
AnnotationServer,"(0.06997837562193183, 'WebAnnotationClient')","(0.09257915506967337, 'Hypothesis')","(0.19438999638454113, 'Remote')","(0.33380388166862307, 'ApplicationBased')","(0.3440900218532857, 'Neo4J')","(0.37379303472784864, 'ScienceDirect')","(0.4261676709135763, 'BuiltIn')","(0.4365579815450605, 'GoogleSheetProvider')","(0.44560707408792133, 'Codebook')","(0.4647985534330855, 'DOI')","(0.47592923725444425, 'MoodleProvider')","(0.5061127026088794, 'MoodleResource')","(0.516419159483428, 'BrowserStorage')","(0.5626406900140841, 'Manual')","(0.5877529776643957, 'ImportCodebook')","(0.5904285902065107, 'Hosting')","(0.5976526330662865, 'Autocomplete')","(0.6208669621834659, 'Replying')","(0.6393468850718698, 'ACM')","(0.6393468850718698, 'URL')","(0.6735689549562426, 'MoodleResourceBased')","(0.6735689549562431, 'Alphabetical')","(0.6735689549562431, 'Number')","(0.6809796405720885, 'Date')","(0.6818881256376651, 'HTML')","(0.6848353467061727, 'PDF')","(0.6853171548162793, 'Export')","(0.6871245101410428, 'Canvas')","(0.6871400033436316, 'TXT')","(0.687324947610749, 'Assessing')","(0.6875436462053957, 'LastAnnotation')","(0.6879388677460352, 'SentimentAnalysis')","(0.688012260605313, 'MoodleComment')","(0.6880399573280578, 'URN')","(0.6882921387741234, 'AnnotationList')","(0.6884412937850461, 'Categorize')","(0.6884813643056401, 'TextSummary')","(0.6891618223669782, 'JSON')","(0.6892168488829773, 'Dropbox')","(0.6895874173340797, 'Commenting')","(0.6901100873721582, 'SuggestedLiterature')","(0.6901210231956156, 'MoodleConsumer')","(0.6901290004948814, 'AnnotatedPDF')","(0.6904075907188374, 'Springer')","(0.6905098675561249, 'Selector')","(0.6905315383785451, 'Update')","(0.6905410645676346, 'Delete')","(0.6905689807844424, 'Create')","(0.6906317334437457, 'DeleteAll')","(0.6906641628830404, 'ImportAnnotations')","(0.6907518246463851, 'PreviousAssignments')","(0.6907854403545035, 'MoodleReport')","(0.6910522259395948, 'Classifying')","(0.6912240734154338, 'SidebarNavigation')","(0.6912675714112367, 'UserFilter')","(0.6916008045215116, 'GoogleSheetConsumer')","(0.6916375099275334, 'ExportCodebook')","(0.6916637428663692, 'CodebookDelete')","(0.6916877859471356, 'RenameCodebook')","(0.6917087914189004, 'Multivalued')","(0.6919723403106162, 'Hierarchy')","(0.6924461862820466, 'CodebookUpdate')","(1, 'AnnotationServer')"
Hierarchy,"(0.21257647492613013, 'Classifying')","(0.22841752035347002, 'Export')","(0.23227509291192344, 'Date')","(0.2457160319976534, 'Alphabetical')","(0.2457160319976534, 'Number')","(0.2835192347671573, 'CodebookUpdate')","(0.3208969568364687, 'Autocomplete')","(0.3457200452389875, 'Codebook')","(0.39261450478614346, 'ImportAnnotations')","(0.4086849438297042, 'Selector')","(0.4357812521375547, 'SidebarNavigation')","(0.47121578040774253, 'Remote')","(0.479744582447489, 'ImportCodebook')","(0.506418424967774, 'ExportCodebook')","(0.5086889222273343, 'BuiltIn')","(0.5313467906561463, 'Multivalued')","(0.5404749765723971, 'Replying')","(0.5479526504981556, 'MoodleReport')","(0.5552112433187948, 'ACM')","(0.5552112433187948, 'URL')","(0.5914976715140616, 'Assessing')","(0.5927853249389224, 'GoogleSheetProvider')","(0.5960322728138072, 'Commenting')","(0.6013305935946396, 'Categorize')","(0.6043831890378267, 'PDF')","(0.6058787107463031, 'SuggestedLiterature')","(0.6172642416222376, 'AnnotationList')","(0.6303505876419051, 'TXT')","(0.6359509137145161, 'LastAnnotation')","(0.6383998263985808, 'Neo4J')","(0.6417258910477177, 'MoodleResourceBased')","(0.6495515485213186, 'WebAnnotationClient')","(0.6524595647231304, 'Hypothesis')","(0.6554146786441486, 'MoodleProvider')","(0.6593711311945483, 'SentimentAnalysis')","(0.664751457443101, 'TextSummary')","(0.6650633427272906, 'HTML')","(0.6683636298140185, 'URN')","(0.6769799626753594, 'DeleteAll')","(0.6774425450859592, 'ApplicationBased')","(0.6801400232550818, 'Canvas')","(0.6827778981410952, 'MoodleComment')","(0.685618002265709, 'Manual')","(0.6859487180776951, 'JSON')","(0.6861901942926378, 'Dropbox')","(0.6883554634877738, 'MoodleConsumer')","(0.6885317621372999, 'AnnotatedPDF')","(0.6885318889680024, 'DOI')","(0.6888960478107174, 'Springer')","(0.6889058903918286, 'ScienceDirect')","(0.6891779906888909, 'Update')","(0.6891993893962143, 'Delete')","(0.6892618684479104, 'Create')","(0.6900960917151823, 'PreviousAssignments')","(0.6905318216187568, 'MoodleResource')","(0.6906987249995048, 'UserFilter')","(0.6908458109312383, 'Hosting')","(0.6908659470338201, 'BrowserStorage')","(0.6912849471739473, 'GoogleSheetConsumer')","(0.6914263757614375, 'RenameCodebook')","(0.6914724753622898, 'CodebookDelete')","(0.6919723403106162, 'AnnotationServer')","(1, 'Hierarchy')"
MoodleReport,"(0.2429547322324444, 'MoodleResourceBased')","(0.24390253848702087, 'SidebarNavigation')","(0.25029706006981267, 'MoodleComment')","(0.254862711453526, 'MoodleConsumer')","(0.2578719236906858, 'MoodleResource')","(0.27509067260495823, 'MoodleProvider')","(0.30790015778952784, 'Multivalued')","(0.312448340109051, 'PreviousAssignments')","(0.38074194944063755, 'Replying')","(0.4221344760574599, 'Autocomplete')","(0.42409835163335663, 'Classifying')","(0.42504929894633736, 'Selector')","(0.45802932222054704, 'Neo4J')","(0.4624121423065255, 'JSON')","(0.491254866729691, 'DeleteAll')","(0.5014729513727252, 'AnnotationList')","(0.5060020244139147, 'ImportAnnotations')","(0.5061042454762242, 'TXT')","(0.5081283962157894, 'LastAnnotation')","(0.5134799319884855, 'PDF')","(0.5213733110861869, 'AnnotatedPDF')","(0.5238170201353227, 'Categorize')","(0.5297423192242455, 'SuggestedLiterature')","(0.5306126535270316, 'ACM')","(0.5306126535270316, 'URL')","(0.5389113167066326, 'Update')","(0.5389380925926884, 'Delete')","(0.539016547309517, 'Create')","(0.5409564390599878, 'UserFilter')","(0.5479526504981556, 'Hierarchy')","(0.5539088800839886, 'Canvas')","(0.5615292826798359, 'URN')","(0.5630646774915313, 'Springer')","(0.5671756681926998, 'Hosting')","(0.5722805829865483, 'TextSummary')","(0.5728443296022301, 'Dropbox')","(0.575783152837859, 'DOI')","(0.5798520717185718, 'ScienceDirect')","(0.5843739933781884, 'Assessing')","(0.5905599361838866, 'Commenting')","(0.5932299560866165, 'Hypothesis')","(0.5978002636594747, 'Remote')","(0.6193881772308095, 'ImportCodebook')","(0.6288327290236293, 'Alphabetical')","(0.6288327290236293, 'Number')","(0.6300957673890386, 'BuiltIn')","(0.6309465427927403, 'ApplicationBased')","(0.6378508200492419, 'WebAnnotationClient')","(0.6397362294253655, 'Manual')","(0.647723993604844, 'CodebookDelete')","(0.6528424713060609, 'Date')","(0.6557395677414064, 'GoogleSheetProvider')","(0.6558882484119855, 'HTML')","(0.665178271728448, 'ExportCodebook')","(0.6676237290932997, 'Export')","(0.6768583566705497, 'SentimentAnalysis')","(0.6885685409642848, 'BrowserStorage')","(0.688702109424338, 'Codebook')","(0.6895303622752782, 'GoogleSheetConsumer')","(0.6897838957964015, 'RenameCodebook')","(0.6907854403545035, 'AnnotationServer')","(0.691695563615607, 'CodebookUpdate')","(1, 'MoodleReport')"
MoodleResource,"(0.05103967676100609, 'MoodleProvider')","(0.06256730385729123, 'MoodleComment')","(0.1147259121857626, 'MoodleConsumer')","(0.12318315099105062, 'MoodleResourceBased')","(0.2578719236906858, 'MoodleReport')","(0.34335151201833436, 'PreviousAssignments')","(0.45785985238010773, 'Autocomplete')","(0.4646078237023604, 'ApplicationBased')","(0.47671288439828774, 'WebAnnotationClient')","(0.4935483195822208, 'Remote')","(0.5019102696173917, 'BuiltIn')","(0.5061127026088794, 'AnnotationServer')","(0.5139860010776545, 'Hypothesis')","(0.5277182309509292, 'Neo4J')","(0.5289574908932954, 'GoogleSheetProvider')","(0.5425661433343905, 'Codebook')","(0.5474359034926564, 'ACM')","(0.5474359034926564, 'URL')","(0.5507230341455236, 'ImportCodebook')","(0.5616477206239259, 'AnnotatedPDF')","(0.5701279630720628, 'Manual')","(0.571571467730315, 'ScienceDirect')","(0.5942467521048187, 'DOI')","(0.6007179126075275, 'DeleteAll')","(0.6061993425593486, 'CodebookDelete')","(0.6069870611052125, 'Replying')","(0.6125848694995161, 'BrowserStorage')","(0.6161972034748684, 'ExportCodebook')","(0.628146154776148, 'Update')","(0.6281738315160892, 'Delete')","(0.6282548706364026, 'Create')","(0.6284477691816317, 'RenameCodebook')","(0.6302322829034783, 'UserFilter')","(0.630252176327081, 'JSON')","(0.6331346485815192, 'Alphabetical')","(0.6331346485815192, 'Number')","(0.635423428581164, 'Selector')","(0.6378075108362667, 'ImportAnnotations')","(0.6383839740606359, 'Hosting')","(0.6465868544149368, 'SentimentAnalysis')","(0.6477687179257698, 'HTML')","(0.6550397420554407, 'Date')","(0.6590615102208521, 'SidebarNavigation')","(0.6602347053511742, 'PDF')","(0.6688501893105987, 'Export')","(0.6731038253800629, 'URN')","(0.6736324641754317, 'Categorize')","(0.6748692879065641, 'Canvas')","(0.6749556456987393, 'TXT')","(0.6755631255148149, 'Assessing')","(0.6763064709189874, 'LastAnnotation')","(0.6777924616957183, 'Dropbox')","(0.678789436418431, 'SuggestedLiterature')","(0.6788601974230566, 'AnnotationList')","(0.6795075068124573, 'TextSummary')","(0.6832883410560076, 'Commenting')","(0.6860286515260673, 'Springer')","(0.6881182166364268, 'Classifying')","(0.6897373168096461, 'GoogleSheetConsumer')","(0.6900358528424188, 'Multivalued')","(0.6905318216187568, 'Hierarchy')","(0.6918021370150026, 'CodebookUpdate')","(1, 'MoodleResource')"
Selector,"(0.0778266379730575, 'Replying')","(0.15839796387308036, 'Commenting')","(0.16018791786625777, 'Assessing')","(0.181583302328242, 'Categorize')","(0.1972638537425762, 'SuggestedLiterature')","(0.2091409746226165, 'SidebarNavigation')","(0.281083192349679, 'Classifying')","(0.2919996242119114, 'AnnotationList')","(0.3295915957574568, 'Autocomplete')","(0.3485461342533982, 'PDF')","(0.3952043707751166, 'Neo4J')","(0.4086849438297042, 'Hierarchy')","(0.42504929894633736, 'MoodleReport')","(0.4428844879343265, 'TXT')","(0.48178628261775003, 'LastAnnotation')","(0.4931178029768465, 'Remote')","(0.5006900360678674, 'CodebookUpdate')","(0.5077691689877346, 'Multivalued')","(0.5184003075080992, 'ACM')","(0.5184003075080992, 'URL')","(0.5280992362354594, 'Hypothesis')","(0.5421092548173783, 'DeleteAll')","(0.5637678143127989, 'BuiltIn')","(0.5670736968089576, 'Update')","(0.5671061221559559, 'Delete')","(0.5672010938579592, 'Create')","(0.5686620319781968, 'ImportCodebook')","(0.5695279206110173, 'UserFilter')","(0.5734824135889822, 'ApplicationBased')","(0.5772788010134021, 'JSON')","(0.5831342900785954, 'CodebookDelete')","(0.5858251151777762, 'HTML')","(0.5899181814497039, 'ImportAnnotations')","(0.6002519030599393, 'ExportCodebook')","(0.619161568911688, 'RenameCodebook')","(0.6212439766192426, 'Codebook')","(0.6217099112637522, 'MoodleResourceBased')","(0.6217099112637525, 'Alphabetical')","(0.6217099112637525, 'Number')","(0.6223187645482366, 'Manual')","(0.6231856459685278, 'PreviousAssignments')","(0.6302580033754586, 'AnnotatedPDF')","(0.6314740660567103, 'WebAnnotationClient')","(0.635423428581164, 'MoodleResource')","(0.6478569686382427, 'Date')","(0.6554196014869604, 'URN')","(0.6628857715605249, 'GoogleSheetProvider')","(0.6642398311033645, 'Export')","(0.6649143573516554, 'Dropbox')","(0.6713666930811386, 'Canvas')","(0.6746092697920723, 'SentimentAnalysis')","(0.6748995155718037, 'MoodleComment')","(0.6767928706008192, 'TextSummary')","(0.6834469822120379, 'DOI')","(0.6834647621885943, 'MoodleConsumer')","(0.6840717987460294, 'ScienceDirect')","(0.6846523485883684, 'Springer')","(0.6852299024047148, 'MoodleProvider')","(0.6879658428949351, 'Hosting')","(0.6879745751309325, 'BrowserStorage')","(0.689099209218944, 'GoogleSheetConsumer')","(0.6905098675561249, 'AnnotationServer')","(1, 'Selector')"
DOI,"(0.008164411811698361, 'ScienceDirect')","(0.06615987861968074, 'Dropbox')","(0.09556466747200903, 'Hosting')","(0.13629786525299836, 'Canvas')","(0.13769655443684325, 'Springer')","(0.14290964644110737, 'TXT')","(0.1752737760847117, 'URN')","(0.17724121225769882, 'LastAnnotation')","(0.22483441740685095, 'Neo4J')","(0.2444058707065125, 'PreviousAssignments')","(0.2446535929628316, 'TextSummary')","(0.2938726148404161, 'AnnotatedPDF')","(0.2951758189686611, 'AnnotationList')","(0.3037601212563783, 'Hypothesis')","(0.3402584112223076, 'PDF')","(0.34153591056648874, 'JSON')","(0.34166441147604854, 'GoogleSheetProvider')","(0.41619828462844277, 'SuggestedLiterature')","(0.4255396035628331, 'GoogleSheetConsumer')","(0.44219460519283976, 'WebAnnotationClient')","(0.4647985534330855, 'AnnotationServer')","(0.4714738805375362, 'Categorize')","(0.49235634540194806, 'Manual')","(0.49816711492283644, 'Remote')","(0.5053808875192057, 'ImportAnnotations')","(0.5110996597072766, 'DeleteAll')","(0.5408201721751567, 'ApplicationBased')","(0.5589312098009868, 'ACM')","(0.5589312098009868, 'URL')","(0.5681479954865869, 'BuiltIn')","(0.5746574468656064, 'Codebook')","(0.575783152837859, 'MoodleReport')","(0.5870446713558262, 'MoodleProvider')","(0.5938885277881092, 'MoodleConsumer')","(0.5942467521048187, 'MoodleResource')","(0.594401116784143, 'ImportCodebook')","(0.6001667569445357, 'BrowserStorage')","(0.6297135958612476, 'Autocomplete')","(0.6361976456977281, 'MoodleResourceBased')","(0.636197645697729, 'Alphabetical')","(0.636197645697729, 'Number')","(0.6436084758568787, 'Replying')","(0.6552489457308434, 'Date')","(0.6577146288662971, 'HTML')","(0.6674507781139652, 'Export')","(0.673378975731023, 'Assessing')","(0.6754129036224649, 'SentimentAnalysis')","(0.6756128936940681, 'MoodleComment')","(0.6810644903594606, 'Commenting')","(0.6834469822120379, 'Selector')","(0.6848011614415417, 'Update')","(0.6848368116069663, 'Delete')","(0.6849412865348482, 'Create')","(0.6860907546029926, 'Classifying')","(0.6864949043330446, 'SidebarNavigation')","(0.6875235594519735, 'UserFilter')","(0.6882207318861129, 'ExportCodebook')","(0.6885318889680024, 'Hierarchy')","(0.6886143918553995, 'CodebookDelete')","(0.688980031895811, 'RenameCodebook')","(0.689049303992086, 'Multivalued')","(0.6911635078321541, 'CodebookUpdate')","(1, 'DOI')"
Categorize,"(0.01838470970047318, 'SuggestedLiterature')","(0.07464063171657077, 'AnnotationList')","(0.08090498518752026, 'Assessing')","(0.08209842435739653, 'Commenting')","(0.11260841963832774, 'PDF')","(0.181583302328242, 'Selector')","(0.186488592201907, 'Replying')","(0.21098300958612182, 'TXT')","(0.2419198485087786, 'LastAnnotation')","(0.28393212233112286, 'Neo4J')","(0.36303971202849655, 'Autocomplete')","(0.36720128082762715, 'Classifying')","(0.3855690814553327, 'URN')","(0.4176040181694924, 'TextSummary')","(0.42856989565235004, 'Canvas')","(0.4337144705411811, 'Hypothesis')","(0.44196432264742375, 'Springer')","(0.4457550757690895, 'SidebarNavigation')","(0.44935253135460695, 'Hosting')","(0.4502443713516886, 'Dropbox')","(0.4634655055121907, 'PreviousAssignments')","(0.4714738805375362, 'DOI')","(0.4807611823353112, 'ScienceDirect')","(0.49062962712347585, 'AnnotatedPDF')","(0.5046080133248798, 'JSON')","(0.5238170201353227, 'MoodleReport')","(0.5261905257822156, 'ACM')","(0.5261905257822156, 'URL')","(0.550881488879571, 'DeleteAll')","(0.5564490813482428, 'HTML')","(0.576701035702184, 'ImportAnnotations')","(0.5968898869650664, 'Manual')","(0.6013305935946396, 'Hierarchy')","(0.6023804813489126, 'SentimentAnalysis')","(0.6131353749972049, 'MoodleResourceBased')","(0.6131353749972053, 'Alphabetical')","(0.6131353749972053, 'Number')","(0.6219887505639411, 'WebAnnotationClient')","(0.6274247746466795, 'ApplicationBased')","(0.6306472465453441, 'BuiltIn')","(0.6374947958282264, 'Date')","(0.649485177446726, 'ImportCodebook')","(0.6544263103493244, 'Export')","(0.6646521266782636, 'Codebook')","(0.6661725652680409, 'MoodleComment')","(0.6711360159660991, 'Remote')","(0.6730551388668835, 'GoogleSheetProvider')","(0.6736324641754317, 'MoodleResource')","(0.6775674160767551, 'MoodleConsumer')","(0.6805857872593811, 'MoodleProvider')","(0.6807616666927913, 'Update')","(0.6808158140860507, 'Delete')","(0.680974360678391, 'Create')","(0.6840142874654099, 'BrowserStorage')","(0.6848103996533366, 'UserFilter')","(0.6848370878555659, 'ExportCodebook')","(0.6858947373470213, 'CodebookDelete')","(0.6864718733189786, 'GoogleSheetConsumer')","(0.6868778805364856, 'RenameCodebook')","(0.6869739762275362, 'Multivalued')","(0.6884412937850461, 'AnnotationServer')","(0.689783381786479, 'CodebookUpdate')","(1, 'Categorize')"
ExportCodebook,"(0.06419066007035268, 'CodebookDelete')","(0.06980656218103184, 'RenameCodebook')","(0.08790607335308692, 'ImportCodebook')","(0.12135823230994086, 'Manual')","(0.1436080468260512, 'BuiltIn')","(0.18784469586803276, 'Codebook')","(0.22477640479070338, 'ApplicationBased')","(0.44475149432012556, 'Date')","(0.44544640606943603, 'Export')","(0.4466699133571243, 'Alphabetical')","(0.4466699133571243, 'Number')","(0.4786447716657819, 'ImportAnnotations')","(0.4843227300021019, 'Autocomplete')","(0.48957726022454273, 'DeleteAll')","(0.506418424967774, 'Hierarchy')","(0.5084945553002949, 'Classifying')","(0.5349897368060357, 'GoogleSheetProvider')","(0.5669731729987791, 'PreviousAssignments')","(0.5941672638664988, 'ACM')","(0.5941672638664988, 'URL')","(0.6002519030599393, 'Selector')","(0.6161972034748684, 'MoodleResource')","(0.6421759284235158, 'Update')","(0.6421908862277173, 'Delete')","(0.6422347012271766, 'Create')","(0.6433182643323285, 'UserFilter')","(0.6446882075209406, 'JSON')","(0.6551674008720425, 'MoodleResourceBased')","(0.6552946330991398, 'Remote')","(0.6580542861522845, 'Neo4J')","(0.6600383466138533, 'Replying')","(0.6606140256040722, 'WebAnnotationClient')","(0.6626882586319496, 'AnnotatedPDF')","(0.663506232754085, 'MoodleProvider')","(0.665178271728448, 'MoodleReport')","(0.6655094175674587, 'SidebarNavigation')","(0.6714122368422349, 'HTML')","(0.6774479167124603, 'PDF')","(0.6820475730790188, 'Canvas')","(0.6821405867241259, 'TXT')","(0.6824884525838696, 'Assessing')","(0.6829412058140986, 'LastAnnotation')","(0.6837446299457011, 'SentimentAnalysis')","(0.6839001858797948, 'MoodleComment')","(0.6839837557597892, 'URN')","(0.6844814412307331, 'AnnotationList')","(0.6848370878555659, 'Categorize')","(0.6848684184777758, 'TextSummary')","(0.686389159210288, 'Dropbox')","(0.6871056761075267, 'Commenting')","(0.6881675006125585, 'MoodleConsumer')","(0.6882207318861129, 'DOI')","(0.6882327247316855, 'SuggestedLiterature')","(0.6885287787982217, 'ScienceDirect')","(0.6886954072432773, 'Springer')","(0.6903735856606794, 'Hosting')","(0.6903849602906449, 'BrowserStorage')","(0.6907285684152855, 'Hypothesis')","(0.6908908752110806, 'GoogleSheetConsumer')","(0.691073767671547, 'Multivalued')","(0.6916375099275334, 'AnnotationServer')","(0.692219329993949, 'CodebookUpdate')","(1, 'ExportCodebook')"
Springer,"(0.00550213755650128, 'Canvas')","(0.017831067629843204, 'Hosting')","(0.05720684607569747, 'URN')","(0.0609426860117481, 'LastAnnotation')","(0.10861623051452862, 'TXT')","(0.13500321453730127, 'Dropbox')","(0.13769655443684325, 'DOI')","(0.1452019387382733, 'PreviousAssignments')","(0.1501646943358289, 'TextSummary')","(0.17168239139235747, 'ScienceDirect')","(0.21221512347318486, 'AnnotatedPDF')","(0.21769739797831858, 'AnnotationList')","(0.2764828016213039, 'JSON')","(0.2835958545151711, 'PDF')","(0.3082757882461797, 'Neo4J')","(0.44196432264742375, 'Categorize')","(0.44626856614113497, 'SuggestedLiterature')","(0.4793870515988861, 'ImportAnnotations')","(0.48638563938922447, 'DeleteAll')","(0.538113393403651, 'Hypothesis')","(0.5446702703125818, 'Manual')","(0.5630646774915313, 'MoodleReport')","(0.6196894974857348, 'ACM')","(0.6196894974857348, 'URL')","(0.6584651734850933, 'MoodleResourceBased')","(0.6584651734850937, 'Alphabetical')","(0.6584651734850937, 'Number')","(0.6620666117008429, 'WebAnnotationClient')","(0.668252005513656, 'Date')","(0.669560365590171, 'HTML')","(0.6749131367765663, 'Export')","(0.678271849563709, 'Assessing')","(0.6795538176354177, 'SentimentAnalysis')","(0.679659049863343, 'MoodleComment')","(0.6818432254349414, 'Remote')","(0.6832800101811349, 'Commenting')","(0.6835963965093557, 'Autocomplete')","(0.6846523485883684, 'Selector')","(0.6846633759375564, 'MoodleConsumer')","(0.6859558149072063, 'Replying')","(0.6860286515260673, 'MoodleResource')","(0.6860944791040595, 'Update')","(0.6861214539206714, 'Delete')","(0.6862006381296217, 'Create')","(0.6867171451228777, 'ImportCodebook')","(0.6869189053106006, 'Classifying')","(0.687199528384475, 'SidebarNavigation')","(0.6874446079001312, 'BuiltIn')","(0.6876096959170239, 'Codebook')","(0.6876728318886884, 'ApplicationBased')","(0.6880047431833773, 'BrowserStorage')","(0.6881090102133336, 'GoogleSheetProvider')","(0.6882239171819146, 'UserFilter')","(0.6886954072432773, 'ExportCodebook')","(0.6888960478107174, 'Hierarchy')","(0.6890731803928682, 'CodebookDelete')","(0.6891816798091046, 'GoogleSheetConsumer')","(0.6894254402601416, 'RenameCodebook')","(0.6894837580790036, 'Multivalued')","(0.6896892422203369, 'MoodleProvider')","(0.6904075907188374, 'AnnotationServer')","(0.691320511467036, 'CodebookUpdate')","(1, 'Springer')"
Canvas,"(0.00550213755650128, 'Springer')","(0.024486370120898524, 'Hosting')","(0.05112069638565489, 'URN')","(0.054101303144238826, 'LastAnnotation')","(0.09841675342019436, 'TXT')","(0.13098193964787597, 'Dropbox')","(0.13629786525299836, 'DOI')","(0.14411547121225887, 'PreviousAssignments')","(0.14414011926491865, 'TextSummary')","(0.17003547007826447, 'ScienceDirect')","(0.20925975198846258, 'AnnotatedPDF')","(0.20965088237336818, 'AnnotationList')","(0.2626918638341579, 'PDF')","(0.27019268582924594, 'JSON')","(0.30206798067184026, 'Neo4J')","(0.42856989565235004, 'Categorize')","(0.4372069935898181, 'SuggestedLiterature')","(0.4733747300527301, 'ImportAnnotations')","(0.47919137012801677, 'DeleteAll')","(0.5314999269737499, 'Hypothesis')","(0.5403611777761426, 'Manual')","(0.5539088800839886, 'MoodleReport')","(0.561246633815806, 'ACM')","(0.561246633815806, 'URL')","(0.6185090807406248, 'MoodleResourceBased')","(0.6185090807406254, 'Alphabetical')","(0.6185090807406254, 'Number')","(0.6251101319801263, 'WebAnnotationClient')","(0.6373903690367739, 'Date')","(0.640166146120809, 'HTML')","(0.6522338700126677, 'Export')","(0.6595889453752589, 'Assessing')","(0.6628701990396606, 'SentimentAnalysis')","(0.6629825843127537, 'MoodleComment')","(0.6671924225908734, 'Remote')","(0.6696251565682501, 'Autocomplete')","(0.6713666930811386, 'Selector')","(0.6717302670633943, 'Commenting')","(0.6746603994321536, 'Replying')","(0.6748408461436609, 'MoodleConsumer')","(0.6748692879065641, 'MoodleResource')","(0.6751149485181756, 'ImportCodebook')","(0.6761972314453102, 'BuiltIn')","(0.677273134825248, 'ApplicationBased')","(0.6780672340861493, 'SidebarNavigation')","(0.678200683994892, 'GoogleSheetProvider')","(0.6782115006190598, 'Classifying')","(0.6787747600749263, 'Codebook')","(0.6789192503624677, 'Update')","(0.6789772686062125, 'Delete')","(0.6791471640232232, 'Create')","(0.6801400232550818, 'Hierarchy')","(0.6817069823433004, 'BrowserStorage')","(0.6820475730790188, 'ExportCodebook')","(0.6825207850637577, 'MoodleProvider')","(0.6832579923624647, 'UserFilter')","(0.6838198095713557, 'CodebookDelete')","(0.6850326903097287, 'GoogleSheetConsumer')","(0.6854651937742899, 'RenameCodebook')","(0.6855674775118438, 'Multivalued')","(0.6871245101410428, 'AnnotationServer')","(0.6885381993224751, 'CodebookUpdate')","(1, 'Canvas')"
UserFilter,"(0.0003084666014502718, 'Create')","(0.0003334676682722668, 'Delete')","(0.000342214672676013, 'Update')","(0.11340422357717225, 'DeleteAll')","(0.16056896477192906, 'JSON')","(0.23075970750564054, 'ImportAnnotations')","(0.42646959681557484, 'Remote')","(0.4477873844370006, 'Neo4J')","(0.4625370511811584, 'Replying')","(0.4910872560563788, 'Autocomplete')","(0.49908387102320245, 'ImportCodebook')","(0.5218920907847124, 'AnnotatedPDF')","(0.5372591626695497, 'SidebarNavigation')","(0.5389322226712936, 'BuiltIn')","(0.5409564390599878, 'MoodleReport')","(0.5695279206110173, 'Selector')","(0.5965151591491162, 'CodebookDelete')","(0.6035700882789838, 'ApplicationBased')","(0.6302322829034783, 'MoodleResource')","(0.6316370698550038, 'ACM')","(0.6316370698550038, 'URL')","(0.6387027346740446, 'PreviousAssignments')","(0.6433182643323285, 'ExportCodebook')","(0.6674766988812915, 'MoodleResourceBased')","(0.6674766988812921, 'Alphabetical')","(0.6674766988812921, 'Number')","(0.6705844295521803, 'WebAnnotationClient')","(0.6757382677398163, 'Date')","(0.6767908150343076, 'HTML')","(0.6800004868402787, 'PDF')","(0.6809183575262534, 'Export')","(0.683070211872921, 'TXT')","(0.6832579923624647, 'Canvas')","(0.6834294583759497, 'Assessing')","(0.6837163589014774, 'LastAnnotation')","(0.6842931580601695, 'SentimentAnalysis')","(0.6843319970848251, 'URN')","(0.6843800096878534, 'MoodleComment')","(0.6847546000503302, 'AnnotationList')","(0.6848103996533366, 'Categorize')","(0.6850304484258987, 'TextSummary')","(0.6860667480461007, 'Dropbox')","(0.6867483850586902, 'Commenting')","(0.6873366491854063, 'SuggestedLiterature')","(0.6875235594519735, 'DOI')","(0.6876279859875162, 'MoodleConsumer')","(0.6877919554286436, 'ScienceDirect')","(0.6882239171819146, 'Springer')","(0.6891733032749932, 'Classifying')","(0.6897013980495993, 'Codebook')","(0.6897548710913484, 'BrowserStorage')","(0.689755490101241, 'Hosting')","(0.6898073473384152, 'Hypothesis')","(0.6902140298180536, 'GoogleSheetProvider')","(0.6904242741813856, 'GoogleSheetConsumer')","(0.690587950566587, 'RenameCodebook')","(0.6906273657860036, 'Multivalued')","(0.6906987249995048, 'Hierarchy')","(0.6907996106261002, 'Manual')","(0.6911791433752403, 'MoodleProvider')","(0.6912675714112367, 'AnnotationServer')","(0.6919389240031031, 'CodebookUpdate')","(1, 'UserFilter')"
