QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
CodebookDelete,"(0.00030895024491173206, 'RenameCodebook')","(0.006018187327365476, 'Manual')","(0.017473515588743105, 'ExportCodebook')","(0.44512698179964516, 'ImportCodebook')","(0.6095847585958205, 'DeleteAll')","(0.8287697286192124, 'TXT')","(0.8890838311594027, 'Neo4J')","(0.8916594147958443, 'CodebookUpdate')","(0.9426307440013619, 'Codebook')","(0.9749520066426178, 'Update')","(0.9749675583847552, 'Create')","(0.9749696909589477, 'Delete')","(0.9750521795478898, 'UserFilter')","(0.9795171109981556, 'PreviousAssignments')","(0.9962953991902002, 'Autocomplete')","(0.9963336578072115, 'Selector')","(0.9964338830805045, 'Replying')","(0.9965636576419533, 'URL')","(0.9965990920001689, 'Alphabetical')","(0.9969785782697415, 'Remote')","(0.9977761349800245, 'SidebarNavigation')","(0.9981552623115152, 'Date')","(0.9986051131086656, 'Number')","(0.998870122023962, 'Export')","(0.9988923775426729, 'HTML')","(0.9992388643633138, 'Assessing')","(0.9993096825393315, 'PDF')","(0.9994073058829553, 'Canvas')","(0.9994317777480759, 'TextSummary')","(0.9994584340325767, 'LastAnnotation')","(0.9994748401997327, 'SentimentAnalysis')","(0.9994824752924882, 'Hierarchy')","(0.9995042442861658, 'AnnotationList')","(0.999568973420787, 'MoodleComment')","(0.9996234857064797, 'Categorize')","(0.9996707329857049, 'Dropbox')","(0.9997508567949019, 'JSON')","(0.9997659952095238, 'URN')","(0.9998001803124359, 'Commenting')","(0.999830621045477, 'MoodleConsumer')","(0.9998457364076612, 'DOI')","(0.9998565134091718, 'MoodleReport')","(0.9998581046291972, 'SuggestedLiterature')","(0.9998600855505878, 'ScienceDirect')","(0.9998642432803677, 'Hypothesis')","(0.9998669954206998, 'ACM')","(0.9998713301256877, 'Classifying')","(0.9998728019816029, 'ImportAnnotations')","(0.9998860078453415, 'Springer')","(0.9998867084663946, 'AnnotatedPDF')","(0.9999243260860969, 'BrowserStorage')","(0.9999291816544471, 'MoodleResource')","(0.9999331898734919, 'Multivalued')","(0.999942651325161, 'BuiltIn')","(0.9999468326373271, 'AnnotationServer')","(0.9999501819979771, 'ApplicationBased')","(0.9999506361220192, 'GoogleSheetConsumer')","(0.9999573733076492, 'GoogleSheetProvider')","(0.9999670399116286, 'MoodleProvider')","(1, 'CodebookDelete')"
MoodleComment,"(3.0202124650102746e-06, 'MoodleResource')","(0.11187512747190054, 'MoodleReport')","(0.7849505589083478, 'PreviousAssignments')","(0.7986676808024815, 'Autocomplete')","(0.9198520896614787, 'Multivalued')","(0.924060199233973, 'Remote')","(0.9720412414819878, 'TextSummary')","(0.9962040613234698, 'Alphabetical')","(0.9962242607025558, 'URL')","(0.997687564972149, 'Date')","(0.9981812125476394, 'TXT')","(0.9982514666841001, 'Number')","(0.9983757405775923, 'Export')","(0.9985367316540346, 'HTML')","(0.9988808086587513, 'Assessing')","(0.9989480052594553, 'SentimentAnalysis')","(0.9989511345442943, 'PDF')","(0.9990069072246521, 'AnnotationList')","(0.9990231958813105, 'Canvas')","(0.9990914502055634, 'Dropbox')","(0.9990988522721379, 'LastAnnotation')","(0.9992221209974889, 'ImportCodebook')","(0.9992464229815448, 'DeleteAll')","(0.9992627573387393, 'Categorize')","(0.9992931129417008, 'JSON')","(0.9993172006605168, 'Neo4J')","(0.9993216422807395, 'Codebook')","(0.99935972690926, 'Classifying')","(0.9994017180246255, 'Hypothesis')","(0.9994042772047328, 'URN')","(0.9994051778680428, 'ImportAnnotations')","(0.9994104637052902, 'DOI')","(0.99941095612573, 'ScienceDirect')","(0.9994171600537386, 'Selector')","(0.9994382249651282, 'Commenting')","(0.9994423650941769, 'Update')","(0.9994581953162534, 'Create')","(0.9994603660547496, 'Delete')","(0.9994684543689414, 'MoodleConsumer')","(0.9994738378314241, 'SidebarNavigation')","(0.9994795629292126, 'ExportCodebook')","(0.9994917774492419, 'SuggestedLiterature')","(0.9994942177589258, 'Replying')","(0.9995045762422642, 'ACM')","(0.9995217578113011, 'BuiltIn')","(0.9995234566962712, 'Springer')","(0.9995241524542315, 'AnnotatedPDF')","(0.9995357987740455, 'Manual')","(0.999540906516666, 'AnnotationServer')","(0.9995443265932017, 'UserFilter')","(0.9995520620348852, 'BrowserStorage')","(0.9995581472228451, 'CodebookUpdate')","(0.9995589470501638, 'GoogleSheetProvider')","(0.9995617404051111, 'Hierarchy')","(0.999568973420787, 'CodebookDelete')","(0.9995778568644235, 'RenameCodebook')","(0.9995780078844803, 'GoogleSheetConsumer')","(0.999587185443052, 'ApplicationBased')","(0.9996039263645548, 'MoodleProvider')","(1, 'MoodleComment')"
SidebarNavigation,"(0.01023480305238067, 'Hierarchy')","(0.01356400332244545, 'Multivalued')","(0.016240347652142773, 'CodebookUpdate')","(0.09891531252730801, 'Date')","(0.17624690637462848, 'Classifying')","(0.26278873842195705, 'Autocomplete')","(0.43716650465915075, 'Codebook')","(0.460730696350247, 'Export')","(0.5847827280197659, 'MoodleReport')","(0.7194772510952713, 'Remote')","(0.7571387461217949, 'Selector')","(0.8033869846140373, 'ImportCodebook')","(0.8168816874543197, 'ImportAnnotations')","(0.8733980988283568, 'Replying')","(0.883532670754461, 'Assessing')","(0.8839357143333324, 'Categorize')","(0.8841211391374005, 'Commenting')","(0.8841887766467222, 'SuggestedLiterature')","(0.8857094619348427, 'BuiltIn')","(0.898745716868088, 'SentimentAnalysis')","(0.9128181589163323, 'ExportCodebook')","(0.9140793642952039, 'Update')","(0.9140965704533118, 'Create')","(0.9140989299470902, 'Delete')","(0.9141902057994359, 'UserFilter')","(0.9239289827656931, 'DeleteAll')","(0.9379325148457398, 'AnnotationList')","(0.9889662447051721, 'TXT')","(0.9934283107267803, 'Hypothesis')","(0.9959770909562741, 'URL')","(0.9960145615400857, 'Alphabetical')","(0.9977761349800245, 'CodebookDelete')","(0.9983523653550497, 'Number')","(0.9986866036721768, 'HTML')","(0.9991721471358713, 'PDF')","(0.9992840456910942, 'Canvas')","(0.9993022379211027, 'TextSummary')","(0.9993452227903761, 'LastAnnotation')","(0.9994738378314241, 'MoodleComment')","(0.9995774305723075, 'Dropbox')","(0.9996789406729654, 'JSON')","(0.9997030771071237, 'URN')","(0.9997750602365943, 'Neo4J')","(0.9997782707282565, 'MoodleConsumer')","(0.9997909046233767, 'DOI')","(0.9998066667473674, 'ScienceDirect')","(0.9998205931382547, 'ACM')","(0.9998427145258469, 'Springer')","(0.999843529714352, 'AnnotatedPDF')","(0.9998736185471265, 'PreviousAssignments')","(0.9998866576887913, 'BrowserStorage')","(0.9998929482341902, 'MoodleResource')","(0.9999064527437854, 'RenameCodebook')","(0.999910571178895, 'AnnotationServer')","(0.9999165042089027, 'Manual')","(0.9999172576937172, 'GoogleSheetConsumer')","(0.9999173826120511, 'ApplicationBased')","(0.9999233493229267, 'GoogleSheetProvider')","(0.9999369971787944, 'MoodleProvider')","(1, 'SidebarNavigation')"
MoodleProvider,"(4.331896075182584e-07, 'MoodleConsumer')","(0.5097229196970517, 'TXT')","(0.5204393547993144, 'SentimentAnalysis')","(0.5753319528921946, 'Neo4J')","(0.9153231295584715, 'Dropbox')","(0.9293612159373403, 'Hypothesis')","(0.9966740059990778, 'URL')","(0.9967122310411933, 'Alphabetical')","(0.9982334680116138, 'Date')","(0.9986642478607641, 'Number')","(0.9989318354471193, 'Export')","(0.9989443053705656, 'HTML')","(0.9992820993653457, 'Assessing')","(0.9993511408047346, 'PDF')","(0.9994479680424999, 'Canvas')","(0.9994818928167827, 'TextSummary')","(0.9994961602966606, 'LastAnnotation')","(0.9995499519049822, 'AnnotationList')","(0.9996039263645548, 'MoodleComment')","(0.9996092170237272, 'Remote')","(0.9996570709876371, 'Categorize')","(0.9997582703431729, 'Autocomplete')","(0.9997876329412624, 'JSON')","(0.9997960050438539, 'URN')","(0.9998293324671109, 'Commenting')","(0.9998333969409794, 'Update')","(0.9998459488038616, 'DeleteAll')","(0.9998489378846168, 'Create')","(0.9998510689551035, 'Delete')","(0.9998785954490131, 'DOI')","(0.999886067231231, 'SuggestedLiterature')","(0.9998934985408512, 'ScienceDirect')","(0.9998944712285526, 'ACM')","(0.999896226502384, 'MoodleReport')","(0.9999012075593332, 'Selector')","(0.9999071187626659, 'ImportAnnotations')","(0.9999086062835767, 'Classifying')","(0.999913006643133, 'Springer')","(0.9999136896860262, 'AnnotatedPDF')","(0.9999334951362019, 'UserFilter')","(0.9999337378536505, 'Replying')","(0.9999354652817622, 'ImportCodebook')","(0.9999360834644365, 'Codebook')","(0.9999369971787944, 'SidebarNavigation')","(0.999948374937951, 'PreviousAssignments')","(0.999950991113131, 'BrowserStorage')","(0.9999550972463667, 'MoodleResource')","(0.9999608523960773, 'Multivalued')","(0.9999641331573197, 'ExportCodebook')","(0.9999664126148848, 'RenameCodebook')","(0.9999670399116286, 'CodebookDelete')","(0.9999720788512899, 'BuiltIn')","(0.9999751589636636, 'AnnotationServer')","(0.99997557070268, 'ApplicationBased')","(0.9999766531084798, 'GoogleSheetConsumer')","(0.9999814613289947, 'Manual')","(0.999984569658254, 'Hierarchy')","(0.9999849320576877, 'GoogleSheetProvider')","(0.9999860799328774, 'CodebookUpdate')","(1, 'MoodleProvider')"
ImportAnnotations,"(0.03457593779995238, 'JSON')","(0.08228191213797198, 'Export')","(0.25805064150750157, 'ImportCodebook')","(0.7507216816904977, 'Codebook')","(0.8152877933479037, 'Hierarchy')","(0.8155795939806423, 'Multivalued')","(0.8161047517208924, 'CodebookUpdate')","(0.8168816874543197, 'SidebarNavigation')","(0.8252583044153183, 'TextSummary')","(0.8263213462468605, 'ExportCodebook')","(0.8296593094260092, 'Date')","(0.8329616643715415, 'Alphabetical')","(0.8600380378599606, 'Classifying')","(0.8687970796940154, 'LastAnnotation')","(0.8690705103983307, 'Canvas')","(0.8692818424163109, 'AnnotatedPDF')","(0.8786125164216753, 'Autocomplete')","(0.8888241404831602, 'AnnotationList')","(0.8975633410372226, 'MoodleReport')","(0.9277521968632153, 'BuiltIn')","(0.948733660759437, 'Remote')","(0.9624933140752523, 'DeleteAll')","(0.968077619258213, 'Dropbox')","(0.9779362592858546, 'Selector')","(0.9848457706156598, 'SentimentAnalysis')","(0.9956156450618356, 'URL')","(0.996378749832548, 'GoogleSheetConsumer')","(0.9981898023108359, 'Number')","(0.9985520269437519, 'HTML')","(0.9985629376280557, 'TXT')","(0.9989889280074381, 'Assessing')","(0.9990782259166804, 'PDF')","(0.9994051778680428, 'MoodleComment')","(0.9994739149689353, 'Categorize')","(0.9996536119270213, 'URN')","(0.9996967175438556, 'Commenting')","(0.999701974525834, 'Update')","(0.9997209479283474, 'Neo4J')","(0.9997220751503613, 'Create')","(0.9997248314725623, 'Delete')","(0.9997351017095647, 'MoodleConsumer')","(0.9997438503476149, 'DOI')","(0.9997600007406455, 'ScienceDirect')","(0.9997691963644402, 'SuggestedLiterature')","(0.9997809678893512, 'ACM')","(0.9998049415611245, 'Springer')","(0.9998210408297238, 'Replying')","(0.9998314413427072, 'UserFilter')","(0.9998332298804448, 'PreviousAssignments')","(0.9998361526358521, 'Hypothesis')","(0.9998519245250093, 'BrowserStorage')","(0.9998593814765581, 'MoodleResource')","(0.9998728019816029, 'CodebookDelete')","(0.9998740167563906, 'RenameCodebook')","(0.9998755715739323, 'AnnotationServer')","(0.9998812703094229, 'Manual')","(0.9998858618131102, 'ApplicationBased')","(0.9998899324597483, 'GoogleSheetProvider')","(0.9999071187626659, 'MoodleProvider')","(1, 'ImportAnnotations')"
Alphabetical,"(0.014481067395941793, 'Number')","(0.5885840859221796, 'Date')","(0.8329616643715415, 'ImportAnnotations')","(0.8371292862427794, 'JSON')","(0.8541634929387039, 'Export')","(0.8729793012857038, 'ImportCodebook')","(0.9540582871334522, 'ExportCodebook')","(0.9590763567101838, 'Hierarchy')","(0.9700479393769588, 'Codebook')","(0.9846300752736169, 'TextSummary')","(0.9874538784181279, 'BuiltIn')","(0.991750351984446, 'TXT')","(0.9923682629004338, 'URL')","(0.9934309608880009, 'Autocomplete')","(0.9943845767347668, 'Dropbox')","(0.9945908613166599, 'SentimentAnalysis')","(0.9947576090194745, 'DeleteAll')","(0.9948805151123102, 'Remote')","(0.9948937230004606, 'AnnotationList')","(0.9949610725206821, 'MoodleReport')","(0.9951380875995416, 'Neo4J')","(0.995193286143826, 'Hypothesis')","(0.9952576725930717, 'Classifying')","(0.9953403772992913, 'HTML')","(0.995775402800094, 'Canvas')","(0.9957826638906283, 'Assessing')","(0.9957968580887747, 'Selector')","(0.9958006909999424, 'ScienceDirect')","(0.9958730647412749, 'PDF')","(0.995905263365624, 'DOI')","(0.9959619695054718, 'PreviousAssignments')","(0.9960145615400857, 'SidebarNavigation')","(0.9960629515335486, 'LastAnnotation')","(0.9962040613234698, 'MoodleComment')","(0.9962105144450123, 'Replying')","(0.9962136089797596, 'Manual')","(0.9962736500234547, 'Categorize')","(0.996302741859208, 'AnnotationServer')","(0.996368715194174, 'CodebookUpdate')","(0.9963838471227646, 'GoogleSheetProvider')","(0.9964206040518779, 'Multivalued')","(0.9964555753740816, 'URN')","(0.9964992159856545, 'Commenting')","(0.9965045382252562, 'Update')","(0.9965248883930141, 'Create')","(0.9965276789371329, 'Delete')","(0.996537701429763, 'SuggestedLiterature')","(0.9965380766932235, 'MoodleConsumer')","(0.996573313272713, 'BrowserStorage')","(0.9965845124852248, 'ACM')","(0.9965990920001689, 'CodebookDelete')","(0.9966052791051632, 'GoogleSheetConsumer')","(0.9966087839643802, 'Springer')","(0.9966096783862882, 'AnnotatedPDF')","(0.9966356129958949, 'UserFilter')","(0.9966639003466371, 'MoodleResource')","(0.9966787175307651, 'RenameCodebook')","(0.9966907098263045, 'ApplicationBased')","(0.9967122310411933, 'MoodleProvider')","(1, 'Alphabetical')"
DeleteAll,"(0.11502451785825685, 'Update')","(0.11503467531517009, 'Create')","(0.11503606898473384, 'Delete')","(0.11509012479313363, 'UserFilter')","(0.6095847585958205, 'CodebookDelete')","(0.6314644359841551, 'RenameCodebook')","(0.6335661100842174, 'Manual')","(0.6377537355096665, 'ExportCodebook')","(0.7143919488281156, 'LastAnnotation')","(0.7149163719411407, 'AnnotatedPDF')","(0.7150527763588439, 'Canvas')","(0.7443953344638243, 'TextSummary')","(0.7580376175206781, 'AnnotationList')","(0.7952230183102281, 'ImportCodebook')","(0.8738764047101558, 'Selector')","(0.8762226110928033, 'Replying')","(0.878004045486092, 'Autocomplete')","(0.9071610255526498, 'Remote')","(0.9095353750945571, 'JSON')","(0.9239289827656931, 'SidebarNavigation')","(0.9307662503008003, 'Dropbox')","(0.9354853387365998, 'TXT')","(0.9458620598858981, 'MoodleReport')","(0.9587947925505595, 'Neo4J')","(0.9599165141325514, 'CodebookUpdate')","(0.9624933140752523, 'ImportAnnotations')","(0.9675979213056687, 'SentimentAnalysis')","(0.9785765460360627, 'Codebook')","(0.9829246867991746, 'Hierarchy')","(0.9921675346359881, 'GoogleSheetConsumer')","(0.992231655596488, 'PreviousAssignments')","(0.9947201577514087, 'URL')","(0.9947576090194745, 'Alphabetical')","(0.9970835721596801, 'Date')","(0.9974295860293764, 'Hypothesis')","(0.9977947612880798, 'Number')","(0.9981539768845418, 'Export')","(0.9982274072992995, 'HTML')","(0.9987492480719915, 'Assessing')","(0.9988559067798545, 'PDF')","(0.9992464229815448, 'MoodleComment')","(0.9993285235992552, 'Categorize')","(0.9995431563522339, 'URN')","(0.9995946423562142, 'Commenting')","(0.9996404889891758, 'MoodleConsumer')","(0.9996422765432749, 'DOI')","(0.9996589398095542, 'Classifying')","(0.9996599344680459, 'ScienceDirect')","(0.9996807411393361, 'SuggestedLiterature')","(0.9996952722563065, 'ACM')","(0.9997239067778526, 'Springer')","(0.9997789030253242, 'BrowserStorage')","(0.9997869762430056, 'Multivalued')","(0.9997889306511574, 'MoodleResource')","(0.9997925649549503, 'BuiltIn')","(0.9998031717841417, 'AnnotationServer')","(0.9998205591742539, 'ApplicationBased')","(0.999821223225095, 'GoogleSheetProvider')","(0.9998459488038616, 'MoodleProvider')","(1, 'DeleteAll')"
Remote,"(0.05459605451389271, 'AnnotationServer')","(0.10184000889940314, 'Hypothesis')","(0.14346497065947983, 'Neo4J')","(0.7194772510952713, 'SidebarNavigation')","(0.7204977107018968, 'Multivalued')","(0.7240448018599228, 'Hierarchy')","(0.7272379991910116, 'CodebookUpdate')","(0.7481286342803292, 'Date')","(0.7878931870852832, 'TXT')","(0.7904574180768055, 'Autocomplete')","(0.7922947626952462, 'Classifying')","(0.8177845855239574, 'MoodleReport')","(0.8364640322709341, 'ScienceDirect')","(0.8435384398626249, 'Codebook')","(0.8490359582767284, 'Export')","(0.8665064623893813, 'DOI')","(0.8953719620663751, 'Update')","(0.8953924663769759, 'Create')","(0.8953952781513067, 'Delete')","(0.8955040506242764, 'UserFilter')","(0.901772265699048, 'GoogleSheetProvider')","(0.9071610255526498, 'DeleteAll')","(0.9100401142250734, 'Manual')","(0.924060199233973, 'MoodleComment')","(0.9245337049130877, 'MoodleResource')","(0.9448295969980435, 'ImportCodebook')","(0.948733660759437, 'ImportAnnotations')","(0.9522449130815943, 'Selector')","(0.9679064280971906, 'BuiltIn')","(0.9744417924106551, 'BrowserStorage')","(0.9753704809762175, 'ExportCodebook')","(0.983365368823269, 'PreviousAssignments')","(0.9849536983365209, 'Replying')","(0.9948805151123102, 'Alphabetical')","(0.9948839113194413, 'URL')","(0.9966829215756617, 'TextSummary')","(0.9969785782697415, 'CodebookDelete')","(0.9977182756039469, 'Number')","(0.9981171199755502, 'HTML')","(0.9985981917983179, 'Assessing')","(0.9986965179372411, 'PDF')","(0.9987671174777583, 'SentimentAnalysis')","(0.9988084326253828, 'Canvas')","(0.9988361474839151, 'AnnotationList')","(0.9989030493588178, 'LastAnnotation')","(0.9989905911130165, 'Dropbox')","(0.9991322128984693, 'Categorize')","(0.9992177763830585, 'JSON')","(0.9993300784485656, 'URN')","(0.9993775423787704, 'Commenting')","(0.9994198074956039, 'MoodleConsumer')","(0.9994541972683717, 'SuggestedLiterature')","(0.9994703111352701, 'ACM')","(0.9994967087557112, 'Springer')","(0.9994976815264697, 'AnnotatedPDF')","(0.9995727680867382, 'RenameCodebook')","(0.9995772983287552, 'GoogleSheetConsumer')","(0.9995858107913771, 'ApplicationBased')","(0.9996092170237272, 'MoodleProvider')","(1, 'Remote')"
JSON,"(0.03457593779995238, 'ImportAnnotations')","(0.203911254530593, 'Export')","(0.31291874792405183, 'ImportCodebook')","(0.6609636840871604, 'TextSummary')","(0.6834896211804753, 'LastAnnotation')","(0.6838879469332629, 'AnnotatedPDF')","(0.6842404114438363, 'Canvas')","(0.7318439291919469, 'AnnotationList')","(0.8371292862427794, 'Alphabetical')","(0.8465419319257186, 'ExportCodebook')","(0.8594140974710176, 'Codebook')","(0.9095353750945571, 'DeleteAll')","(0.9232843623473921, 'Dropbox')","(0.9399491790735448, 'MoodleReport')","(0.9502738672643735, 'BuiltIn')","(0.9642154555150663, 'SentimentAnalysis')","(0.9912792368814007, 'GoogleSheetConsumer')","(0.9955596348841792, 'URL')","(0.9974815763543742, 'Date')","(0.9980957096762112, 'Number')","(0.9983270531141218, 'TXT')","(0.9984525773876954, 'HTML')","(0.998883017761867, 'Assessing')","(0.998970995258347, 'PDF')","(0.9992177763830585, 'Remote')","(0.9992931129417008, 'MoodleComment')","(0.9993062461973123, 'Autocomplete')","(0.9993608337530987, 'Categorize')","(0.9995378739406949, 'URN')","(0.9995517775638626, 'Neo4J')","(0.9995803422697399, 'Commenting')","(0.9995855215311965, 'Update')","(0.9995983630372108, 'Classifying')","(0.9996024958154568, 'DOI')","(0.9996053249840212, 'Create')","(0.9996080405563654, 'Delete')","(0.9996138313957535, 'ScienceDirect')","(0.9996181589566995, 'MoodleConsumer')","(0.9996227956102859, 'Selector')","(0.9996504291026043, 'SuggestedLiterature')","(0.9996629541530603, 'Hypothesis')","(0.9996633470490653, 'ACM')","(0.9996789406729654, 'SidebarNavigation')","(0.9996869662960872, 'Springer')","(0.9996871392233245, 'Replying')","(0.9996892755085124, 'PreviousAssignments')","(0.9997130743094893, 'UserFilter')","(0.9997301123266726, 'BrowserStorage')","(0.9997324609237898, 'Multivalued')","(0.9997406013839327, 'MoodleResource')","(0.9997422646925671, 'AnnotationServer')","(0.9997442878313401, 'Manual')","(0.9997508567949019, 'CodebookDelete')","(0.9997550203008356, 'RenameCodebook')","(0.9997589322934164, 'GoogleSheetProvider')","(0.9997593687718017, 'CodebookUpdate')","(0.9997601187156355, 'Hierarchy')","(0.9997666902448769, 'ApplicationBased')","(0.9997876329412624, 'MoodleProvider')","(1, 'JSON')"
ApplicationBased,"(0.008051306150008264, 'BuiltIn')","(0.19286330910288452, 'Codebook')","(0.6415677905000827, 'ImportCodebook')","(0.6786111481269781, 'Hypothesis')","(0.9503132794952801, 'Manual')","(0.996654959022303, 'URL')","(0.9966907098263045, 'Alphabetical')","(0.9982103490377455, 'Date')","(0.998646766592944, 'Number')","(0.9989082849590192, 'Export')","(0.9989270446778652, 'HTML')","(0.9989889766313198, 'TXT')","(0.9992651048053763, 'Assessing')","(0.9993342006507191, 'PDF')","(0.9994299790799608, 'Canvas')","(0.9994570791650935, 'TextSummary')","(0.9994793344332251, 'LastAnnotation')","(0.9994988970526573, 'SentimentAnalysis')","(0.9995269541780657, 'AnnotationList')","(0.9995858107913771, 'Remote')","(0.999587185443052, 'MoodleComment')","(0.9996403719585213, 'Categorize')","(0.9996911123619328, 'Dropbox')","(0.9997267368127307, 'Autocomplete')","(0.9997666902448769, 'JSON')","(0.9997794155432193, 'URN')","(0.9998127692424166, 'Commenting')","(0.9998168369208505, 'Update')","(0.9998205591742539, 'DeleteAll')","(0.999832390117604, 'Create')","(0.9998345228683291, 'Delete')","(0.9998424696368753, 'MoodleConsumer')","(0.9998521002333559, 'Neo4J')","(0.999858770295136, 'DOI')","(0.9998693692471213, 'SuggestedLiterature')","(0.999871566419414, 'MoodleReport')","(0.9998730631047694, 'ScienceDirect')","(0.9998779593630108, 'ACM')","(0.9998807083846063, 'Selector')","(0.9998853615140567, 'Classifying')","(0.9998858618131102, 'ImportAnnotations')","(0.999896509392604, 'Springer')","(0.9998971929740759, 'AnnotatedPDF')","(0.9999151243964667, 'Replying')","(0.9999170140409928, 'UserFilter')","(0.9999173826120511, 'SidebarNavigation')","(0.9999284310203775, 'PreviousAssignments')","(0.9999340966669512, 'BrowserStorage')","(0.9999386331849381, 'MoodleResource')","(0.999943135484164, 'Multivalued')","(0.9999436118549795, 'ExportCodebook')","(0.9999499574760433, 'RenameCodebook')","(0.9999501819979771, 'CodebookDelete')","(0.9999567685948157, 'AnnotationServer')","(0.9999597706872183, 'GoogleSheetConsumer')","(0.9999666630571286, 'Hierarchy')","(0.9999668918120608, 'GoogleSheetProvider')","(0.9999679572032346, 'CodebookUpdate')","(0.99997557070268, 'MoodleProvider')","(1, 'ApplicationBased')"
URL,"(0.733811263480428, 'Dropbox')","(0.9097766240677976, 'ScienceDirect')","(0.953849430888804, 'TXT')","(0.9786678262455281, 'DOI')","(0.9852302303173699, 'Hypothesis')","(0.9855673326634425, 'SuggestedLiterature')","(0.9923682629004338, 'Alphabetical')","(0.9933921300199785, 'Autocomplete')","(0.9935665251605066, 'Date')","(0.9938365274744251, 'ImportCodebook')","(0.9941775881595009, 'Export')","(0.9944724818168913, 'TextSummary')","(0.9946050677220505, 'SentimentAnalysis')","(0.994682747545997, 'Codebook')","(0.9947201577514087, 'DeleteAll')","(0.9948839113194413, 'Remote')","(0.9949071339786846, 'AnnotationList')","(0.9949177078332117, 'MoodleReport')","(0.9951002570303701, 'Neo4J')","(0.9951353681472674, 'Number')","(0.9952158174692504, 'Classifying')","(0.995459881728181, 'HTML')","(0.9955596348841792, 'JSON')","(0.9956156450618356, 'ImportAnnotations')","(0.995762720219107, 'Selector')","(0.9958163811517659, 'Canvas')","(0.9958211616586023, 'ExportCodebook')","(0.9958513137848276, 'Assessing')","(0.9959219740603118, 'PreviousAssignments')","(0.9959313205456849, 'PDF')","(0.9959770909562741, 'SidebarNavigation')","(0.996099374891185, 'LastAnnotation')","(0.9961219292753463, 'BuiltIn')","(0.9961711386487249, 'Manual')","(0.9961759433628415, 'Replying')","(0.9962242607025558, 'MoodleComment')","(0.9962623919604794, 'AnnotationServer')","(0.9962858485878879, 'Categorize')","(0.9963273428358855, 'CodebookUpdate')","(0.9963428477069779, 'GoogleSheetProvider')","(0.9963694664724358, 'Hierarchy')","(0.9963840513319401, 'Multivalued')","(0.9964468577253824, 'URN')","(0.9964854809730579, 'Commenting')","(0.9964901913159822, 'Update')","(0.9965082018326836, 'Create')","(0.9965106715493889, 'Delete')","(0.9965198738816574, 'MoodleConsumer')","(0.9965402377125546, 'BrowserStorage')","(0.9965609709940101, 'ACM')","(0.9965636576419533, 'CodebookDelete')","(0.9965683204951479, 'GoogleSheetConsumer')","(0.996582452014072, 'Springer')","(0.9965832436056381, 'AnnotatedPDF')","(0.9966061965563113, 'UserFilter')","(0.9966312317665026, 'MoodleResource')","(0.9966443454521873, 'RenameCodebook')","(0.996654959022303, 'ApplicationBased')","(0.9966740059990778, 'MoodleProvider')","(1, 'URL')"
URN,"(0.29804713436360875, 'TXT')","(0.5627103901876715, 'TextSummary')","(0.9120079768565936, 'Dropbox')","(0.9964468577253824, 'URL')","(0.9964555753740816, 'Alphabetical')","(0.9979577564201078, 'Date')","(0.9984557702613842, 'Number')","(0.9986509770852636, 'Export')","(0.998738458072717, 'HTML')","(0.9990794256319073, 'Assessing')","(0.999149115848325, 'PDF')","(0.9992327248455686, 'SentimentAnalysis')","(0.9992334350831246, 'Canvas')","(0.9992756851501223, 'AnnotationList')","(0.9992954982260809, 'LastAnnotation')","(0.9993300784485656, 'Remote')","(0.9993822068071687, 'Autocomplete')","(0.9994042772047328, 'MoodleComment')","(0.9994579213837841, 'Categorize')","(0.9995378739406949, 'JSON')","(0.9995431563522339, 'DeleteAll')","(0.9995751885580568, 'ImportCodebook')","(0.9995936552101404, 'Neo4J')","(0.9996021344617105, 'MoodleReport')","(0.9996257580480412, 'Codebook')","(0.9996313930297532, 'Classifying')","(0.9996318022961737, 'Commenting')","(0.9996359049836647, 'Update')","(0.9996421639998462, 'DOI')","(0.9996497889527368, 'ScienceDirect')","(0.9996515920425718, 'Create')","(0.9996536119270213, 'ImportAnnotations')","(0.9996537431494703, 'Delete')","(0.9996567378278817, 'Selector')","(0.9996617583146696, 'MoodleConsumer')","(0.9996810342520621, 'Hypothesis')","(0.9996869298925694, 'SuggestedLiterature')","(0.9996975535020257, 'ACM')","(0.9997030771071237, 'SidebarNavigation')","(0.9997105270721534, 'PreviousAssignments')","(0.9997117568542223, 'Replying')","(0.9997162631972165, 'Springer')","(0.9997169526625223, 'AnnotatedPDF')","(0.9997193994813183, 'ExportCodebook')","(0.999736944338337, 'UserFilter')","(0.9997446428375042, 'BuiltIn')","(0.9997495107438807, 'BrowserStorage')","(0.9997495634260447, 'Multivalued')","(0.9997558384436651, 'AnnotationServer')","(0.9997563781056613, 'Manual')","(0.9997587495719727, 'MoodleResource')","(0.9997659952095238, 'CodebookDelete')","(0.9997697870417321, 'GoogleSheetProvider')","(0.9997699512250032, 'CodebookUpdate')","(0.9997701713400748, 'RenameCodebook')","(0.9997710184651525, 'Hierarchy')","(0.9997753161243262, 'GoogleSheetConsumer')","(0.9997794155432193, 'ApplicationBased')","(0.9997960050438539, 'MoodleProvider')","(1, 'URN')"
