QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
AnnotationServer,"(0.05459605451389271, 'Remote')","(0.0655415865335035, 'Hypothesis')","(0.10863049677850145, 'Neo4J')","(0.780282999271013, 'TXT')","(0.830209243909525, 'ScienceDirect')","(0.8476257423656133, 'BrowserStorage')","(0.8589843630389031, 'DOI')","(0.8981314973257338, 'GoogleSheetProvider')","(0.9067617112484164, 'Manual')","(0.9962623919604794, 'URL')","(0.996302741859208, 'Alphabetical')","(0.9980022672092466, 'Date')","(0.9984894268168285, 'Number')","(0.9987827752192214, 'Export')","(0.9988028049749692, 'HTML')","(0.9991807890638303, 'Assessing')","(0.9992580449347404, 'PDF')","(0.9993653039103515, 'Canvas')","(0.999396635903714, 'TextSummary')","(0.9994203186080762, 'LastAnnotation')","(0.9994433292427963, 'SentimentAnalysis')","(0.9994744976510622, 'AnnotationList')","(0.999540906516666, 'MoodleComment')","(0.9996003742084385, 'Categorize')","(0.9996585923867869, 'Dropbox')","(0.9996991838117565, 'Autocomplete')","(0.9997422646925671, 'JSON')","(0.9997558384436651, 'URN')","(0.9997931311192, 'Commenting')","(0.9997976791787965, 'Update')","(0.9998031717841417, 'DeleteAll')","(0.9998150691634825, 'Create')","(0.9998174537859496, 'Delete')","(0.9998263390450577, 'MoodleConsumer')","(0.9998564424441058, 'SuggestedLiterature')","(0.9998600989751851, 'MoodleReport')","(0.9998660200059185, 'ACM')","(0.9998696947576364, 'Selector')","(0.999875311628657, 'Classifying')","(0.9998755715739323, 'ImportAnnotations')","(0.9998867607406678, 'Springer')","(0.9998875250511452, 'AnnotatedPDF')","(0.9998986068022616, 'ImportCodebook')","(0.9999033506411265, 'Codebook')","(0.9999078951732261, 'Replying')","(0.9999096869290237, 'UserFilter')","(0.999910571178895, 'SidebarNavigation')","(0.99992297530598, 'PreviousAssignments')","(0.999933859231599, 'MoodleResource')","(0.9999390825359383, 'Multivalued')","(0.9999400377478433, 'ExportCodebook')","(0.9999465208888454, 'RenameCodebook')","(0.9999468326373271, 'CodebookDelete')","(0.9999503261180718, 'BuiltIn')","(0.9999567685948157, 'ApplicationBased')","(0.99995755855389, 'GoogleSheetConsumer')","(0.9999654200201965, 'Hierarchy')","(0.9999668997180955, 'CodebookUpdate')","(0.9999751589636636, 'MoodleProvider')","(1, 'AnnotationServer')"
Hierarchy,"(0.004647751618692797, 'Multivalued')","(0.007346765426703761, 'CodebookUpdate')","(0.01023480305238067, 'SidebarNavigation')","(0.07530959227187362, 'Date')","(0.24522277334110842, 'Classifying')","(0.34402872987277966, 'Autocomplete')","(0.43212955669939856, 'Codebook')","(0.4560139490406637, 'Export')","(0.5810889137158142, 'MoodleReport')","(0.7240448018599228, 'Remote')","(0.8016929044879985, 'ImportCodebook')","(0.8152877933479037, 'ImportAnnotations')","(0.8792463022672483, 'Selector')","(0.8847279600174388, 'BuiltIn')","(0.9115137876709424, 'ExportCodebook')","(0.9590763567101838, 'Alphabetical')","(0.960566048131379, 'Number')","(0.9664116575514976, 'GoogleSheetConsumer')","(0.9665851729927432, 'GoogleSheetProvider')","(0.9807160465957615, 'Update')","(0.9807326801213163, 'Create')","(0.980734961030713, 'Delete')","(0.9808231859996055, 'UserFilter')","(0.9829246867991746, 'DeleteAll')","(0.9963694664724358, 'URL')","(0.9972538448340034, 'Replying')","(0.9986805601614458, 'DOI')","(0.9988430547876967, 'HTML')","(0.9989230687243251, 'TXT')","(0.998978649076565, 'Hypothesis')","(0.999211095944827, 'Assessing')","(0.999286319581709, 'PDF')","(0.9993913568210203, 'Canvas')","(0.9994255167484596, 'TextSummary')","(0.9994443246008795, 'LastAnnotation')","(0.9994707583044812, 'SentimentAnalysis')","(0.9994824752924882, 'CodebookDelete')","(0.9995003909392547, 'AnnotationList')","(0.9995617404051111, 'MoodleComment')","(0.9996196437779763, 'Categorize')","(0.9996815901718747, 'Dropbox')","(0.9997601187156355, 'JSON')","(0.9997710184651525, 'URN')","(0.9998073301409112, 'Commenting')","(0.9998396645176787, 'MoodleConsumer')","(0.9998549935459472, 'Neo4J')","(0.9998690717109671, 'SuggestedLiterature')","(0.9998756372398193, 'ScienceDirect')","(0.9998783016529221, 'ACM')","(0.9998984967930511, 'Springer')","(0.9998992409979851, 'AnnotatedPDF')","(0.999935610817331, 'PreviousAssignments')","(0.9999397078001085, 'BrowserStorage')","(0.9999443563358479, 'MoodleResource')","(0.9999566849220676, 'RenameCodebook')","(0.9999654200201965, 'AnnotationServer')","(0.9999666630571286, 'ApplicationBased')","(0.9999720870304138, 'Manual')","(0.999984569658254, 'MoodleProvider')","(1, 'Hierarchy')"
MoodleReport,"(0.11187512747190054, 'MoodleComment')","(0.11208703462231517, 'MoodleResource')","(0.5110073093795935, 'Multivalued')","(0.5472140596601444, 'Autocomplete')","(0.5810889137158142, 'Hierarchy')","(0.5829413590739063, 'CodebookUpdate')","(0.5847827280197659, 'SidebarNavigation')","(0.6162249420190474, 'Date')","(0.6827486836608287, 'Classifying')","(0.761269003614161, 'Codebook')","(0.7702716252931409, 'Export')","(0.8065122904853548, 'TextSummary')","(0.8092810918454115, 'PreviousAssignments')","(0.8104851587272931, 'LastAnnotation')","(0.8109002733984363, 'Canvas')","(0.811031724071521, 'AnnotatedPDF')","(0.8177845855239574, 'Remote')","(0.8394362544003895, 'AnnotationList')","(0.8975633410372226, 'ImportAnnotations')","(0.9164740892310627, 'ImportCodebook')","(0.9399491790735448, 'JSON')","(0.9458620598858981, 'DeleteAll')","(0.9502066260577349, 'Selector')","(0.9514498025103153, 'BuiltIn')","(0.9539865513954952, 'Dropbox')","(0.9629259019307409, 'ExportCodebook')","(0.978302510998369, 'SentimentAnalysis')","(0.9948003628243456, 'GoogleSheetConsumer')","(0.9949177078332117, 'URL')","(0.9949610725206821, 'Alphabetical')","(0.9979039759359392, 'Number')","(0.9983241910211823, 'HTML')","(0.9983413333347037, 'TXT')","(0.9988310378606058, 'Assessing')","(0.9989346319363199, 'PDF')","(0.9993936688946142, 'Categorize')","(0.9996021344617105, 'URN')","(0.999652141077591, 'Commenting')","(0.9996582396767332, 'Update')","(0.9996815583131382, 'Create')","(0.9996819763701953, 'Neo4J')","(0.9996847559090023, 'Delete')","(0.9996966703608638, 'MoodleConsumer')","(0.9997076187688619, 'DOI')","(0.9997265053624284, 'ScienceDirect')","(0.9997362668605971, 'SuggestedLiterature')","(0.9997498794919203, 'ACM')","(0.9997776912313057, 'Springer')","(0.9997968842304114, 'Replying')","(0.9998084334982492, 'UserFilter')","(0.9998157013037904, 'Hypothesis')","(0.9998322993550676, 'BrowserStorage')","(0.9998565134091718, 'CodebookDelete')","(0.9998578250271597, 'RenameCodebook')","(0.9998600989751851, 'AnnotationServer')","(0.9998668282446496, 'Manual')","(0.999871566419414, 'ApplicationBased')","(0.999876676065328, 'GoogleSheetProvider')","(0.999896226502384, 'MoodleProvider')","(1, 'MoodleReport')"
MoodleResource,"(3.0202124650102746e-06, 'MoodleComment')","(0.11208703462231517, 'MoodleReport')","(0.7853005565486693, 'PreviousAssignments')","(0.7992703504431984, 'Autocomplete')","(0.9202023648252591, 'Multivalued')","(0.9245337049130877, 'Remote')","(0.9725619082060002, 'TextSummary')","(0.9966312317665026, 'URL')","(0.9966639003466371, 'Alphabetical')","(0.9981815491597581, 'Date')","(0.9986249897449253, 'Number')","(0.9988789475195383, 'Export')","(0.9989055426008618, 'HTML')","(0.9989444776744731, 'TXT')","(0.9992439342506281, 'Assessing')","(0.9993130978696135, 'PDF')","(0.9994075697688424, 'Canvas')","(0.9994583740242019, 'LastAnnotation')","(0.9994685489797108, 'SentimentAnalysis')","(0.9994983053162156, 'AnnotationList')","(0.999619569547351, 'Categorize')","(0.9996580776205535, 'Dropbox')","(0.9997406013839327, 'JSON')","(0.9997587495719727, 'URN')","(0.9997889306511574, 'DeleteAll')","(0.9997921360031797, 'Commenting')","(0.9997962076735496, 'Update')","(0.9998117761340427, 'Create')","(0.9998139109778452, 'Delete')","(0.9998218655453748, 'MoodleConsumer')","(0.9998226332153212, 'Neo4J')","(0.9998340735844528, 'DOI')","(0.9998476061492995, 'ScienceDirect')","(0.9998485681335048, 'SuggestedLiterature')","(0.9998551720280957, 'Selector')","(0.9998564048981342, 'Classifying')","(0.9998573901020087, 'ACM')","(0.9998593814765581, 'ImportAnnotations')","(0.9998676224145895, 'ImportCodebook')","(0.9998759583375628, 'Springer')","(0.9998766425899436, 'AnnotatedPDF')","(0.9998776468099121, 'Codebook')","(0.9998919371270392, 'Replying')","(0.9998929482341902, 'SidebarNavigation')","(0.999896483110677, 'UserFilter')","(0.9999123823634134, 'Hypothesis')","(0.9999130508141917, 'BrowserStorage')","(0.9999180479323573, 'ExportCodebook')","(0.9999291816544471, 'CodebookDelete')","(0.999929250909338, 'BuiltIn')","(0.9999294588796482, 'RenameCodebook')","(0.999933859231599, 'AnnotationServer')","(0.9999386331849381, 'ApplicationBased')","(0.9999387398137393, 'GoogleSheetConsumer')","(0.9999390764367985, 'Manual')","(0.9999443563358479, 'Hierarchy')","(0.999944418606321, 'GoogleSheetProvider')","(0.9999453812449767, 'CodebookUpdate')","(0.9999550972463667, 'MoodleProvider')","(1, 'MoodleResource')"
Selector,"(0.007008457668092216, 'Replying')","(0.017078593264425068, 'Assessing')","(0.01716839480940635, 'Categorize')","(0.017211918374400725, 'Commenting')","(0.017286051493553778, 'SuggestedLiterature')","(0.144373476789037, 'SentimentAnalysis')","(0.2410150254765313, 'Autocomplete')","(0.26723042804831476, 'Classifying')","(0.47709291558683187, 'AnnotationList')","(0.7571387461217949, 'SidebarNavigation')","(0.8575406704739548, 'Update')","(0.8575578285057144, 'Create')","(0.8575601814525311, 'Delete')","(0.8576512137195165, 'UserFilter')","(0.8738764047101558, 'DeleteAll')","(0.8792463022672483, 'Hierarchy')","(0.8821387570370686, 'Multivalued')","(0.8824839100515807, 'CodebookUpdate')","(0.8903964929959564, 'Date')","(0.9156934993146322, 'TXT')","(0.9326259612951262, 'Codebook')","(0.9343451282397609, 'Export')","(0.9465217016490333, 'Hypothesis')","(0.9502066260577349, 'MoodleReport')","(0.9522449130815943, 'Remote')","(0.9763119728790748, 'ImportCodebook')","(0.9779362592858546, 'ImportAnnotations')","(0.9862332061751757, 'BuiltIn')","(0.9894525512413533, 'ExportCodebook')","(0.995762720219107, 'URL')","(0.9957968580887747, 'Alphabetical')","(0.9963336578072115, 'CodebookDelete')","(0.9982451109705114, 'Number')","(0.9985944227496574, 'HTML')","(0.9991018634524143, 'PDF')","(0.9992165520303654, 'Canvas')","(0.9992218239251061, 'TextSummary')","(0.9992827446086353, 'LastAnnotation')","(0.9994171600537386, 'MoodleComment')","(0.9995056357628673, 'Dropbox')","(0.9996227956102859, 'JSON')","(0.9996567378278817, 'URN')","(0.9997176721607077, 'Neo4J')","(0.9997353226310252, 'MoodleConsumer')","(0.9997419064980394, 'DOI')","(0.9997571319760996, 'ScienceDirect')","(0.9997795537562194, 'ACM')","(0.9998026728058738, 'Springer')","(0.9998035247589298, 'AnnotatedPDF')","(0.9998280022427508, 'PreviousAssignments')","(0.9998477411245246, 'BrowserStorage')","(0.9998551720280957, 'MoodleResource')","(0.999869285584473, 'RenameCodebook')","(0.9998696947576364, 'AnnotationServer')","(0.9998749163011322, 'Manual')","(0.9998797047082416, 'GoogleSheetConsumer')","(0.9998807083846063, 'ApplicationBased')","(0.9998837359181934, 'GoogleSheetProvider')","(0.9999012075593332, 'MoodleProvider')","(1, 'Selector')"
DOI,"(0.0037228809716850497, 'ScienceDirect')","(0.010750645169654627, 'ACM')","(0.010754591135267333, 'Springer')","(0.0340065702024136, 'PreviousAssignments')","(0.078759479652591, 'Dropbox')","(0.7596385444145997, 'Autocomplete')","(0.8589843630389031, 'AnnotationServer')","(0.8665064623893813, 'Remote')","(0.8672752804862932, 'Hypothesis')","(0.8743805658420265, 'Neo4J')","(0.9289369752554448, 'Canvas')","(0.9310232653350151, 'TextSummary')","(0.9506019329080692, 'GoogleSheetProvider')","(0.9647457668647539, 'GoogleSheetConsumer')","(0.967192361184884, 'TXT')","(0.9763449718244099, 'BrowserStorage')","(0.976811348554626, 'Manual')","(0.9786678262455281, 'URL')","(0.995905263365624, 'Alphabetical')","(0.997721270705244, 'Date')","(0.9982769530638441, 'Number')","(0.9985570152621807, 'Export')","(0.998614778917193, 'HTML')","(0.9986805601614458, 'Hierarchy')","(0.9990222513131995, 'Assessing')","(0.999105534341132, 'PDF')","(0.999261745637889, 'SentimentAnalysis')","(0.9992804679515869, 'LastAnnotation')","(0.9993030810467723, 'AnnotationList')","(0.9994104637052902, 'MoodleComment')","(0.9994745708773372, 'Categorize')","(0.9995598311061755, 'SuggestedLiterature')","(0.9996024958154568, 'JSON')","(0.9996421639998462, 'URN')","(0.9996422765432749, 'DeleteAll')","(0.9996823661595189, 'Commenting')","(0.9996872690480516, 'Update')","(0.9997060157592377, 'Create')","(0.9997076187688619, 'MoodleReport')","(0.9997085864245373, 'Delete')","(0.9997169877116485, 'ImportCodebook')","(0.9997181648915804, 'MoodleConsumer')","(0.9997321139563343, 'Classifying')","(0.9997419064980394, 'Selector')","(0.9997438503476149, 'ImportAnnotations')","(0.9997462236659977, 'Codebook')","(0.9997841245002049, 'AnnotatedPDF')","(0.9997909046233767, 'SidebarNavigation')","(0.9997938008165562, 'Replying')","(0.9998080154042516, 'UserFilter')","(0.9998173242751175, 'ExportCodebook')","(0.9998324621171973, 'Multivalued')","(0.9998340735844528, 'MoodleResource')","(0.9998367334354317, 'BuiltIn')","(0.9998457364076612, 'CodebookDelete')","(0.9998477230812688, 'RenameCodebook')","(0.999858770295136, 'ApplicationBased')","(0.9998599975454259, 'CodebookUpdate')","(0.9998785954490131, 'MoodleProvider')","(1, 'DOI')"
Categorize,"(7.267369019903214e-07, 'Commenting')","(3.4435171752944527e-06, 'Assessing')","(5.912894031834259e-05, 'SuggestedLiterature')","(0.009756531431225124, 'Replying')","(0.01716839480940635, 'Selector')","(0.12932810372413073, 'SentimentAnalysis')","(0.32589147444159805, 'Autocomplete')","(0.3450273602876477, 'Classifying')","(0.4678194154442331, 'AnnotationList')","(0.8839357143333324, 'SidebarNavigation')","(0.9139608406321055, 'TXT')","(0.9456274937523607, 'Hypothesis')","(0.9962736500234547, 'Alphabetical')","(0.9962858485878879, 'URL')","(0.997762321638255, 'Date')","(0.9983079934706681, 'Number')","(0.9984518932448678, 'Export')","(0.9985925454390382, 'HTML')","(0.99897620665199, 'TextSummary')","(0.9990059121987818, 'PDF')","(0.9990813650873265, 'Canvas')","(0.9991322128984693, 'Remote')","(0.9991532604861324, 'LastAnnotation')","(0.9991772009475834, 'Dropbox')","(0.9992627573387393, 'MoodleComment')","(0.9993198082617201, 'ImportCodebook')","(0.9993285235992552, 'DeleteAll')","(0.9993608337530987, 'JSON')","(0.9993936688946142, 'MoodleReport')","(0.9993936905082028, 'Neo4J')","(0.9994057854876025, 'Codebook')","(0.9994579213837841, 'URN')","(0.9994739149689353, 'ImportAnnotations')","(0.9994745708773372, 'DOI')","(0.9994770367405248, 'ScienceDirect')","(0.9994959139784614, 'Update')","(0.9995117045927421, 'Create')","(0.9995138698999231, 'Delete')","(0.999521937976575, 'MoodleConsumer')","(0.9995419298502123, 'PreviousAssignments')","(0.9995459212689849, 'ExportCodebook')","(0.9995579694684246, 'ACM')","(0.9995768026798811, 'Springer')","(0.9995774966969035, 'AnnotatedPDF')","(0.9995834259782413, 'BuiltIn')","(0.9995968289995564, 'Manual')","(0.9995976203552686, 'UserFilter')","(0.9995997923315074, 'Multivalued')","(0.9996003742084385, 'AnnotationServer')","(0.9996066924386299, 'BrowserStorage')","(0.9996167494775346, 'CodebookUpdate')","(0.9996172825807126, 'GoogleSheetProvider')","(0.999619569547351, 'MoodleResource')","(0.9996196437779763, 'Hierarchy')","(0.9996234857064797, 'CodebookDelete')","(0.9996310667233754, 'RenameCodebook')","(0.9996325994276449, 'GoogleSheetConsumer')","(0.9996403719585213, 'ApplicationBased')","(0.9996570709876371, 'MoodleProvider')","(1, 'Categorize')"
ExportCodebook,"(0.01716972511168413, 'RenameCodebook')","(0.017473515588743105, 'CodebookDelete')","(0.022786002076252587, 'Manual')","(0.3201195870441639, 'ImportCodebook')","(0.6377537355096665, 'DeleteAll')","(0.8060068502882958, 'CodebookUpdate')","(0.8155564555322363, 'Export')","(0.8263213462468605, 'ImportAnnotations')","(0.8314217807007288, 'TXT')","(0.8465419319257186, 'JSON')","(0.8696808455373769, 'Codebook')","(0.8909235508222392, 'Neo4J')","(0.9115137876709424, 'Hierarchy')","(0.9115947356029294, 'Date')","(0.9122119761565421, 'Multivalued')","(0.9128181589163323, 'SidebarNavigation')","(0.9333440449596916, 'Classifying')","(0.9420963464393337, 'Autocomplete')","(0.9540582871334522, 'Alphabetical')","(0.9629259019307409, 'MoodleReport')","(0.9753704809762175, 'Remote')","(0.9798485021636876, 'PreviousAssignments')","(0.9813612225430604, 'BuiltIn')","(0.9832185907848345, 'Number')","(0.9894525512413533, 'Selector')","(0.9898194741269548, 'TextSummary')","(0.9958211616586023, 'URL')","(0.998655936084928, 'HTML')","(0.9990777179248244, 'Assessing')","(0.9991639255892578, 'PDF')","(0.9992830549053789, 'Canvas')","(0.9993450022464894, 'LastAnnotation')","(0.9993669313204147, 'SentimentAnalysis')","(0.9994023773049763, 'AnnotationList')","(0.9994795629292126, 'MoodleComment')","(0.9995459212689849, 'Categorize')","(0.9996059919082584, 'Dropbox')","(0.9997193994813183, 'URN')","(0.9997610133409534, 'Commenting')","(0.9997660883942199, 'Update')","(0.999785493394746, 'Create')","(0.999788154328652, 'Delete')","(0.9997980691423811, 'MoodleConsumer')","(0.9998173242751175, 'DOI')","(0.9998315716738406, 'SuggestedLiterature')","(0.9998349527625238, 'ScienceDirect')","(0.9998423480241073, 'ACM')","(0.9998654920339519, 'Springer')","(0.9998663449067879, 'AnnotatedPDF')","(0.9998880177686938, 'Replying')","(0.9998910747309359, 'UserFilter')","(0.9999122478528663, 'BrowserStorage')","(0.9999180479323573, 'MoodleResource')","(0.9999200000414191, 'Hypothesis')","(0.9999400377478433, 'AnnotationServer')","(0.9999436118549795, 'ApplicationBased')","(0.9999442774426633, 'GoogleSheetConsumer')","(0.9999527803064064, 'GoogleSheetProvider')","(0.9999641331573197, 'MoodleProvider')","(1, 'ExportCodebook')"
Springer,"(0.010754591135267333, 'DOI')","(0.01852524479919504, 'ScienceDirect')","(0.023505569469802423, 'PreviousAssignments')","(0.07337580271373245, 'Dropbox')","(0.7571296542408797, 'Autocomplete')","(0.9283160198219589, 'Canvas')","(0.9304319708668833, 'TextSummary')","(0.9898486200220733, 'Manual')","(0.996582452014072, 'URL')","(0.9966087839643802, 'Alphabetical')","(0.9981223406948393, 'Date')","(0.9985802196336586, 'Number')","(0.9988186338572566, 'Export')","(0.9988529940166355, 'TXT')","(0.9988613373628619, 'HTML')","(0.9992004105548965, 'Assessing')","(0.9992697135026956, 'PDF')","(0.9994061575562055, 'SentimentAnalysis')","(0.9994152823453053, 'LastAnnotation')","(0.9994394072347531, 'AnnotationList')","(0.9994967087557112, 'Remote')","(0.9995234566962712, 'MoodleComment')","(0.9995768026798811, 'Categorize')","(0.9996869662960872, 'JSON')","(0.9997162631972165, 'URN')","(0.9997239067778526, 'DeleteAll')","(0.9997497169187737, 'Commenting')","(0.9997537967957513, 'Update')","(0.9997620530965202, 'Neo4J')","(0.9997693966353868, 'Create')","(0.9997715357821304, 'Delete')","(0.9997776912313057, 'MoodleReport')","(0.9997795063827826, 'MoodleConsumer')","(0.9997902539566177, 'ImportCodebook')","(0.9997968740935944, 'Classifying')","(0.9998026728058738, 'Selector')","(0.9998049415611245, 'ImportAnnotations')","(0.999805803918858, 'SuggestedLiterature')","(0.9998110052602255, 'Codebook')","(0.9998343938387698, 'AnnotatedPDF')","(0.9998427145258469, 'SidebarNavigation')","(0.9998442673019214, 'Replying')","(0.9998511752027968, 'Hypothesis')","(0.9998542743525912, 'UserFilter')","(0.9998654920339519, 'ExportCodebook')","(0.9998697834454191, 'BrowserStorage')","(0.9998756913256719, 'Multivalued')","(0.9998759583375628, 'MoodleResource')","(0.9998804096377967, 'BuiltIn')","(0.9998860078453415, 'CodebookDelete')","(0.9998867607406678, 'AnnotationServer')","(0.9998873165935195, 'RenameCodebook')","(0.9998955032386474, 'GoogleSheetConsumer')","(0.999896509392604, 'ApplicationBased')","(0.999898216794404, 'GoogleSheetProvider')","(0.9998984967930511, 'Hierarchy')","(0.9998989681879739, 'CodebookUpdate')","(0.999913006643133, 'MoodleProvider')","(1, 'ACM')","(1, 'Springer')"
Canvas,"(0.0025309063792936515, 'LastAnnotation')","(0.0025658314886305433, 'AnnotatedPDF')","(0.10267972375949719, 'TextSummary')","(0.15503571845264597, 'AnnotationList')","(0.6842404114438363, 'JSON')","(0.6930176362183693, 'Dropbox')","(0.7150527763588439, 'DeleteAll')","(0.8109002733984363, 'MoodleReport')","(0.8690705103983307, 'ImportAnnotations')","(0.8885832596994355, 'SentimentAnalysis')","(0.9282970544992722, 'ACM')","(0.9283160198219589, 'Springer')","(0.9289369752554448, 'DOI')","(0.9294840284711803, 'ScienceDirect')","(0.9299087379505001, 'PreviousAssignments')","(0.9726393751499878, 'GoogleSheetConsumer')","(0.9814691670463394, 'Autocomplete')","(0.995775402800094, 'Alphabetical')","(0.9958163811517659, 'URL')","(0.9973479744803023, 'Date')","(0.9977766375063304, 'TXT')","(0.9979946874528546, 'Number')","(0.998079894903152, 'Export')","(0.9983012169715373, 'HTML')","(0.9986424925430087, 'Manual')","(0.9986709432054881, 'Assessing')","(0.9987465116229695, 'PDF')","(0.9988084326253828, 'Remote')","(0.9989320344943072, 'ImportCodebook')","(0.9990231958813105, 'MoodleComment')","(0.9990712050040196, 'Codebook')","(0.9990813650873265, 'Categorize')","(0.999085012537993, 'Neo4J')","(0.9991336628999574, 'Classifying')","(0.9991733985258215, 'Hypothesis')","(0.9992165520303654, 'Selector')","(0.9992334350831246, 'URN')","(0.999269913624566, 'Commenting')","(0.9992743623977189, 'Update')","(0.9992830549053789, 'ExportCodebook')","(0.9992840456910942, 'SidebarNavigation')","(0.9992913727541731, 'Create')","(0.999293705320151, 'Delete')","(0.999302396614414, 'MoodleConsumer')","(0.9993136690227965, 'Replying')","(0.9993260770911432, 'SuggestedLiterature')","(0.9993395094157739, 'BuiltIn')","(0.9993653039103515, 'AnnotationServer')","(0.9993722883106514, 'Multivalued')","(0.9993839250968097, 'UserFilter')","(0.9993858233284101, 'CodebookUpdate')","(0.999387324525879, 'GoogleSheetProvider')","(0.9993889499950714, 'BrowserStorage')","(0.9993913568210203, 'Hierarchy')","(0.9994073058829553, 'CodebookDelete')","(0.9994075697688424, 'MoodleResource')","(0.9994199550535464, 'RenameCodebook')","(0.9994299790799608, 'ApplicationBased')","(0.9994479680424999, 'MoodleProvider')","(1, 'Canvas')"
UserFilter,"(1.663910899063481e-07, 'Delete')","(1.7510616368010545e-07, 'Create')","(2.453873941821172e-07, 'Update')","(0.11509012479313363, 'DeleteAll')","(0.8576512137195165, 'Selector')","(0.8602672766046988, 'Replying')","(0.8624902173042732, 'Autocomplete')","(0.8955040506242764, 'Remote')","(0.9141902057994359, 'SidebarNavigation')","(0.9750521795478898, 'CodebookDelete')","(0.9808231859996055, 'Hierarchy')","(0.9966061965563113, 'URL')","(0.9966356129958949, 'Alphabetical')","(0.9972678050877101, 'Hypothesis')","(0.9981511616508029, 'Date')","(0.9986020124196575, 'Number')","(0.998847992799029, 'Export')","(0.9988828551878625, 'HTML')","(0.9988975256153412, 'TXT')","(0.9992215966284155, 'Assessing')","(0.9992908317557101, 'PDF')","(0.9993839250968097, 'Canvas')","(0.9993935531135902, 'TextSummary')","(0.9994362581277944, 'LastAnnotation')","(0.9994365278986985, 'SentimentAnalysis')","(0.9994680771192613, 'AnnotationList')","(0.9995443265932017, 'MoodleComment')","(0.9995976203552686, 'Categorize')","(0.9996232217569996, 'Dropbox')","(0.9997130743094893, 'JSON')","(0.999736944338337, 'URN')","(0.9997703653052514, 'Commenting')","(0.999791541751882, 'Neo4J')","(0.9998001256013692, 'MoodleConsumer')","(0.9998080154042516, 'DOI')","(0.9998084334982492, 'MoodleReport')","(0.9998207458134529, 'ScienceDirect')","(0.9998258519733575, 'Classifying')","(0.9998266203054098, 'SuggestedLiterature')","(0.9998279146925155, 'ImportCodebook')","(0.9998314413427072, 'ImportAnnotations')","(0.9998356869078365, 'ACM')","(0.9998434444461856, 'Codebook')","(0.9998542743525912, 'Springer')","(0.9998549593128513, 'AnnotatedPDF')","(0.9998773720752214, 'PreviousAssignments')","(0.9998908447536088, 'BrowserStorage')","(0.9998910747309359, 'ExportCodebook')","(0.999896483110677, 'MoodleResource')","(0.999897777954057, 'Multivalued')","(0.9999041841615162, 'BuiltIn')","(0.9999078302440555, 'RenameCodebook')","(0.9999096869290237, 'AnnotationServer')","(0.9999142690010969, 'Manual')","(0.9999165495576385, 'GoogleSheetConsumer')","(0.9999170140409928, 'ApplicationBased')","(0.9999207065053523, 'GoogleSheetProvider')","(0.9999215607269569, 'CodebookUpdate')","(0.9999334951362019, 'MoodleProvider')","(1, 'UserFilter')"
Commenting,"(7.267369019903214e-07, 'Categorize')","(7.3341262817328e-06, 'Assessing')","(5.981555689249518e-05, 'SuggestedLiterature')","(0.009778984924979861, 'Replying')","(0.017211918374400725, 'Selector')","(0.12943175452293343, 'SentimentAnalysis')","(0.3261045652682921, 'Autocomplete')","(0.3451568555505091, 'Classifying')","(0.4679677998259514, 'AnnotationList')","(0.8841211391374005, 'SidebarNavigation')","(0.9143205383619082, 'TXT')","(0.9458685994515745, 'Hypothesis')","(0.9964854809730579, 'URL')","(0.9964992159856545, 'Alphabetical')","(0.9980046374524462, 'Date')","(0.9984912190614327, 'Number')","(0.9986987333534915, 'Export')","(0.9987734596604624, 'HTML')","(0.9991834675492998, 'PDF')","(0.9992362876103008, 'TextSummary')","(0.999269913624566, 'Canvas')","(0.9993296182048232, 'LastAnnotation')","(0.9993775423787704, 'Remote')","(0.9994382249651282, 'MoodleComment')","(0.9994551512358341, 'Dropbox')","(0.9995803422697399, 'JSON')","(0.9995946423562142, 'DeleteAll')","(0.9996318022961737, 'URN')","(0.9996364490469021, 'ImportCodebook')","(0.9996416226462155, 'Neo4J')","(0.999652141077591, 'MoodleReport')","(0.9996694859695422, 'Update')","(0.9996785249493151, 'Codebook')","(0.9996823661595189, 'DOI')","(0.9996851481854603, 'Create')","(0.9996872958857035, 'Delete')","(0.9996912286698084, 'ScienceDirect')","(0.9996952983574173, 'MoodleConsumer')","(0.9996967175438556, 'ImportAnnotations')","(0.9997310368556047, 'ACM')","(0.9997497169187737, 'Springer')","(0.9997504052921201, 'AnnotatedPDF')","(0.9997509700848137, 'PreviousAssignments')","(0.9997610133409534, 'ExportCodebook')","(0.9997703653052514, 'UserFilter')","(0.9997833154496436, 'BuiltIn')","(0.9997837699243465, 'BrowserStorage')","(0.9997854904362509, 'Multivalued')","(0.9997921360031797, 'MoodleResource')","(0.9997931311192, 'AnnotationServer')","(0.9997946506568056, 'Manual')","(0.9998001803124359, 'CodebookDelete')","(0.9998035396808815, 'RenameCodebook')","(0.9998063697269448, 'GoogleSheetProvider')","(0.99980670117473, 'CodebookUpdate')","(0.9998073301409112, 'Hierarchy')","(0.9998095509273782, 'GoogleSheetConsumer')","(0.9998127692424166, 'ApplicationBased')","(0.9998293324671109, 'MoodleProvider')","(1, 'Commenting')"
