QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
AnnotationServer,"(0.22125732639862355, 'WebAnnotationClient')","(0.3472023194162063, 'BrowserStorage')","(0.39352266319421814, 'ApplicationBased')","(0.48738208267226135, 'ScienceDirect')","(0.4899681995865462, 'Codebook')","(0.490442889523754, 'MoodleProvider')","(0.5018175496904791, 'BuiltIn')","(0.5219655952383594, 'GoogleSheetProvider')","(0.523221004942006, 'Hypothesis')","(0.5443581902662519, 'Remote')","(0.5470468447283079, 'Neo4J')","(0.579851642529376, 'URL')","(0.5901811941589818, 'Manual')","(0.6010952673343815, 'Hosting')","(0.6315280484960238, 'Multivalued')","(0.6340670645163934, 'MoodleResource')","(0.6345606007540474, 'ImportCodebook')","(0.6396608369847006, 'Autocomplete')","(0.6429113119353234, 'Replying')","(0.6519920950992953, 'Alphabetical')","(0.6519920950992953, 'Number')","(0.6582587743530921, 'MoodleResourceBased')","(0.6684725660966178, 'Date')","(0.6767041738735733, 'Export')","(0.6788273003435544, 'HTML')","(0.681198283181668, 'AnnotationList')","(0.6818981542494231, 'Assessing')","(0.682210760308955, 'Canvas')","(0.682210760308955, 'LastAnnotation')","(0.6823687782729222, 'PDF')","(0.6846210694367345, 'TXT')","(0.6847654338467624, 'SentimentAnalysis')","(0.6847740429759313, 'URN')","(0.6852393352426995, 'TextSummary')","(0.6854820597458423, 'MoodleComment')","(0.6857086145743814, 'Categorize')","(0.6866011009607031, 'JSON')","(0.6873387242622393, 'Dropbox')","(0.6874222212097385, 'Commenting')","(0.6888708627167454, 'SuggestedLiterature')","(0.6889304398632191, 'MoodleConsumer')","(0.6889304398632192, 'DOI')","(0.6889765764597673, 'Delete')","(0.6889765764597673, 'Update')","(0.688999122283261, 'Create')","(0.6893076985583058, 'Selector')","(0.6893442945084065, 'AnnotatedPDF')","(0.6893715501526796, 'ACM')","(0.6894055083951117, 'Springer')","(0.6896720749656099, 'ImportAnnotations')","(0.6898052825731514, 'DeleteAll')","(0.690043640443949, 'MoodleReport')","(0.6902934684923299, 'Classifying')","(0.690326466584359, 'PreviousAssignments')","(0.6905244273957523, 'SidebarNavigation')","(0.6906802437126708, 'UserFilter')","(0.6912607674996871, 'ExportCodebook')","(0.6913267309368921, 'RenameCodebook')","(0.6913321164158954, 'CodebookDelete')","(0.6913547946496006, 'GoogleSheetConsumer')","(0.6918781930263052, 'Hierarchy')","(0.6922579188625014, 'CodebookUpdate')","(1, 'AnnotationServer')"
Hierarchy,"(0.01912209740360117, 'Multivalued')","(0.043941968997190335, 'CodebookUpdate')","(0.04473521971944646, 'Export')","(0.057673935743441936, 'Date')","(0.06416954166157257, 'Classifying')","(0.09398788377647137, 'Alphabetical')","(0.09398788377647137, 'Number')","(0.09402893203969866, 'SidebarNavigation')","(0.11983743059747687, 'Autocomplete')","(0.19780189928834901, 'ImportAnnotations')","(0.23354303350434158, 'Codebook')","(0.26813844132239484, 'MoodleReport')","(0.3205505962954901, 'Selector')","(0.3673009251770035, 'ImportCodebook')","(0.39311661221202165, 'Replying')","(0.413646824735918, 'ExportCodebook')","(0.45497144057944927, 'BuiltIn')","(0.5864531526505822, 'URL')","(0.6072566935958978, 'HTML')","(0.6096804565013472, 'Assessing')","(0.6165751253765795, 'Categorize')","(0.6178287785936856, 'Commenting')","(0.6180236374890604, 'SuggestedLiterature')","(0.6234756390556802, 'PDF')","(0.6235228806011524, 'MoodleResource')","(0.6260738306151167, 'MoodleComment')","(0.6266360449324364, 'DeleteAll')","(0.6308773927507217, 'Delete')","(0.6308773927507217, 'Update')","(0.6308968042837233, 'Create')","(0.6323243216536896, 'UserFilter')","(0.6327707749540294, 'MoodleProvider')","(0.6362833008604805, 'JSON')","(0.6415230764050122, 'WebAnnotationClient')","(0.6422948797095158, 'TXT')","(0.644532365241774, 'URN')","(0.6464554158309224, 'Remote')","(0.6505978666514866, 'PreviousAssignments')","(0.6549122742812554, 'CodebookDelete')","(0.6569245942137445, 'MoodleResourceBased')","(0.6582637568499148, 'Neo4J')","(0.6741133208887531, 'ApplicationBased')","(0.676293059051438, 'RenameCodebook')","(0.6771882472831349, 'Manual')","(0.6803034041792062, 'GoogleSheetProvider')","(0.68060014385607, 'AnnotationList')","(0.6817027988700253, 'Canvas')","(0.6817027988700253, 'LastAnnotation')","(0.684504569101456, 'SentimentAnalysis')","(0.685073549509708, 'TextSummary')","(0.6873399359445729, 'Dropbox')","(0.6890774297832933, 'DOI')","(0.6890774297832933, 'MoodleConsumer')","(0.6892619192338005, 'ScienceDirect')","(0.6895515432746171, 'ACM')","(0.6895752471412238, 'AnnotatedPDF')","(0.6895878329688642, 'Springer')","(0.6910742213515015, 'Hosting')","(0.6913281871358217, 'BrowserStorage')","(0.6915829681330806, 'GoogleSheetConsumer')","(0.6917347186732746, 'Hypothesis')","(0.6918781930263052, 'AnnotationServer')","(1, 'Hierarchy')"
MoodleReport,"(0.18880902114287723, 'Autocomplete')","(0.22621757856952224, 'Classifying')","(0.253132954557646, 'MoodleComment')","(0.25621939431540164, 'MoodleResource')","(0.25696793230027976, 'Multivalued')","(0.26813844132239484, 'Hierarchy')","(0.27210897009513013, 'MoodleProvider')","(0.28760028736114907, 'SidebarNavigation')","(0.3320875037829881, 'Date')","(0.33250600735290614, 'Export')","(0.33634616048107074, 'Alphabetical')","(0.33634616048107074, 'Number')","(0.34963992860808707, 'CodebookUpdate')","(0.4289660210565061, 'ImportAnnotations')","(0.4306350482448089, 'Codebook')","(0.4324740185366479, 'Selector')","(0.4457745831068255, 'PreviousAssignments')","(0.47807866387850473, 'Replying')","(0.5096401972147115, 'ImportCodebook')","(0.5221426402199003, 'ExportCodebook')","(0.5536992302617915, 'URL')","(0.5544684769175022, 'BuiltIn')","(0.5791857343823833, 'HTML')","(0.5822952726200255, 'Assessing')","(0.5915218168551204, 'Categorize')","(0.593339865699981, 'Commenting')","(0.5938229687922418, 'SuggestedLiterature')","(0.6009952882410968, 'PDF')","(0.6257596593602476, 'WebAnnotationClient')","(0.6266392687007927, 'TXT')","(0.629670178898494, 'URN')","(0.6451390249682109, 'MoodleResourceBased')","(0.6629927408454799, 'GoogleSheetProvider')","(0.6744531356281425, 'AnnotationList')","(0.6758474073542713, 'Canvas')","(0.6758474073542713, 'LastAnnotation')","(0.6794568203001196, 'SentimentAnalysis')","(0.6799735329908593, 'TextSummary')","(0.6819876354979988, 'JSON')","(0.6824252152549205, 'ApplicationBased')","(0.6824500167725558, 'Remote')","(0.6832883312961942, 'Dropbox')","(0.6855329086480226, 'Neo4J')","(0.6857086745733844, 'ScienceDirect')","(0.6858166964440373, 'DOI')","(0.6858166964440373, 'MoodleConsumer')","(0.6858924244304665, 'Delete')","(0.6858924244304665, 'Update')","(0.6859294866624541, 'Create')","(0.6863220089752424, 'AnnotatedPDF')","(0.6865471364145588, 'ACM')","(0.686603973993498, 'Springer')","(0.6868217823013595, 'DeleteAll')","(0.6886272457250098, 'Hosting')","(0.6888010631345038, 'UserFilter')","(0.6893189870046128, 'BrowserStorage')","(0.6898219641420171, 'CodebookDelete')","(0.68995121473687, 'RenameCodebook')","(0.690001218071542, 'GoogleSheetConsumer')","(0.690043640443949, 'AnnotationServer')","(0.6902846520541132, 'Hypothesis')","(0.6905999992825252, 'Manual')","(1, 'MoodleReport')"
MoodleResource,"(0.04022725538949715, 'MoodleComment')","(0.2383869697632024, 'MoodleProvider')","(0.25621939431540164, 'MoodleReport')","(0.45278530187991795, 'Autocomplete')","(0.4614000241139116, 'AnnotatedPDF')","(0.4897978351784421, 'ApplicationBased')","(0.5088846540851821, 'BuiltIn')","(0.5316890674547351, 'PreviousAssignments')","(0.5609902097646693, 'Codebook')","(0.5625341153845481, 'URL')","(0.5647835589858783, 'Hypothesis')","(0.5709443202920315, 'SidebarNavigation')","(0.575872152489233, 'Remote')","(0.578751820039926, 'Replying')","(0.5789988009728875, 'Neo4J')","(0.5807037932015142, 'PDF')","(0.5900851300601939, 'Classifying')","(0.5974046019049836, 'Selector')","(0.610489018320789, 'Multivalued')","(0.6115001597993313, 'ExportCodebook')","(0.6196137050775583, 'RenameCodebook')","(0.6201790040352904, 'CodebookDelete')","(0.6225710032218739, 'Manual')","(0.6235228806011524, 'Hierarchy')","(0.6282931966701487, 'ImportCodebook')","(0.6307943358745686, 'WebAnnotationClient')","(0.6340670645163934, 'AnnotationServer')","(0.6419035932931814, 'Alphabetical')","(0.6419035932931814, 'Number')","(0.6491262049185963, 'MoodleResourceBased')","(0.6522612046176735, 'DeleteAll')","(0.6611032119601024, 'Date')","(0.6626030037606965, 'CodebookUpdate')","(0.6626196222155465, 'GoogleSheetProvider')","(0.6710237607157676, 'Export')","(0.67364144850089, 'HTML')","(0.6766060636376858, 'AnnotationList')","(0.6774913341099369, 'Assessing')","(0.6778884819973472, 'Canvas')","(0.6778884819973472, 'LastAnnotation')","(0.680826656575225, 'TXT')","(0.681033287955981, 'URN')","(0.6811822337682758, 'SentimentAnalysis')","(0.6817144577890495, 'TextSummary')","(0.6823401152839748, 'Categorize')","(0.6835268770385798, 'JSON')","(0.6846215126277078, 'Dropbox')","(0.6846495155037168, 'Commenting')","(0.686677509291495, 'SuggestedLiterature')","(0.6868458334546261, 'ScienceDirect')","(0.686846602475323, 'DOI')","(0.686846602475323, 'MoodleConsumer')","(0.6869126233928615, 'Delete')","(0.6869126233928615, 'Update')","(0.6869449215317767, 'Create')","(0.6874819020951537, 'ACM')","(0.687531197445857, 'Springer')","(0.687745700983962, 'ImportAnnotations')","(0.6893772284014013, 'Hosting')","(0.6894240406235704, 'UserFilter')","(0.6899168333849852, 'BrowserStorage')","(0.6904537423037309, 'GoogleSheetConsumer')","(1, 'MoodleResource')"
Selector,"(0.08208057681474674, 'Replying')","(0.1438793444780216, 'SidebarNavigation')","(0.15859851177554632, 'Commenting')","(0.18225370491795095, 'HTML')","(0.183138012106506, 'Assessing')","(0.20026307040153374, 'Classifying')","(0.2030387279169549, 'Autocomplete')","(0.22075382068448873, 'SuggestedLiterature')","(0.23268318887198008, 'Categorize')","(0.2957004353648738, 'Multivalued')","(0.2970185795237805, 'PDF')","(0.3205505962954901, 'Hierarchy')","(0.36330640837325984, 'BuiltIn')","(0.36721271561211244, 'Codebook')","(0.36845491070361924, 'ImportCodebook')","(0.37063856478865564, 'ImportAnnotations')","(0.37729771548031943, 'Alphabetical')","(0.37729771548031943, 'Number')","(0.38101623333123213, 'CodebookUpdate')","(0.3856789891426048, 'Date')","(0.3921724742873341, 'Export')","(0.4324740185366479, 'MoodleReport')","(0.4342975898868212, 'ExportCodebook')","(0.446086275826289, 'URN')","(0.4731635776453488, 'DeleteAll')","(0.498338263684059, 'TXT')","(0.508770638650637, 'URL')","(0.5121235175309014, 'ApplicationBased')","(0.5466147366782261, 'Delete')","(0.5466147366782261, 'Update')","(0.5466571010741436, 'Create')","(0.5499578099504693, 'UserFilter')","(0.5517151816366248, 'SentimentAnalysis')","(0.5533141513030994, 'CodebookDelete')","(0.5641721887883064, 'JSON')","(0.5832274135426394, 'TextSummary')","(0.5895730904417302, 'RenameCodebook')","(0.5927762271637742, 'Remote')","(0.593878070232412, 'Manual')","(0.5974046019049836, 'MoodleResource')","(0.6024475786555759, 'WebAnnotationClient')","(0.6025286376244856, 'AnnotatedPDF')","(0.6069316608915363, 'MoodleComment')","(0.6234615463450535, 'Neo4J')","(0.6283875678755009, 'MoodleResourceBased')","(0.6437085834258444, 'PreviousAssignments')","(0.6488496036267436, 'BrowserStorage')","(0.6683173334907886, 'AnnotationList')","(0.6702335075214174, 'Canvas')","(0.6702335075214174, 'LastAnnotation')","(0.6804349507133503, 'Dropbox')","(0.6837009331209902, 'ScienceDirect')","(0.6838580854137364, 'DOI')","(0.6838580854137364, 'MoodleConsumer')","(0.6848363373653342, 'ACM')","(0.6849121822339622, 'Springer')","(0.6875367490016149, 'Hosting')","(0.6893076985583058, 'AnnotationServer')","(0.6893327572611966, 'GoogleSheetConsumer')","(0.6896318207433424, 'GoogleSheetProvider')","(0.6896871659669002, 'Hypothesis')","(0.6906742756510018, 'MoodleProvider')","(1, 'Selector')"
DOI,"(0.0003936488955997011, 'Dropbox')","(0.052777772841711146, 'ScienceDirect')","(0.34843032276837116, 'TXT')","(0.5182657664868919, 'Hosting')","(0.5674523984415913, 'Replying')","(0.6150724692661071, 'GoogleSheetProvider')","(0.6184115134315196, 'URL')","(0.6520009345362469, 'WebAnnotationClient')","(0.657524534165546, 'Alphabetical')","(0.657524534165546, 'Number')","(0.6611823764119574, 'MoodleResourceBased')","(0.6674850693552722, 'Date')","(0.6731723953521458, 'Export')","(0.6748074107454989, 'HTML')","(0.6767683595665541, 'AnnotationList')","(0.6769935881688876, 'PDF')","(0.6773822681458144, 'Assessing')","(0.6776626413241553, 'Canvas')","(0.6776626413241553, 'LastAnnotation')","(0.6793169211549165, 'URN')","(0.6801311286907816, 'SentimentAnalysis')","(0.6801674218885978, 'TextSummary')","(0.6804349162222112, 'MoodleComment')","(0.6807057132613921, 'Categorize')","(0.6816943014114452, 'JSON')","(0.6817763173164524, 'Remote')","(0.6826125468183726, 'Autocomplete')","(0.68274004932524, 'Commenting')","(0.6838580854137364, 'Selector')","(0.6844301378861506, 'Neo4J')","(0.6847552473717968, 'SuggestedLiterature')","(0.6852819518191735, 'MoodleConsumer')","(0.6853515175108074, 'Delete')","(0.6853515175108074, 'Update')","(0.6853856440673598, 'Create')","(0.6854217632982966, 'DeleteAll')","(0.685429647800559, 'AnnotatedPDF')","(0.6855305541752754, 'ImportAnnotations')","(0.6858166964440373, 'MoodleReport')","(0.6859621616520211, 'ACM')","(0.686015954055222, 'Springer')","(0.6861828435888646, 'BuiltIn')","(0.6862838446659074, 'SidebarNavigation')","(0.6865766353664371, 'ImportCodebook')","(0.6866433166625974, 'Classifying')","(0.686742170194558, 'PreviousAssignments')","(0.686846602475323, 'MoodleResource')","(0.6869328624334559, 'Codebook')","(0.6871865149967883, 'Multivalued')","(0.6875912046177245, 'ApplicationBased')","(0.6881876373280761, 'UserFilter')","(0.6882457534124613, 'ExportCodebook')","(0.6884898889855322, 'BrowserStorage')","(0.6889304398632192, 'AnnotationServer')","(0.6890264295524502, 'CodebookDelete')","(0.6890774297832933, 'Hierarchy')","(0.6893865456956771, 'RenameCodebook')","(0.689439374962725, 'GoogleSheetConsumer')","(0.689581386866617, 'Manual')","(0.6897396684560742, 'Hypothesis')","(0.6901367214472363, 'MoodleProvider')","(0.6906889085250223, 'CodebookUpdate')","(1, 'DOI')"
Categorize,"(0.004457300202413023, 'SuggestedLiterature')","(0.07284897950188912, 'Assessing')","(0.07393460356189986, 'HTML')","(0.08343557829167317, 'PDF')","(0.13384902891984382, 'Commenting')","(0.23268318887198008, 'Selector')","(0.2549578580610422, 'URN')","(0.25560863206186946, 'TXT')","(0.3135495054029501, 'Replying')","(0.40329011180125784, 'AnnotationList')","(0.404169690361017, 'Classifying')","(0.40425380524116217, 'Canvas')","(0.40425380524116217, 'LastAnnotation')","(0.4150490192722657, 'ACM')","(0.41512398239153575, 'Springer')","(0.43133906030413494, 'Hosting')","(0.4376791423633668, 'SidebarNavigation')","(0.44881445348929955, 'TextSummary')","(0.4773184340012877, 'JSON')","(0.47913493060030754, 'AnnotatedPDF')","(0.49383404313621204, 'Autocomplete')","(0.5093400949713638, 'Neo4J')","(0.5615194818331506, 'URL')","(0.5621730430601974, 'DeleteAll')","(0.5730548539089408, 'ImportAnnotations')","(0.5900291444841939, 'Multivalued')","(0.5915218168551204, 'MoodleReport')","(0.604803292257539, 'Manual')","(0.6165751253765795, 'Hierarchy')","(0.6182927914263523, 'WebAnnotationClient')","(0.6282200523576529, 'Alphabetical')","(0.6282200523576529, 'Number')","(0.6349169155160308, 'MoodleResourceBased')","(0.6467148530863198, 'Date')","(0.657647091297133, 'Export')","(0.6711771901639102, 'SentimentAnalysis')","(0.6715243140864897, 'MoodleComment')","(0.6738258976161484, 'Remote')","(0.6767456813641932, 'Dropbox')","(0.6792210545174173, 'ScienceDirect')","(0.6797587458915648, 'BuiltIn')","(0.6807057132613921, 'DOI')","(0.6807057132613921, 'MoodleConsumer')","(0.6808271585468092, 'Update')","(0.6808271585468093, 'Delete')","(0.6808866419704427, 'Create')","(0.6811885178502257, 'ImportCodebook')","(0.6820149321166992, 'Codebook')","(0.6823401152839748, 'MoodleResource')","(0.6825321270845388, 'PreviousAssignments')","(0.682817567912672, 'ApplicationBased')","(0.6846972188574323, 'ExportCodebook')","(0.6855331071869222, 'UserFilter')","(0.6856463810457409, 'BrowserStorage')","(0.6857086145743814, 'AnnotationServer')","(0.6858193163878095, 'GoogleSheetProvider')","(0.6864595270445125, 'CodebookDelete')","(0.6873131377826814, 'MoodleProvider')","(0.6873560568953697, 'RenameCodebook')","(0.6874338132026275, 'GoogleSheetConsumer')","(0.6878714802687811, 'Hypothesis')","(0.6887277210680318, 'CodebookUpdate')","(1, 'Categorize')"
ExportCodebook,"(0.06709085642136432, 'CodebookDelete')","(0.07635447434263179, 'RenameCodebook')","(0.0782409618310045, 'ImportCodebook')","(0.11996226409212485, 'Manual')","(0.15962330891220997, 'BuiltIn')","(0.17830837589567677, 'Codebook')","(0.23702607642601395, 'ApplicationBased')","(0.3420042846133461, 'CodebookUpdate')","(0.413646824735918, 'Hierarchy')","(0.4267809848230698, 'Multivalued')","(0.4342975898868212, 'Selector')","(0.4358622256401391, 'Date')","(0.43683546049108024, 'Export')","(0.4371536326064833, 'Alphabetical')","(0.4371536326064833, 'Number')","(0.44485086755859027, 'SidebarNavigation')","(0.4532066970473694, 'ImportAnnotations')","(0.45502641698783347, 'Autocomplete')","(0.46365187396430174, 'Classifying')","(0.4834543900067914, 'DeleteAll')","(0.5221426402199003, 'MoodleReport')","(0.545735909441786, 'Replying')","(0.5479456136622383, 'PreviousAssignments')","(0.5873563023975451, 'URL')","(0.6115001597993313, 'MoodleResource')","(0.6316221588416688, 'Delete')","(0.6316221588416688, 'Update')","(0.6316427656492904, 'Create')","(0.6332435067592692, 'UserFilter')","(0.6366823841966143, 'JSON')","(0.6428224036032661, 'WebAnnotationClient')","(0.646474596082518, 'Remote')","(0.6576706299615043, 'MoodleResourceBased')","(0.6580083525705013, 'Neo4J')","(0.6736374465672439, 'MoodleComment')","(0.6775955675903864, 'HTML')","(0.6800077798921497, 'AnnotationList')","(0.6806863942094097, 'MoodleProvider')","(0.6807273479815216, 'Assessing')","(0.6810499862394757, 'Canvas')","(0.6810499862394757, 'LastAnnotation')","(0.6811647586824857, 'PDF')","(0.6835172549977544, 'TXT')","(0.6836809857771737, 'URN')","(0.6837192945924676, 'SentimentAnalysis')","(0.6841953201302942, 'TextSummary')","(0.6846972188574323, 'Categorize')","(0.686482947124227, 'Dropbox')","(0.6865499764684357, 'Commenting')","(0.6874251925506439, 'GoogleSheetProvider')","(0.6881562425937062, 'SuggestedLiterature')","(0.6882457534124613, 'DOI')","(0.6882457534124613, 'MoodleConsumer')","(0.6883175377994704, 'ScienceDirect')","(0.6886882099138689, 'AnnotatedPDF')","(0.6887437552807847, 'ACM')","(0.6887822863160923, 'Springer')","(0.6902946276777739, 'Hosting')","(0.6906680520117667, 'BrowserStorage')","(0.6910432410554901, 'GoogleSheetConsumer')","(0.6912317079164495, 'Hypothesis')","(0.6912607674996871, 'AnnotationServer')","(1, 'ExportCodebook')"
Springer,"(2.146544311150578e-07, 'ACM')","(0.006100396739578933, 'Canvas')","(0.006100396739578933, 'LastAnnotation')","(0.007566950982132441, 'AnnotationList')","(0.0559567657609097, 'Hosting')","(0.11606487562243134, 'URN')","(0.15385056216504672, 'TextSummary')","(0.18133217210939123, 'TXT')","(0.22910423207440508, 'AnnotatedPDF')","(0.24029024280064215, 'JSON')","(0.24233040123532923, 'PDF')","(0.32669953547534963, 'Neo4J')","(0.41512398239153575, 'Categorize')","(0.4643866200482687, 'DeleteAll')","(0.47214278737888105, 'SuggestedLiterature')","(0.48913171099970076, 'ImportAnnotations')","(0.5489509663566572, 'Manual')","(0.6222857329849982, 'URL')","(0.6550840354353724, 'WebAnnotationClient')","(0.6603887230102534, 'Alphabetical')","(0.6603887230102534, 'Number')","(0.6638774916254726, 'MoodleResourceBased')","(0.6698282398880415, 'Date')","(0.6751091513454934, 'Export')","(0.6766079187909633, 'HTML')","(0.6789489594215339, 'Assessing')","(0.681423064865779, 'SentimentAnalysis')","(0.6817337223312574, 'MoodleComment')","(0.6829651308900159, 'Remote')","(0.6837883589221779, 'Commenting')","(0.683801892138038, 'Autocomplete')","(0.6840560134340916, 'Dropbox')","(0.6849121822339622, 'Selector')","(0.6849189391162728, 'Replying')","(0.6855597031444784, 'ScienceDirect')","(0.6860159540552218, 'MoodleConsumer')","(0.686015954055222, 'DOI')","(0.6860779866964615, 'Delete')","(0.6860779866964615, 'Update')","(0.6861084215680799, 'Create')","(0.686603973993498, 'MoodleReport')","(0.6870624129102889, 'SidebarNavigation')","(0.6871077825839029, 'BuiltIn')","(0.6873116898065283, 'Classifying')","(0.6873701993055609, 'ImportCodebook')","(0.6873964008379044, 'PreviousAssignments')","(0.687531197445857, 'MoodleResource')","(0.6876608660975156, 'Codebook')","(0.6878695786533536, 'Multivalued')","(0.688287073860314, 'ApplicationBased')","(0.6886222469080245, 'UserFilter')","(0.6887822863160923, 'ExportCodebook')","(0.6889364550105226, 'BrowserStorage')","(0.6894055083951117, 'AnnotationServer')","(0.6894254383486056, 'CodebookDelete')","(0.6895878329688642, 'Hierarchy')","(0.6895994131458733, 'GoogleSheetProvider')","(0.689713154914489, 'RenameCodebook')","(0.6897615368242451, 'GoogleSheetConsumer')","(0.6900371242086425, 'Hypothesis')","(0.690535570508735, 'MoodleProvider')","(0.6909729306422265, 'CodebookUpdate')","(1, 'Springer')"
Canvas,"(8.90856579500404e-05, 'AnnotationList')","(0.006035131660813525, 'ACM')","(0.006100396739578933, 'Springer')","(0.060331163440668564, 'Hosting')","(0.10824233398290216, 'URN')","(0.14719321716947042, 'TextSummary')","(0.17170453948265546, 'TXT')","(0.22813978447208028, 'AnnotatedPDF')","(0.22827780634192937, 'PDF')","(0.23406200934034327, 'JSON')","(0.32165971894025114, 'Neo4J')","(0.40425380524116217, 'Categorize')","(0.4573421718329204, 'DeleteAll')","(0.4660528178239236, 'SuggestedLiterature')","(0.48255417120876426, 'ImportAnnotations')","(0.5454791628045929, 'Manual')","(0.5612466338152424, 'URL')","(0.6091215370380942, 'WebAnnotationClient')","(0.6185090807402808, 'Alphabetical')","(0.6185090807402808, 'Number')","(0.6251101319798151, 'MoodleResourceBased')","(0.6373903690365322, 'Date')","(0.6496412274287988, 'Export')","(0.6533716872129327, 'HTML')","(0.659393740883927, 'Assessing')","(0.6657088298569904, 'MoodleComment')","(0.6659184584076557, 'SentimentAnalysis')","(0.6675196350238972, 'Autocomplete')","(0.6679831931905322, 'Remote')","(0.669034660938502, 'Replying')","(0.6702335075214174, 'Selector')","(0.6710897263689637, 'Commenting')","(0.672459167806265, 'BuiltIn')","(0.6728016396967325, 'Dropbox')","(0.6748881108693219, 'ScienceDirect')","(0.6753800022241673, 'ImportCodebook')","(0.6758277387885326, 'SidebarNavigation')","(0.6758474073542713, 'MoodleReport')","(0.6767813156526006, 'Codebook')","(0.6775021288917928, 'ApplicationBased')","(0.6776626413241553, 'DOI')","(0.6776626413241553, 'MoodleConsumer')","(0.6778105504969951, 'Delete')","(0.6778105504969951, 'Update')","(0.6778604863582797, 'Multivalued')","(0.6778829633073129, 'Create')","(0.6778884819973472, 'MoodleResource')","(0.6783854505537612, 'Classifying')","(0.6787062331888272, 'PreviousAssignments')","(0.6810499862394757, 'ExportCodebook')","(0.6817027988700253, 'Hierarchy')","(0.6821688301801221, 'GoogleSheetProvider')","(0.682210760308955, 'AnnotationServer')","(0.6830269080781393, 'BrowserStorage')","(0.6834552374159557, 'UserFilter')","(0.6839816378090531, 'MoodleProvider')","(0.683996335820904, 'CodebookDelete')","(0.6855816626870075, 'RenameCodebook')","(0.6856714054386965, 'GoogleSheetConsumer')","(0.6861749287403784, 'Hypothesis')","(0.6865072989723708, 'CodebookUpdate')","(1, 'Canvas')","(1, 'LastAnnotation')"
UserFilter,"(0.0005561875553961968, 'Create')","(0.0005700703614693833, 'Delete')","(0.0005700703614693838, 'Update')","(0.11791407886227645, 'DeleteAll')","(0.19122071447188055, 'JSON')","(0.27792566008430786, 'ImportAnnotations')","(0.3837798697896502, 'Remote')","(0.43994793503774254, 'Replying')","(0.45619813571695417, 'SidebarNavigation')","(0.515862623405146, 'Autocomplete')","(0.5201155894500747, 'Neo4J')","(0.5499578099504693, 'Selector')","(0.5586439517155357, 'ImportCodebook')","(0.5685002988990944, 'Multivalued')","(0.5982295081223636, 'BuiltIn')","(0.6062889333356017, 'CodebookDelete')","(0.6320598826101154, 'URL')","(0.6323243216536896, 'Hierarchy')","(0.6332435067592692, 'ExportCodebook')","(0.6630122223547126, 'WebAnnotationClient')","(0.6678039857690895, 'Alphabetical')","(0.6678039857690895, 'Number')","(0.6708955680776785, 'MoodleResourceBased')","(0.6760155170594744, 'Date')","(0.6803268066965691, 'Export')","(0.6814968897045406, 'HTML')","(0.682853812161988, 'AnnotationList')","(0.6832523085775901, 'PDF')","(0.6832678632661882, 'Assessing')","(0.6834552374159557, 'Canvas')","(0.6834552374159557, 'LastAnnotation')","(0.6846490029921322, 'TXT')","(0.6847617515327605, 'URN')","(0.68505887027847, 'SentimentAnalysis')","(0.6852039758417773, 'TextSummary')","(0.685370091611069, 'MoodleComment')","(0.6855331071869222, 'Categorize')","(0.6867771890024507, 'Commenting')","(0.6868771246588271, 'Dropbox')","(0.6879755623181532, 'SuggestedLiterature')","(0.688009109965946, 'ScienceDirect')","(0.6881876373280761, 'DOI')","(0.6881876373280761, 'MoodleConsumer')","(0.6883885421691023, 'AnnotatedPDF')","(0.6885903620938933, 'ACM')","(0.6886222469080245, 'Springer')","(0.6888010631345038, 'MoodleReport')","(0.6892045696285485, 'Classifying')","(0.6892535074092068, 'PreviousAssignments')","(0.6894240406235704, 'MoodleResource')","(0.6896132418817547, 'Codebook')","(0.6897246876316714, 'Hosting')","(0.6901068965531556, 'ApplicationBased')","(0.6902208266487604, 'BrowserStorage')","(0.6906802437126708, 'AnnotationServer')","(0.6906812510934732, 'RenameCodebook')","(0.690715362913144, 'GoogleSheetConsumer')","(0.6908709849350487, 'GoogleSheetProvider')","(0.6909110657644363, 'Hypothesis')","(0.6910919737544661, 'Manual')","(0.6915472042444379, 'MoodleProvider')","(0.6917175832334272, 'CodebookUpdate')","(1, 'UserFilter')"
