QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
TXT,"(0.30783107895000467, 'Neo4J')","(0.31442417135652123, 'URN')","(0.3915272462793913, 'MoodleConsumer')","(0.40007306797300124, 'MoodleProvider')","(0.403203715117202, 'PDF')","(0.4164417336814904, 'SentimentAnalysis')","(0.44043279073352826, 'Hypothesis')","(0.45915074608628326, 'TextSummary')","(0.4910223870486078, 'Manual')","(0.5056331512081683, 'Dropbox')","(0.5235031673435655, 'Remote')","(0.5257316032397521, 'AnnotationServer')","(0.5490878377015392, 'CodebookDelete')","(0.5491006151718281, 'RenameCodebook')","(0.5548471099860918, 'ExportCodebook')","(0.5799789716470517, 'URL')","(0.5809690387839077, 'ScienceDirect')","(0.5813367672152571, 'Assessing')","(0.5882555495536128, 'ImportCodebook')","(0.5916965124650981, 'Categorize')","(0.5922412449811233, 'SuggestedLiterature')","(0.5934531279800572, 'DeleteAll')","(0.595740978122543, 'DOI')","(0.5983893507280373, 'Commenting')","(0.6050572339168574, 'Selector')","(0.6057127700614765, 'Replying')","(0.60877136682785, 'AnnotationList')","(0.6149024489575375, 'Autocomplete')","(0.6170699187595691, 'Classifying')","(0.6223556684623573, 'GoogleSheetProvider')","(0.6232480707935352, 'Alphabetical')","(0.629279862708009, 'CodebookUpdate')","(0.6444755606094728, 'SidebarNavigation')","(0.6461997195369895, 'Date')","(0.6472947295862983, 'Number')","(0.6488835368220065, 'Codebook')","(0.6529616946137444, 'HTML')","(0.6549778200754075, 'BrowserStorage')","(0.6582891135852769, 'Export')","(0.6636686975173789, 'PreviousAssignments')","(0.6655378643486323, 'Canvas')","(0.6669180520300229, 'LastAnnotation')","(0.6703979976663991, 'MoodleComment')","(0.678209384422394, 'JSON')","(0.679662628549536, 'Update')","(0.680444903589634, 'Create')","(0.6805545997765862, 'Delete')","(0.6823734003586583, 'ImportAnnotations')","(0.682404978194654, 'MoodleReport')","(0.6829408948945127, 'ACM')","(0.6840696091008247, 'Springer')","(0.6841127765750686, 'AnnotatedPDF')","(0.6854226532283922, 'UserFilter')","(0.6862514152344454, 'BuiltIn')","(0.6864269542162119, 'Multivalued')","(0.6865176551261032, 'Hierarchy')","(0.6870148841068688, 'MoodleResource')","(0.6878523726917016, 'GoogleSheetConsumer')","(0.6887751139071182, 'ApplicationBased')","(1, 'TXT')"
Autocomplete,"(0.11903611735688291, 'Classifying')","(0.16193622823008158, 'Selector')","(0.17079937971770165, 'SidebarNavigation')","(0.2589676019310909, 'Replying')","(0.2617106993134949, 'Multivalued')","(0.2949568258070244, 'Assessing')","(0.2980331320946069, 'Categorize')","(0.3004486034800309, 'Commenting')","(0.3019590519476999, 'Hierarchy')","(0.30302626293056756, 'SuggestedLiterature')","(0.32682015228696004, 'CodebookUpdate')","(0.3284106612847454, 'MoodleReport')","(0.3512557597171284, 'Date')","(0.3720286829221672, 'SentimentAnalysis')","(0.41025472156308024, 'Remote')","(0.4124963373155619, 'PreviousAssignments')","(0.42640356886129627, 'Export')","(0.42935164998737757, 'AnnotationList')","(0.4467591459753854, 'Codebook')","(0.4904526738416244, 'ACM')","(0.49102568852922945, 'Springer')","(0.5007733806026702, 'DOI')","(0.5040209222949814, 'ScienceDirect')","(0.5093386233249699, 'MoodleComment')","(0.5174595203926284, 'MoodleResource')","(0.5191105840824565, 'Dropbox')","(0.5414101463616855, 'ImportAnnotations')","(0.5550176328210177, 'Update')","(0.5554123010481485, 'Create')","(0.5554679376489009, 'Delete')","(0.5580414582072306, 'UserFilter')","(0.565493260262234, 'ImportCodebook')","(0.5728674804871233, 'BuiltIn')","(0.5748831632066644, 'DeleteAll')","(0.5956479807036568, 'ExportCodebook')","(0.6065820196295224, 'TextSummary')","(0.6149024489575375, 'TXT')","(0.6173872624929833, 'Canvas')","(0.6237995441682934, 'Hypothesis')","(0.6452638829878601, 'URL')","(0.6490668506322607, 'Alphabetical')","(0.6632813883872966, 'CodebookDelete')","(0.6651366246259478, 'Number')","(0.6688185096605852, 'HTML')","(0.6743402900429782, 'Manual')","(0.6749706360535297, 'PDF')","(0.6775202750347629, 'LastAnnotation')","(0.684041631896017, 'URN')","(0.6846367996971906, 'JSON')","(0.6858609257723787, 'MoodleConsumer')","(0.6869161947536537, 'Neo4J')","(0.6877534171154425, 'AnnotatedPDF')","(0.6890902714324345, 'BrowserStorage')","(0.6901824077288419, 'RenameCodebook')","(0.6904438205412278, 'AnnotationServer')","(0.6904920886520629, 'GoogleSheetConsumer')","(0.6907402002386126, 'ApplicationBased')","(0.6910697757250509, 'GoogleSheetProvider')","(0.6920308439021268, 'MoodleProvider')","(1, 'Autocomplete')"
GoogleSheetProvider,"(0.04198402719835846, 'GoogleSheetConsumer')","(0.5058077200926192, 'Hypothesis')","(0.5382686372954187, 'AnnotationServer')","(0.5489434337980289, 'Remote')","(0.5530529874510033, 'Neo4J')","(0.5553646427344927, 'DOI')","(0.613926528849871, 'ScienceDirect')","(0.6223556684623573, 'TXT')","(0.6248806760347565, 'Hierarchy')","(0.6320243419265126, 'Manual')","(0.6612048450310131, 'BrowserStorage')","(0.6754671466992499, 'URL')","(0.6771593097040276, 'Alphabetical')","(0.6836545844259307, 'Date')","(0.6836793053697887, 'Number')","(0.6851211480364009, 'HTML')","(0.6866706287492438, 'Export')","(0.6870219151807232, 'Assessing')","(0.6874384674828534, 'PDF')","(0.6882474769620106, 'Canvas')","(0.6883542132151459, 'LastAnnotation')","(0.6890794871909758, 'MoodleComment')","(0.6893169502746641, 'TextSummary')","(0.6894553944216917, 'Categorize')","(0.6895166986096414, 'SentimentAnalysis')","(0.6895422614458457, 'AnnotationList')","(0.690520960270582, 'URN')","(0.6906342175736876, 'Dropbox')","(0.690792427225586, 'JSON')","(0.6908027857463659, 'Commenting')","(0.6908381621918536, 'Update')","(0.6909757786589898, 'Create')","(0.6909949610931516, 'Delete')","(0.6910671577718754, 'MoodleConsumer')","(0.6910697757250509, 'Autocomplete')","(0.6913129325898054, 'SuggestedLiterature')","(0.6913888819318261, 'DeleteAll')","(0.6914062623376871, 'ACM')","(0.6915979391532939, 'Springer')","(0.6916052527595258, 'AnnotatedPDF')","(0.6916109672351817, 'Selector')","(0.6916924516513853, 'ImportAnnotations')","(0.6917196575730955, 'MoodleReport')","(0.6918075080844912, 'Classifying')","(0.691827339648553, 'UserFilter')","(0.6918856286300443, 'Replying')","(0.6919241092737025, 'SidebarNavigation')","(0.6920533728913731, 'Codebook')","(0.6920651564445888, 'PreviousAssignments')","(0.6921015024766703, 'MoodleResource')","(0.6921236118867755, 'ImportCodebook')","(0.6921886677376499, 'Multivalued')","(0.6922411373535275, 'ExportCodebook')","(0.6922590556279349, 'CodebookDelete')","(0.6922683799234621, 'RenameCodebook')","(0.6923555902808878, 'BuiltIn')","(0.692425147146571, 'ApplicationBased')","(0.6926466205440241, 'CodebookUpdate')","(0.692842915273701, 'MoodleProvider')","(1, 'GoogleSheetProvider')"
PreviousAssignments,"(0.07186014938323104, 'ACM')","(0.071862643022175, 'Springer')","(0.1272025407744506, 'DOI')","(0.13823718682332892, 'ScienceDirect')","(0.22108105853233986, 'Dropbox')","(0.4124963373155619, 'Autocomplete')","(0.4400654987102855, 'MoodleComment')","(0.4426401921165976, 'MoodleResource')","(0.4834223027457665, 'MoodleReport')","(0.5694498995437715, 'TextSummary')","(0.5708715559642552, 'Canvas')","(0.6154537337946318, 'Multivalued')","(0.6261206141105922, 'Remote')","(0.6262462368731425, 'Manual')","(0.6488549885645476, 'RenameCodebook')","(0.6489803955030086, 'CodebookDelete')","(0.6505825544155415, 'ExportCodebook')","(0.6582482968763792, 'ImportCodebook')","(0.6590190635518858, 'DeleteAll')","(0.6636686975173789, 'TXT')","(0.6673253354600861, 'URL')","(0.668179111349462, 'Neo4J')","(0.6683533628613534, 'CodebookUpdate')","(0.6694949112657171, 'Alphabetical')","(0.6744840574858924, 'Codebook')","(0.678188824243525, 'Date')","(0.6782865372445886, 'Number')","(0.6802826167535947, 'HTML')","(0.6823994353190364, 'Export')","(0.6829732874934732, 'Assessing')","(0.6835750119973252, 'PDF')","(0.6849185550125167, 'LastAnnotation')","(0.6865428206054713, 'SentimentAnalysis')","(0.6865849642952864, 'Categorize')","(0.6866432581599539, 'AnnotationList')","(0.6882809639243102, 'URN')","(0.6886570188980339, 'JSON')","(0.6887504945801894, 'Commenting')","(0.6888102432013063, 'Update')","(0.6890445658232573, 'Create')","(0.6890774782328626, 'Delete')","(0.6892019271723011, 'MoodleConsumer')","(0.6895867981584599, 'SuggestedLiterature')","(0.690034809513862, 'Selector')","(0.6901625199541213, 'AnnotatedPDF')","(0.6901838091132324, 'ImportAnnotations')","(0.690462466342862, 'Classifying')","(0.6905789681802539, 'UserFilter')","(0.6906200381644035, 'Replying')","(0.6906304232638518, 'SidebarNavigation')","(0.6909182687872002, 'BrowserStorage')","(0.6909527732157212, 'Hypothesis')","(0.6914857097556137, 'BuiltIn')","(0.6916900604421146, 'AnnotationServer')","(0.6916959660064705, 'GoogleSheetConsumer')","(0.6917578985055726, 'ApplicationBased')","(0.6918018737839686, 'Hierarchy')","(0.6920651564445888, 'GoogleSheetProvider')","(0.6925588259986346, 'MoodleProvider')","(1, 'PreviousAssignments')"
Codebook,"(0.07792872077680835, 'BuiltIn')","(0.18145597179880216, 'ImportCodebook')","(0.20954729367869568, 'ApplicationBased')","(0.27681016025113636, 'CodebookUpdate')","(0.29337860952549294, 'Export')","(0.311065997339644, 'Multivalued')","(0.3129907714518779, 'Hierarchy')","(0.32690470781760067, 'SidebarNavigation')","(0.3511900026481688, 'Date')","(0.38974940640379674, 'Classifying')","(0.39401701476610995, 'ImportAnnotations')","(0.4461169726188372, 'ExportCodebook')","(0.4467591459753854, 'Autocomplete')","(0.4673181572831366, 'Hypothesis')","(0.47165639294148565, 'MoodleReport')","(0.5089575607550813, 'Remote')","(0.5403513202307608, 'Manual')","(0.5424790990200361, 'JSON')","(0.574043852241344, 'Selector')","(0.5928406593194235, 'Alphabetical')","(0.6131776633240453, 'RenameCodebook')","(0.6135445530642331, 'CodebookDelete')","(0.6362536996716006, 'DeleteAll')","(0.6459775133057168, 'TextSummary')","(0.6488835368220065, 'TXT')","(0.654560124466455, 'Neo4J')","(0.6598317252775007, 'URL')","(0.6744840574858924, 'PreviousAssignments')","(0.6746093902005563, 'Number')","(0.6772673302224306, 'HTML')","(0.6808195016606524, 'Assessing')","(0.6816074585263967, 'PDF')","(0.6831085574971065, 'Canvas')","(0.6833555203832011, 'LastAnnotation')","(0.6847592408003145, 'MoodleComment')","(0.6854953150546919, 'Categorize')","(0.6855157212912851, 'SentimentAnalysis')","(0.6856105552485245, 'AnnotationList')","(0.6876255119743029, 'URN')","(0.6876615743211244, 'Dropbox')","(0.6882033212609955, 'Commenting')","(0.6882763922686127, 'Update')","(0.6885618914061915, 'Create')","(0.6886018507423448, 'Delete')","(0.6887526189693733, 'MoodleConsumer')","(0.6891635488570569, 'DOI')","(0.6892367160485122, 'SuggestedLiterature')","(0.6894692848106736, 'ACM')","(0.689658387518191, 'ScienceDirect')","(0.6898811534533242, 'Springer')","(0.6898969709774398, 'AnnotatedPDF')","(0.6903808573118182, 'UserFilter')","(0.6904564127891916, 'Replying')","(0.6907903117408727, 'BrowserStorage')","(0.690986497705564, 'MoodleResource')","(0.6916503440670791, 'AnnotationServer')","(0.691652993514358, 'GoogleSheetConsumer')","(0.6920533728913731, 'GoogleSheetProvider')","(0.692557350301328, 'MoodleProvider')","(1, 'Codebook')"
PDF,"(0.403203715117202, 'TXT')","(0.6414914665758682, 'URL')","(0.6431878576524402, 'Alphabetical')","(0.6555995127877725, 'Date')","(0.6571217959398251, 'Number')","(0.6606212857851568, 'HTML')","(0.6632212634788037, 'Export')","(0.6658636219399492, 'Assessing')","(0.6684870898290114, 'Canvas')","(0.6685545162015568, 'TextSummary')","(0.6701317017731598, 'LastAnnotation')","(0.6713389364564537, 'SentimentAnalysis')","(0.6714685371295761, 'Remote')","(0.6727344107465728, 'MoodleComment')","(0.6727871543473598, 'AnnotationList')","(0.6732861880755734, 'Dropbox')","(0.6741781903823487, 'Categorize')","(0.6749706360535297, 'Autocomplete')","(0.6777437326339745, 'DOI')","(0.6782256967584964, 'JSON')","(0.6786929989614798, 'URN')","(0.6788475930561294, 'Hypothesis')","(0.6794615080378101, 'DeleteAll')","(0.6800050456116447, 'Commenting')","(0.680173455994509, 'Update')","(0.6803440406721979, 'Neo4J')","(0.6805773403006075, 'ScienceDirect')","(0.6808364660610178, 'Create')","(0.6808954704291881, 'Selector')","(0.6809298744576566, 'Delete')","(0.6811944782007553, 'MoodleReport')","(0.6812415097060367, 'ImportAnnotations')","(0.6812835853563299, 'MoodleConsumer')","(0.6815517475442691, 'ImportCodebook')","(0.681566633308088, 'SuggestedLiterature')","(0.6816074585263967, 'Codebook')","(0.6826096132488435, 'SidebarNavigation')","(0.6829883627047169, 'ACM')","(0.6830798540048455, 'ExportCodebook')","(0.6832092664701509, 'Classifying')","(0.6835750119973252, 'PreviousAssignments')","(0.6838532014054243, 'Replying')","(0.6839796466603638, 'Springer')","(0.6840177825554705, 'AnnotatedPDF')","(0.6845229022426125, 'Manual')","(0.6848545941346273, 'Hierarchy')","(0.6848559816472923, 'BuiltIn')","(0.6850280763426987, 'BrowserStorage')","(0.685182854377482, 'UserFilter')","(0.6855374018755045, 'Multivalued')","(0.6861907658099915, 'CodebookDelete')","(0.6865754139674125, 'AnnotationServer')","(0.6866197447929784, 'MoodleResource')","(0.686953124293125, 'GoogleSheetConsumer')","(0.6874384674828534, 'GoogleSheetProvider')","(0.6874717538020796, 'RenameCodebook')","(0.6875409489358484, 'CodebookUpdate')","(0.6882355604897168, 'ApplicationBased')","(0.6899215616527821, 'MoodleProvider')","(1, 'PDF')"
Number,"(0.052227723911023795, 'Alphabetical')","(0.30850849379715384, 'Date')","(0.6068803589569329, 'Hierarchy')","(0.618156713656782, 'URL')","(0.6465479970555317, 'ExportCodebook')","(0.6472947295862983, 'TXT')","(0.6473568224635654, 'HTML')","(0.6505843931042493, 'Export')","(0.6552354074268811, 'Assessing')","(0.6570159926084468, 'TextSummary')","(0.6571217959398251, 'PDF')","(0.6585600532822846, 'Canvas')","(0.6614261065357239, 'Remote')","(0.6615124838676558, 'LastAnnotation')","(0.6617973697997785, 'SentimentAnalysis')","(0.6631372923471017, 'Dropbox')","(0.6644705179576781, 'AnnotationList')","(0.6651366246259478, 'Autocomplete')","(0.6652593379544247, 'MoodleComment')","(0.6673068171192849, 'Categorize')","(0.669499013752143, 'Hypothesis')","(0.669821944762836, 'DOI')","(0.6719569885792134, 'JSON')","(0.672608465198605, 'DeleteAll')","(0.6735459069473431, 'URN')","(0.6738619217430506, 'Neo4J')","(0.6742024131168376, 'ImportCodebook')","(0.6743008934653455, 'ScienceDirect')","(0.6746093902005563, 'Codebook')","(0.674676127001864, 'Selector')","(0.674845834039741, 'MoodleReport')","(0.6750551809932599, 'ImportAnnotations')","(0.6753076128521092, 'Commenting')","(0.6755319282472225, 'Update')","(0.6764109128227066, 'Create')","(0.6765342149859508, 'Delete')","(0.6769028126823691, 'SidebarNavigation')","(0.6769296728905132, 'SuggestedLiterature')","(0.6769999129267601, 'MoodleConsumer')","(0.6782865372445886, 'PreviousAssignments')","(0.6783217753276164, 'Classifying')","(0.6788429693872307, 'Manual')","(0.6792167612592176, 'ACM')","(0.6793169598297409, 'Replying')","(0.6797157550943482, 'BuiltIn')","(0.6804838196027163, 'Springer')","(0.6805322288131963, 'AnnotatedPDF')","(0.6811069388285022, 'BrowserStorage')","(0.6814855932269781, 'Multivalued')","(0.6819987124948975, 'UserFilter')","(0.6825288124922573, 'CodebookDelete')","(0.68262941250712, 'AnnotationServer')","(0.6834178190771356, 'GoogleSheetConsumer')","(0.6836793053697887, 'GoogleSheetProvider')","(0.6837723883506434, 'MoodleResource')","(0.6837859195541202, 'CodebookUpdate')","(0.6848042917821232, 'RenameCodebook')","(0.6857155085401125, 'ApplicationBased')","(0.6876702385846019, 'MoodleProvider')","(1, 'Number')"
AnnotatedPDF,"(0.003976060695840504, 'LastAnnotation')","(0.027327874352698196, 'Canvas')","(0.15722308262212248, 'AnnotationList')","(0.1628478277384109, 'TextSummary')","(0.3783591026956522, 'JSON')","(0.433719071518977, 'DeleteAll')","(0.4665225903831692, 'Dropbox')","(0.49309779914372004, 'MoodleReport')","(0.5214498726102214, 'ImportAnnotations')","(0.5520167416840728, 'SentimentAnalysis')","(0.6307013580329188, 'GoogleSheetConsumer')","(0.6739521617239794, 'URL')","(0.6751127703118489, 'Alphabetical')","(0.6803250749392369, 'Date')","(0.6805322288131963, 'Number')","(0.6818039378842271, 'HTML')","(0.6830476957938945, 'Export')","(0.6835986567205482, 'Assessing')","(0.6840177825554705, 'PDF')","(0.6841127765750686, 'TXT')","(0.6858130999104161, 'MoodleComment')","(0.6862076716521837, 'Remote')","(0.6862697898178367, 'Categorize')","(0.6877153634706863, 'URN')","(0.6877534171154425, 'Autocomplete')","(0.688149316511012, 'Commenting')","(0.688205777887337, 'Update')","(0.688392358547346, 'DOI')","(0.6884300534963245, 'Create')","(0.6884619253247946, 'Delete')","(0.688583283869473, 'MoodleConsumer')","(0.688878378495009, 'SuggestedLiterature')","(0.688994843264302, 'Neo4J')","(0.6890345857567337, 'ScienceDirect')","(0.6891661946273827, 'Selector')","(0.6891857107185841, 'ACM')","(0.6895527396455772, 'Springer')","(0.6897359496401836, 'Hypothesis')","(0.6897421457123907, 'Classifying')","(0.6898256537708143, 'SidebarNavigation')","(0.6898969709774398, 'Codebook')","(0.6899331956540267, 'Replying')","(0.6900127662023403, 'ImportCodebook')","(0.6900202095502418, 'UserFilter')","(0.6901625199541213, 'PreviousAssignments')","(0.6902971420779873, 'BrowserStorage')","(0.690380850134698, 'ExportCodebook')","(0.690620252202535, 'MoodleResource')","(0.6906214779152514, 'Multivalued')","(0.6908138326765487, 'BuiltIn')","(0.6908156635770781, 'CodebookDelete')","(0.6909828919156085, 'Manual')","(0.6910046039846839, 'RenameCodebook')","(0.6911068695859368, 'Hierarchy')","(0.6911643664639848, 'AnnotationServer')","(0.6913729870556445, 'ApplicationBased')","(0.6916052527595258, 'GoogleSheetProvider')","(0.6916693793268895, 'CodebookUpdate')","(0.6923058217975984, 'MoodleProvider')","(1, 'AnnotatedPDF')"
SentimentAnalysis,"(0.15908065917297387, 'Assessing')","(0.16116607150762027, 'Categorize')","(0.16363716937862638, 'Commenting')","(0.16692786573546303, 'SuggestedLiterature')","(0.19583820204451435, 'Replying')","(0.2169729661128615, 'Selector')","(0.23984866335618457, 'AnnotationList')","(0.31852238254525506, 'MoodleConsumer')","(0.3247054688580341, 'MoodleProvider')","(0.3273157123120499, 'Classifying')","(0.3720286829221672, 'Autocomplete')","(0.4164417336814904, 'TXT')","(0.4714828986121864, 'Neo4J')","(0.5346304376701323, 'Dropbox')","(0.5418000026147305, 'LastAnnotation')","(0.5433415536364579, 'Canvas')","(0.5439311264868153, 'Hypothesis')","(0.5475081116446048, 'SidebarNavigation')","(0.5520167416840728, 'AnnotatedPDF')","(0.5596616777404485, 'TextSummary')","(0.5958867173266377, 'JSON')","(0.6067858502879698, 'DeleteAll')","(0.619742689492544, 'MoodleReport')","(0.6259974942538615, 'ImportAnnotations')","(0.6446481664250103, 'URL')","(0.64739564420241, 'Alphabetical')","(0.6609639062389282, 'GoogleSheetConsumer')","(0.6610085311391992, 'Date')","(0.6617973697997785, 'Number')","(0.6652469234559111, 'HTML')","(0.6684204732103018, 'Export')","(0.6713389364564537, 'PDF')","(0.6762982323916176, 'MoodleComment')","(0.6767239896965216, 'Remote')","(0.6814058273196524, 'URN')","(0.6822118984325634, 'DOI')","(0.6826637978867525, 'Update')","(0.6832272846442589, 'Create')","(0.6833067009842211, 'Delete')","(0.6840605988671642, 'ScienceDirect')","(0.6850606695516608, 'ACM')","(0.6855157212912851, 'Codebook')","(0.6856295595301953, 'ImportCodebook')","(0.6859095523163481, 'Springer')","(0.6865428206054713, 'PreviousAssignments')","(0.6865930446756705, 'ExportCodebook')","(0.6869457411173414, 'UserFilter')","(0.687230865938239, 'BrowserStorage')","(0.6877314405459154, 'BuiltIn')","(0.6877484035740222, 'Manual')","(0.6877932013470223, 'Multivalued')","(0.6879926881251073, 'Hierarchy')","(0.6881946127473095, 'MoodleResource')","(0.6882473838887202, 'CodebookDelete')","(0.6887596553237327, 'AnnotationServer')","(0.6889428509274915, 'RenameCodebook')","(0.6895166986096414, 'GoogleSheetProvider')","(0.6896152477845228, 'CodebookUpdate')","(0.6896198337398294, 'ApplicationBased')","(1, 'SentimentAnalysis')"
Create,"(1.8779355489543754e-07, 'Delete')","(9.413047248863214e-06, 'Update')","(0.0004257975128334074, 'UserFilter')","(0.17412759713340423, 'DeleteAll')","(0.49570357015002764, 'Replying')","(0.5050000832367214, 'Selector')","(0.5516992826800796, 'Remote')","(0.5554123010481485, 'Autocomplete')","(0.5578207934973713, 'SidebarNavigation')","(0.6332911663967161, 'CodebookDelete')","(0.6463994989104911, 'Hierarchy')","(0.6686398993761309, 'URL')","(0.6698760794998893, 'Alphabetical')","(0.6760437210946548, 'Date')","(0.6764109128227066, 'Number')","(0.6779929632270195, 'HTML')","(0.6794639011335865, 'Export')","(0.6802886041022497, 'Assessing')","(0.680444903589634, 'TXT')","(0.6808364660610178, 'PDF')","(0.6816569093849137, 'Canvas')","(0.6817881455769483, 'Hypothesis')","(0.6821200589010747, 'LastAnnotation')","(0.6823917475036032, 'TextSummary')","(0.6832272846442589, 'SentimentAnalysis')","(0.683236148410769, 'MoodleComment')","(0.6835974133336677, 'AnnotationList')","(0.6838596915356148, 'Categorize')","(0.6846609782902665, 'Dropbox')","(0.6858597445552512, 'URN')","(0.6860291274441348, 'JSON')","(0.6864645472911065, 'Commenting')","(0.6865139538327127, 'DOI')","(0.6870691606519224, 'MoodleConsumer')","(0.6874226348033545, 'SuggestedLiterature')","(0.6874443613496175, 'Neo4J')","(0.6875093920323296, 'ScienceDirect')","(0.6878935368555887, 'ImportAnnotations')","(0.687904989829704, 'ACM')","(0.6879297147228158, 'MoodleReport')","(0.6884102866875442, 'Springer')","(0.6884300534963245, 'AnnotatedPDF')","(0.6885515914325252, 'Classifying')","(0.6885618914061915, 'Codebook')","(0.6886851485639977, 'ImportCodebook')","(0.6890445658232573, 'PreviousAssignments')","(0.6892263940169854, 'ExportCodebook')","(0.6893353240857094, 'BrowserStorage')","(0.6897416771552058, 'Multivalued')","(0.6898494218104065, 'MoodleResource')","(0.6898744767908438, 'BuiltIn')","(0.6900056270907498, 'Manual')","(0.6903517674302271, 'RenameCodebook')","(0.6904278080842161, 'AnnotationServer')","(0.6904974811365011, 'GoogleSheetConsumer')","(0.6908230052267871, 'ApplicationBased')","(0.6909757786589898, 'GoogleSheetProvider')","(0.6910522873939324, 'CodebookUpdate')","(0.6919604176454, 'MoodleProvider')","(1, 'Create')"
GoogleSheetConsumer,"(0.04198402719835846, 'GoogleSheetProvider')","(0.623578221619232, 'Hierarchy')","(0.6253395110361295, 'DOI')","(0.628527743756762, 'LastAnnotation')","(0.6293209186252758, 'Canvas')","(0.6307013580329188, 'AnnotatedPDF')","(0.6354696977037939, 'AnnotationList')","(0.635505133478516, 'TextSummary')","(0.6450688256171814, 'Hypothesis')","(0.64766930470809, 'JSON')","(0.6517668174294663, 'DeleteAll')","(0.6536599298549401, 'Dropbox')","(0.6566697804132369, 'MoodleReport')","(0.6592358736862282, 'ImportAnnotations')","(0.6609639062389282, 'SentimentAnalysis')","(0.6759558427878425, 'URL')","(0.6774565551930811, 'Alphabetical')","(0.6833702622323257, 'Date')","(0.6834178190771356, 'Number')","(0.6847596409198198, 'HTML')","(0.686192900516168, 'Export')","(0.6865545108589561, 'Assessing')","(0.686953124293125, 'PDF')","(0.6878523726917016, 'TXT')","(0.6885509554947669, 'MoodleComment')","(0.6889253742806426, 'Categorize')","(0.6892519942186861, 'Remote')","(0.690014348838826, 'URN')","(0.6903119938105666, 'Commenting')","(0.6903497390456935, 'Update')","(0.6904920886520629, 'Autocomplete')","(0.6904974811365011, 'Create')","(0.6905181960061322, 'Delete')","(0.6905964423848621, 'MoodleConsumer')","(0.6908488138909017, 'SuggestedLiterature')","(0.6909706979958743, 'ACM')","(0.6910579648367525, 'Neo4J')","(0.6910720773074894, 'ScienceDirect')","(0.6911511251584037, 'Selector')","(0.6911880869711811, 'Springer')","(0.6914025852513705, 'Classifying')","(0.6914551590407259, 'UserFilter')","(0.6914984260656682, 'Replying')","(0.6915211198972687, 'SidebarNavigation')","(0.691652993514358, 'Codebook')","(0.6916804431376296, 'BrowserStorage')","(0.6916959660064705, 'PreviousAssignments')","(0.6917355825823971, 'ImportCodebook')","(0.6917862265167314, 'MoodleResource')","(0.6918710462658151, 'Multivalued')","(0.6918945432026748, 'ExportCodebook')","(0.6919632509893233, 'CodebookDelete')","(0.6919949344006019, 'RenameCodebook')","(0.6920608165919555, 'BuiltIn')","(0.6921741612715806, 'AnnotationServer')","(0.6921959326435386, 'ApplicationBased')","(0.692218097316083, 'Manual')","(0.6924618409497214, 'CodebookUpdate')","(0.6927412291573906, 'MoodleProvider')","(1, 'GoogleSheetConsumer')"
CodebookUpdate,"(0.05975138701084155, 'Multivalued')","(0.0627746780978223, 'Hierarchy')","(0.09336729631082069, 'SidebarNavigation')","(0.1627948351308204, 'Date')","(0.21839602143780096, 'Classifying')","(0.27681016025113636, 'Codebook')","(0.30047305704529387, 'Export')","(0.32682015228696004, 'Autocomplete')","(0.3690531666142224, 'MoodleReport')","(0.4093728017940794, 'ImportCodebook')","(0.4119632389637363, 'ExportCodebook')","(0.43672838508309214, 'Remote')","(0.4836510885750318, 'ImportAnnotations')","(0.5271313321023631, 'RenameCodebook')","(0.5282656953676756, 'CodebookDelete')","(0.530571639697718, 'BuiltIn')","(0.533946998050628, 'Manual')","(0.5356208887574907, 'Selector')","(0.5902413036775997, 'DeleteAll')","(0.629279862708009, 'TXT')","(0.6318629583896214, 'Neo4J')","(0.6683533628613534, 'PreviousAssignments')","(0.6755604266091293, 'URL')","(0.6772588779646549, 'Alphabetical')","(0.6837859195541202, 'Number')","(0.685227472388271, 'HTML')","(0.6871254970714672, 'Assessing')","(0.6875409489358484, 'PDF')","(0.6883496485832539, 'Canvas')","(0.6884533838280895, 'LastAnnotation')","(0.6891748905388335, 'MoodleComment')","(0.689421072958843, 'TextSummary')","(0.689548307893753, 'Categorize')","(0.6896152477845228, 'SentimentAnalysis')","(0.6896379188335326, 'AnnotationList')","(0.6906038203658686, 'URN')","(0.6907274802187338, 'Dropbox')","(0.6908750616804054, 'JSON')","(0.6908819091836611, 'Commenting')","(0.6909167725721304, 'Update')","(0.6910522873939324, 'Create')","(0.6910711627460595, 'Delete')","(0.6911421705229994, 'MoodleConsumer')","(0.6913855156714663, 'SuggestedLiterature')","(0.6914213408510328, 'DOI')","(0.6914748881527524, 'ACM')","(0.6916132239353676, 'ScienceDirect')","(0.6916622427620542, 'Springer')","(0.6916693793268895, 'AnnotatedPDF')","(0.6918855999299793, 'UserFilter')","(0.691945163905757, 'Replying')","(0.6920862593392251, 'BrowserStorage')","(0.6921509664070843, 'MoodleResource')","(0.6922779318344947, 'Hypothesis')","(0.6924614590421748, 'ApplicationBased')","(0.6924618409497214, 'GoogleSheetConsumer')","(0.6924657170355173, 'AnnotationServer')","(0.6926466205440241, 'GoogleSheetProvider')","(0.6928586057024335, 'MoodleProvider')","(1, 'CodebookUpdate')"
