QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
AnnotationServer,"(0.16632679595960218, 'BrowserStorage')","(0.24703090165483038, 'WebAnnotationClient')","(0.40570530536179217, 'ScienceDirect')","(0.5329295391035821, 'GoogleSheetProvider')","(0.5866914576549476, 'Hosting')","(0.5914426196793362, 'Multivalued')","(0.6394828969376847, 'ACM')","(0.6394828969376847, 'Alphabetical')","(0.6394828969376847, 'AnnotatedPDF')","(0.6736793191094028, 'URL')","(0.6784326201614519, 'MoodleResourceBased')","(0.6810764513937764, 'Number')","(0.6838786476073486, 'Date')","(0.6850872913796712, 'HTML')","(0.6856810922518181, 'Export')","(0.686392135277299, 'PDF')","(0.6872741836776819, 'Canvas')","(0.6875553461526882, 'TXT')","(0.6876590520093772, 'LastAnnotation')","(0.68815358898311, 'SentimentAnalysis')","(0.6882184211218676, 'Assessing')","(0.6883710322230512, 'AnnotationList')","(0.6887871899290849, 'TextSummary')","(0.6888878432640844, 'MoodleComment')","(0.6889017588963643, 'Categorize')","(0.6889106039992693, 'URN')","(0.6892393935947676, 'JSON')","(0.689527812951962, 'Remote')","(0.6895613493784258, 'Dropbox')","(0.6898732440200569, 'Commenting')","(0.690210626828495, 'Autocomplete')","(0.690242665605787, 'MoodleConsumer')","(0.6902886412175587, 'Neo4J')","(0.6903260477993707, 'DOI')","(0.6904743892790619, 'SuggestedLiterature')","(0.6905273380505172, 'Springer')","(0.6906482007171606, 'Update')","(0.6906567660960272, 'Delete')","(0.6906652368707716, 'Create')","(0.6907320152150083, 'DeleteAll')","(0.6907654086589001, 'ImportAnnotations')","(0.6907738110843158, 'Selector')","(0.6908807418061443, 'PreviousAssignments')","(0.6909725500692352, 'MoodleReport')","(0.6910541829474061, 'Replying')","(0.6911189614861181, 'Classifying')","(0.691245172456475, 'MoodleResource')","(0.6913838540122701, 'SidebarNavigation')","(0.6913968036343443, 'UserFilter')","(0.6914058152927484, 'ImportCodebook')","(0.691597830991044, 'Codebook')","(0.6916436006268719, 'GoogleSheetConsumer')","(0.6916463698467541, 'CodebookDelete')","(0.6916972178551819, 'ExportCodebook')","(0.6917301284860105, 'BuiltIn')","(0.691767041014911, 'RenameCodebook')","(0.6918822728328469, 'Hypothesis')","(0.6920391710014026, 'ApplicationBased')","(0.6920561485924024, 'Hierarchy')","(0.6920603681065647, 'Manual')","(0.6923705912514488, 'CodebookUpdate')","(0.6925523448514306, 'MoodleProvider')","(1, 'AnnotationServer')"
Hierarchy,"(0.04558962373891971, 'Export')","(0.04938727608443408, 'CodebookUpdate')","(0.050797917831382766, 'Date')","(0.0606458868695257, 'Number')","(0.06123042969891117, 'Multivalued')","(0.12076005783827919, 'Classifying')","(0.1432910855996236, 'SidebarNavigation')","(0.1606970950317877, 'Autocomplete')","(0.2378760608644726, 'ImportAnnotations')","(0.2408380285572413, 'Codebook')","(0.32281971675805693, 'MoodleReport')","(0.35046630321737005, 'Selector')","(0.37249349029866596, 'ImportCodebook')","(0.4189652096832298, 'Replying')","(0.42474123403794306, 'ExportCodebook')","(0.4568659545164846, 'BuiltIn')","(0.582392822779361, 'ACM')","(0.582392822779361, 'Alphabetical')","(0.582392822779361, 'AnnotatedPDF')","(0.5846451324013575, 'Commenting')","(0.6001067845050357, 'AnnotationList')","(0.6084098639388982, 'LastAnnotation')","(0.6096774964406275, 'MoodleProvider')","(0.6119592805257507, 'Assessing')","(0.6152608863064238, 'SentimentAnalysis')","(0.6170208064270196, 'Categorize')","(0.6176928600719771, 'SuggestedLiterature')","(0.6244499710979896, 'JSON')","(0.6325236815603057, 'DeleteAll')","(0.6361751072542846, 'Update')","(0.6361893032914242, 'Delete')","(0.636203322594465, 'Create')","(0.6364884107877518, 'Neo4J')","(0.6373270117372158, 'UserFilter')","(0.6377486363844389, 'TXT')","(0.6401966087116352, 'PDF')","(0.6421446012314023, 'MoodleResourceBased')","(0.6432674420456743, 'Remote')","(0.6448095131685401, 'CodebookDelete')","(0.6493636259633653, 'URL')","(0.6532357619178569, 'Canvas')","(0.6655650426480995, 'MoodleResource')","(0.6658984910150678, 'RenameCodebook')","(0.6663713727078935, 'WebAnnotationClient')","(0.6674650669005117, 'GoogleSheetProvider')","(0.6688255069895792, 'Manual')","(0.6700112652451324, 'BrowserStorage')","(0.6761926764807888, 'HTML')","(0.6853826861615323, 'TextSummary')","(0.6856262438867564, 'MoodleComment')","(0.6858143400278844, 'URN')","(0.6874876591669935, 'Dropbox')","(0.6887636025502312, 'MoodleConsumer')","(0.6891986424163259, 'DOI')","(0.6893698553098945, 'Springer')","(0.6894790064746047, 'ScienceDirect')","(0.690421408195747, 'PreviousAssignments')","(0.6910124540024221, 'Hosting')","(0.6914199565799442, 'GoogleSheetConsumer')","(0.6917724829338552, 'Hypothesis')","(0.691986502648507, 'ApplicationBased')","(0.6920561485924024, 'AnnotationServer')","(1, 'Hierarchy')"
MoodleReport,"(0.16897026177350888, 'MoodleComment')","(0.16970337830650545, 'MoodleConsumer')","(0.17647335641056816, 'MoodleResource')","(0.23709021059854207, 'Multivalued')","(0.26666351809473543, 'SidebarNavigation')","(0.2815929475677694, 'Classifying')","(0.301598194886131, 'Autocomplete')","(0.3108693007156116, 'MoodleResourceBased')","(0.32281971675805693, 'Hierarchy')","(0.33876106549221385, 'Selector')","(0.35985809458286333, 'Number')","(0.3608357952777893, 'Date')","(0.36198367867907105, 'Export')","(0.36776572346847125, 'Replying')","(0.36931849401183925, 'ImportAnnotations')","(0.38121008890312985, 'CodebookUpdate')","(0.44798642143678435, 'Codebook')","(0.4750774689828887, 'Commenting')","(0.492217853448432, 'ImportCodebook')","(0.5044323516574234, 'PreviousAssignments')","(0.5169880093250163, 'AnnotationList')","(0.5177325907427391, 'BuiltIn')","(0.5348559519995795, 'LastAnnotation')","(0.5354276381523193, 'Assessing')","(0.5417062710857864, 'ExportCodebook')","(0.5432722009116737, 'SentimentAnalysis')","(0.5444570215010536, 'SuggestedLiterature')","(0.5455715316856559, 'Categorize')","(0.5511689725517817, 'ACM')","(0.5511689725517817, 'Alphabetical')","(0.5511689725517817, 'AnnotatedPDF')","(0.555318365968215, 'Update')","(0.5553396085503097, 'Delete')","(0.5553606199913284, 'Create')","(0.5571710838382198, 'UserFilter')","(0.5605752658368235, 'JSON')","(0.5668025838647948, 'DeleteAll')","(0.5804271645794937, 'Remote')","(0.5969191776161512, 'TXT')","(0.6043960642637685, 'PDF')","(0.6172184693720582, 'Canvas')","(0.6250666947962781, 'Neo4J')","(0.6373770818728315, 'URL')","(0.6502418464039346, 'CodebookDelete')","(0.6503738261185306, 'BrowserStorage')","(0.6579041991735071, 'WebAnnotationClient')","(0.6698455700898129, 'HTML')","(0.6713331895679227, 'GoogleSheetProvider')","(0.681131247539724, 'TextSummary')","(0.6814842455972787, 'URN')","(0.6834840254508261, 'Dropbox')","(0.685857867977651, 'DOI')","(0.6862686707427439, 'ScienceDirect')","(0.6865474566534066, 'Springer')","(0.6889347947215834, 'Hosting')","(0.6898266857259887, 'GoogleSheetConsumer')","(0.6901564643987678, 'RenameCodebook')","(0.6904548737731422, 'Hypothesis')","(0.6906947795222897, 'Manual')","(0.69084473800165, 'ApplicationBased')","(0.6909725500692352, 'AnnotationServer')","(0.6919618072395467, 'MoodleProvider')","(1, 'MoodleReport')"
MoodleResource,"(0.08112650833164722, 'MoodleConsumer')","(0.08201659032498611, 'MoodleComment')","(0.17647335641056816, 'MoodleReport')","(0.2701076875563405, 'MoodleResourceBased')","(0.44541126391002384, 'BuiltIn')","(0.4718541180046432, 'ApplicationBased')","(0.4772291068829484, 'DeleteAll')","(0.48554660796909177, 'PreviousAssignments')","(0.5163099576698565, 'Codebook')","(0.5175150008133963, 'ImportCodebook')","(0.5272112190608527, 'BrowserStorage')","(0.530548465828719, 'Selector')","(0.5461573019659669, 'Manual')","(0.5595368765049376, 'Update')","(0.55955290942706, 'Delete')","(0.5595687749449735, 'Create')","(0.5609662988192402, 'UserFilter')","(0.5678861028838227, 'PDF')","(0.5699151515814098, 'Multivalued')","(0.581359946893607, 'ACM')","(0.581359946893607, 'Alphabetical')","(0.581359946893607, 'AnnotatedPDF')","(0.5830029174354296, 'CodebookDelete')","(0.5844813045455637, 'Remote')","(0.586968126717125, 'GoogleSheetProvider')","(0.5974801781361381, 'ImportAnnotations')","(0.6024060033177554, 'JSON')","(0.6041964798874719, 'Replying')","(0.6079089392794624, 'SidebarNavigation')","(0.6163591372738901, 'Commenting')","(0.6171806392116519, 'LastAnnotation')","(0.6215575788165062, 'Canvas')","(0.6252059882281131, 'Autocomplete')","(0.6363144485056069, 'AnnotationList')","(0.6492737715107049, 'URL')","(0.6512239150734764, 'Classifying')","(0.665272531650883, 'WebAnnotationClient')","(0.6654224306912202, 'Number')","(0.6655650426480995, 'Hierarchy')","(0.6717721858164716, 'Date')","(0.6745624956490772, 'HTML')","(0.675946467908584, 'Export')","(0.6803239849399865, 'TXT')","(0.6817892471952176, 'SentimentAnalysis')","(0.6819733927499351, 'Assessing')","(0.683352359611028, 'TextSummary')","(0.6835826048130276, 'Categorize')","(0.6836248002443788, 'URN')","(0.6851908217709048, 'Dropbox')","(0.6869530066345215, 'Neo4J')","(0.6870686635763472, 'DOI')","(0.6873961909678465, 'ScienceDirect')","(0.6874643565375749, 'SuggestedLiterature')","(0.6876199794727562, 'Springer')","(0.6895483562149627, 'Hosting')","(0.6902795593584348, 'GoogleSheetConsumer')","(0.6903065462015794, 'ExportCodebook')","(0.6905546054615035, 'RenameCodebook')","(0.6908053418490518, 'Hypothesis')","(0.691245172456475, 'AnnotationServer')","(0.6917051512500849, 'CodebookUpdate')","(0.6921079714735927, 'MoodleProvider')","(1, 'MoodleResource')"
Selector,"(0.05561600654936393, 'Replying')","(0.09200227695915617, 'SidebarNavigation')","(0.11419676620733643, 'Commenting')","(0.1303439420369949, 'Autocomplete')","(0.19437811329203492, 'Classifying')","(0.20807563025667675, 'Assessing')","(0.22984412420593675, 'SuggestedLiterature')","(0.24802325223175395, 'SentimentAnalysis')","(0.25190094688066544, 'Categorize')","(0.2647513917707393, 'AnnotationList')","(0.27120508982479685, 'Multivalued')","(0.3219703804841917, 'ImportAnnotations')","(0.33876106549221385, 'MoodleReport')","(0.35046630321737005, 'Hierarchy')","(0.3551135872103489, 'DeleteAll')","(0.3704188742954777, 'BuiltIn')","(0.37286925174884733, 'LastAnnotation')","(0.3729249798480131, 'Codebook')","(0.3933348509760469, 'Update')","(0.39335427953483376, 'Delete')","(0.39337351230221096, 'Create')","(0.3950858627871697, 'UserFilter')","(0.40263654323285325, 'ImportCodebook')","(0.42366004077332575, 'Number')","(0.4267488345478425, 'Date')","(0.42915969368481327, 'Export')","(0.431329854914455, 'PDF')","(0.44875165672362094, 'JSON')","(0.4492110734635688, 'CodebookUpdate')","(0.4702052297199019, 'Remote')","(0.4809396924975421, 'TXT')","(0.530548465828719, 'MoodleResource')","(0.5362893202511951, 'BrowserStorage')","(0.5390698356211585, 'ApplicationBased')","(0.5427529578504094, 'ACM')","(0.5427529578504094, 'Alphabetical')","(0.5427529578504094, 'AnnotatedPDF')","(0.5556942194036072, 'Neo4J')","(0.5662708079401988, 'ExportCodebook')","(0.5707358262838165, 'Canvas')","(0.5733437248952526, 'CodebookDelete')","(0.5851030376390387, 'Manual')","(0.5942094067433243, 'GoogleSheetProvider')","(0.6338920492189197, 'URL')","(0.6477050482454119, 'MoodleResourceBased')","(0.6554722474983283, 'WebAnnotationClient')","(0.6681031961365701, 'HTML')","(0.6801038905103478, 'TextSummary')","(0.6804400490029769, 'MoodleComment')","(0.6804432961955825, 'URN')","(0.6825574284236796, 'Dropbox')","(0.684998904966019, 'MoodleConsumer')","(0.6851267104527241, 'DOI')","(0.6855734224840361, 'ScienceDirect')","(0.6859548967942826, 'Springer')","(0.686879423444007, 'PreviousAssignments')","(0.6885255559614987, 'Hosting')","(0.6895310663434108, 'GoogleSheetConsumer')","(0.6898897719497485, 'RenameCodebook')","(0.6902137308808669, 'Hypothesis')","(0.6907738110843158, 'AnnotationServer')","(0.6918336196305391, 'MoodleProvider')","(1, 'Selector')"
DOI,"(0.037348458665536904, 'Dropbox')","(0.07375911756946585, 'URN')","(0.1431620376841599, 'TXT')","(0.1684032953479209, 'Neo4J')","(0.19085679900446872, 'PDF')","(0.1968962792381474, 'ScienceDirect')","(0.21522205391327198, 'TextSummary')","(0.2174415757369066, 'Springer')","(0.22962375646959793, 'Hosting')","(0.23794745396669845, 'Canvas')","(0.2849536044378038, 'LastAnnotation')","(0.29339837271570063, 'PreviousAssignments')","(0.2994789155372698, 'HTML')","(0.30809256831462717, 'Hypothesis')","(0.3616479307888478, 'AnnotationList')","(0.3850203935168585, 'Remote')","(0.4369783019581527, 'URL')","(0.4578288836204931, 'GoogleSheetConsumer')","(0.4792927098160091, 'GoogleSheetProvider')","(0.485349290800557, 'SentimentAnalysis')","(0.4889807414125139, 'WebAnnotationClient')","(0.5198416649198158, 'DeleteAll')","(0.5236502390721349, 'Categorize')","(0.5245187384551194, 'BrowserStorage')","(0.5558441934676494, 'Manual')","(0.5580358376937573, 'ACM')","(0.5580358376937573, 'Alphabetical')","(0.5580358376937573, 'AnnotatedPDF')","(0.5937566108472349, 'Autocomplete')","(0.6056380017024512, 'Replying')","(0.648972465625173, 'MoodleResourceBased')","(0.6562023935545994, 'Number')","(0.6639322346997595, 'Date')","(0.6691426889079455, 'Export')","(0.6769944043231244, 'Assessing')","(0.6792144586232982, 'MoodleComment')","(0.6799662468598601, 'JSON')","(0.6823856505178814, 'Commenting')","(0.683953809653466, 'MoodleConsumer')","(0.6845639054242115, 'SuggestedLiterature')","(0.6851267104527241, 'Selector')","(0.6853152318871121, 'ImportAnnotations')","(0.6854244159763058, 'Update')","(0.6854555498717224, 'Delete')","(0.6854863391720609, 'Create')","(0.685857867977651, 'MoodleReport')","(0.6864832024574627, 'Classifying')","(0.6870529705415033, 'ImportCodebook')","(0.6870686635763472, 'MoodleResource')","(0.6873015360119208, 'Multivalued')","(0.6874798158511544, 'SidebarNavigation')","(0.6881047007864557, 'UserFilter')","(0.6882340314857722, 'BuiltIn')","(0.6884394849621134, 'CodebookDelete')","(0.6884702356614412, 'Codebook')","(0.6885584566322349, 'ExportCodebook')","(0.6891986424163259, 'Hierarchy')","(0.6893408703356034, 'RenameCodebook')","(0.6901726896725096, 'ApplicationBased')","(0.6903260477993707, 'AnnotationServer')","(0.6907213173435801, 'CodebookUpdate')","(0.6914930089016454, 'MoodleProvider')","(1, 'DOI')"
Categorize,"(0.024364080532549036, 'SentimentAnalysis')","(0.048059733490745514, 'SuggestedLiterature')","(0.06987605369313427, 'Assessing')","(0.10718529853028765, 'AnnotationList')","(0.12090920880775213, 'Commenting')","(0.2199787471641269, 'Replying')","(0.25190094688066544, 'Selector')","(0.26733733997031606, 'TXT')","(0.27471255174629716, 'LastAnnotation')","(0.3015164830659572, 'Autocomplete')","(0.3192894801408806, 'Classifying')","(0.3615994657945035, 'PDF')","(0.39531210370050673, 'SidebarNavigation')","(0.4162471249437834, 'Neo4J')","(0.4531819378653148, 'PreviousAssignments')","(0.4777892881309813, 'TextSummary')","(0.4793399153537157, 'Canvas')","(0.4827611342388076, 'JSON')","(0.48486824460519895, 'Springer')","(0.4909834865913547, 'Hosting')","(0.49371169610427584, 'URN')","(0.5159319455873368, 'Dropbox')","(0.5160738588843612, 'ScienceDirect')","(0.5236502390721349, 'DOI')","(0.5455715316856559, 'MoodleReport')","(0.5464933852590791, 'ACM')","(0.5464933852590791, 'Alphabetical')","(0.5464933852590791, 'AnnotatedPDF')","(0.582392556502902, 'Multivalued')","(0.5895798308225396, 'DeleteAll')","(0.5930618383061691, 'BrowserStorage')","(0.5995992383088676, 'ImportAnnotations')","(0.6098538760662103, 'Manual')","(0.6170208064270196, 'Hierarchy')","(0.6189379504478676, 'ImportCodebook')","(0.6232294064957622, 'URL')","(0.6356384432915605, 'MoodleResourceBased')","(0.6433377140307965, 'WebAnnotationClient')","(0.6442363580250342, 'Number')","(0.6476661853082468, 'ExportCodebook')","(0.6533603811840627, 'Date')","(0.657633611745003, 'HTML')","(0.6598315837777908, 'Export')","(0.6652474463820903, 'BuiltIn')","(0.6733102727065807, 'MoodleComment')","(0.6755481611505633, 'Remote')","(0.6800649212559988, 'MoodleConsumer')","(0.6821696681218123, 'Update')","(0.6822140593013895, 'Delete')","(0.6822579495143373, 'Create')","(0.6835826048130276, 'MoodleResource')","(0.6855207329067179, 'CodebookDelete')","(0.6858652211138441, 'Codebook')","(0.6858844095855698, 'GoogleSheetProvider')","(0.6859349164680358, 'UserFilter')","(0.6870726153377071, 'GoogleSheetConsumer')","(0.6876099263108526, 'RenameCodebook')","(0.6880892155807987, 'Hypothesis')","(0.6887036289932347, 'ApplicationBased')","(0.6888838849195922, 'CodebookUpdate')","(0.6889017588963643, 'AnnotationServer')","(0.690365733662178, 'MoodleProvider')","(1, 'Categorize')"
ExportCodebook,"(0.0859424619665029, 'RenameCodebook')","(0.12089747128329072, 'CodebookDelete')","(0.183742110980878, 'ImportCodebook')","(0.2303949419623248, 'Manual')","(0.2999047672467545, 'MoodleResourceBased')","(0.3139725995482832, 'CodebookUpdate')","(0.42474123403794306, 'Hierarchy')","(0.4344829116718503, 'Number')","(0.43488188457298954, 'Date')","(0.4354575898474434, 'Export')","(0.4407754970502402, 'ImportAnnotations')","(0.45733765663502907, 'Classifying')","(0.4614371280094902, 'Multivalued')","(0.4936198017918932, 'SidebarNavigation')","(0.49626738264478315, 'Codebook')","(0.49906242146644264, 'Neo4J')","(0.5090223981120237, 'Autocomplete')","(0.5288044183640881, 'BuiltIn')","(0.5417062710857864, 'MoodleReport')","(0.5662708079401988, 'Selector')","(0.5873998494712904, 'ACM')","(0.5873998494712904, 'Alphabetical')","(0.5873998494712904, 'AnnotatedPDF')","(0.5964106748968022, 'Replying')","(0.5982744125590731, 'JSON')","(0.6125171460986739, 'PreviousAssignments')","(0.644106084366236, 'SuggestedLiterature')","(0.6476661853082468, 'Categorize')","(0.652565539368483, 'DeleteAll')","(0.653310972047399, 'URL')","(0.668661275346478, 'WebAnnotationClient')","(0.6739174253631504, 'GoogleSheetProvider')","(0.6773195515154626, 'HTML')","(0.6802520547162113, 'PDF')","(0.682074580156381, 'Canvas')","(0.6827247563263217, 'TXT')","(0.6829469481994048, 'LastAnnotation')","(0.6839692618116063, 'SentimentAnalysis')","(0.6840649946349675, 'Assessing')","(0.684475329927507, 'AnnotationList')","(0.6852780950854638, 'TextSummary')","(0.6854916551938098, 'MoodleComment')","(0.685585335403416, 'URN')","(0.6868854603493855, 'Remote')","(0.6869963924535258, 'Dropbox')","(0.6875962622531595, 'Commenting')","(0.6883068149630807, 'MoodleConsumer')","(0.6885584566322349, 'DOI')","(0.688823644367663, 'ScienceDirect')","(0.6888758688875937, 'Springer')","(0.6891138685974397, 'Update')","(0.6891306450945461, 'Delete')","(0.6891472241462886, 'Create')","(0.6903065462015794, 'MoodleResource')","(0.6903344349628653, 'BrowserStorage')","(0.6904473064303582, 'Hosting')","(0.6905242670859875, 'UserFilter')","(0.6909584517985439, 'GoogleSheetConsumer')","(0.691360058752847, 'Hypothesis')","(0.6916132441761573, 'ApplicationBased')","(0.6916972178551819, 'AnnotationServer')","(0.692374130484189, 'MoodleProvider')","(1, 'ExportCodebook')"
Springer,"(0.0017872958865505486, 'TextSummary')","(0.018688302791785558, 'Hosting')","(0.04566554854779768, 'Canvas')","(0.09163832314242151, 'URN')","(0.12379749419313915, 'LastAnnotation')","(0.139033783831509, 'TXT')","(0.17763177161032018, 'ScienceDirect')","(0.19575027830590924, 'Dropbox')","(0.2174415757369066, 'DOI')","(0.24604690184912592, 'AnnotationList')","(0.3260755494934364, 'PreviousAssignments')","(0.381281528700542, 'PDF')","(0.3945802362133523, 'Neo4J')","(0.43273765687981325, 'SentimentAnalysis')","(0.4756127395206666, 'DeleteAll')","(0.48114248382667246, 'BrowserStorage')","(0.48486824460519895, 'Categorize')","(0.5227560390656918, 'Manual')","(0.5758884274567675, 'Autocomplete')","(0.6208364312119787, 'ACM')","(0.6208364312119787, 'Alphabetical')","(0.6208364312119787, 'AnnotatedPDF')","(0.6593128065961549, 'URL')","(0.665090529737685, 'MoodleResourceBased')","(0.6685835851111708, 'WebAnnotationClient')","(0.6689452616087357, 'Number')","(0.67303641632929, 'Date')","(0.6749443921159405, 'HTML')","(0.6759264478089937, 'Export')","(0.6806257081069327, 'Assessing')","(0.6820665279368068, 'MoodleComment')","(0.6823131586588744, 'JSON')","(0.6832250764906398, 'Remote')","(0.6841173387433608, 'Commenting')","(0.6853834364821518, 'MoodleConsumer')","(0.6857340995277864, 'SuggestedLiterature')","(0.6859548967942826, 'Selector')","(0.6861894887249533, 'ImportAnnotations')","(0.6864933550598713, 'Update')","(0.6865173179610169, 'Delete')","(0.686541035084977, 'Create')","(0.6865474566534066, 'MoodleReport')","(0.6867795001772794, 'Replying')","(0.6870894396062414, 'Classifying')","(0.6874554098903727, 'ImportCodebook')","(0.6876199794727562, 'MoodleResource')","(0.6876920006406764, 'Multivalued')","(0.6879458137689081, 'SidebarNavigation')","(0.6885063355112203, 'BuiltIn')","(0.688631590601648, 'UserFilter')","(0.6887814421730953, 'CodebookDelete')","(0.6888540887278365, 'Codebook')","(0.6888758688875937, 'ExportCodebook')","(0.6892546136837904, 'GoogleSheetProvider')","(0.6893306378580505, 'GoogleSheetConsumer')","(0.6893698553098945, 'Hierarchy')","(0.6896719161575342, 'RenameCodebook')","(0.689983156325305, 'Hypothesis')","(0.6903925766522545, 'ApplicationBased')","(0.6905273380505172, 'AnnotationServer')","(0.6908359784704639, 'CodebookUpdate')","(0.6915738220931229, 'MoodleProvider')","(1, 'Springer')"
Canvas,"(0.04023668729228832, 'TextSummary')","(0.04566554854779768, 'Springer')","(0.0629741320183852, 'LastAnnotation')","(0.06411815554123562, 'Hosting')","(0.11992014223785973, 'URN')","(0.15643606183973902, 'TXT')","(0.20076593356608397, 'AnnotationList')","(0.2023284325750569, 'ScienceDirect')","(0.2152583583867669, 'Dropbox')","(0.23794745396669845, 'DOI')","(0.31718604989359167, 'DeleteAll')","(0.3379878520524375, 'PreviousAssignments')","(0.3727692530024725, 'PDF')","(0.39915845947124706, 'Neo4J')","(0.42890427580795754, 'SentimentAnalysis')","(0.4389332756382705, 'BrowserStorage')","(0.4793399153537157, 'Categorize')","(0.49063943302969226, 'Autocomplete')","(0.5028199012460152, 'Update')","(0.5028689809075944, 'Delete')","(0.5029175090297123, 'Create')","(0.5069804995262037, 'UserFilter')","(0.5251719529142419, 'Manual')","(0.5359429243637472, 'Remote')","(0.5385706615595353, 'ACM')","(0.5385706615595353, 'Alphabetical')","(0.5385706615595353, 'AnnotatedPDF')","(0.5573581166484443, 'ImportAnnotations')","(0.5607970324160568, 'JSON')","(0.5669032429241322, 'Replying')","(0.5707358262838165, 'Selector')","(0.5743500204695597, 'SidebarNavigation')","(0.5841935537674284, 'Commenting')","(0.6073794958326402, 'Multivalued')","(0.6112192155457952, 'URL')","(0.6172184693720582, 'MoodleReport')","(0.6215575788165062, 'MoodleResource')","(0.6235530870912318, 'MoodleResourceBased')","(0.6287663577061766, 'BuiltIn')","(0.6319235994004626, 'WebAnnotationClient')","(0.6335933565237621, 'Number')","(0.6362985052864361, 'CodebookDelete')","(0.6438121128477022, 'ImportCodebook')","(0.6439681088791909, 'Date')","(0.6489906806725422, 'HTML')","(0.6516153609834574, 'Export')","(0.6532357619178569, 'Hierarchy')","(0.6643566099770172, 'Assessing')","(0.6682190727757937, 'MoodleComment')","(0.6766265134849678, 'SuggestedLiterature')","(0.6766560955101653, 'MoodleConsumer')","(0.678105899803146, 'Classifying')","(0.68195133606031, 'GoogleSheetProvider')","(0.682074580156381, 'ExportCodebook')","(0.6829019079819194, 'Codebook')","(0.6851504495590013, 'GoogleSheetConsumer')","(0.6857797427208843, 'RenameCodebook')","(0.6863374167382292, 'Hypothesis')","(0.6865444466790773, 'CodebookUpdate')","(0.6870468299130553, 'ApplicationBased')","(0.6872741836776819, 'AnnotationServer')","(0.6889289001661856, 'MoodleProvider')","(1, 'Canvas')"
UserFilter,"(0.0003472168678860732, 'Create')","(0.00035525857495367235, 'Delete')","(0.0003634803961755299, 'Update')","(0.10821005626386226, 'DeleteAll')","(0.24792597233996244, 'Remote')","(0.3284438626496027, 'ImportAnnotations')","(0.3708852348103412, 'Replying')","(0.3812327685701471, 'JSON')","(0.39075772473994896, 'SidebarNavigation')","(0.3950858627871697, 'Selector')","(0.45684046248856447, 'Commenting')","(0.4824480597600116, 'LastAnnotation')","(0.4995054018188272, 'Autocomplete')","(0.5069804995262037, 'Canvas')","(0.5224210888496852, 'Multivalued')","(0.5571710838382198, 'MoodleReport')","(0.5609662988192402, 'MoodleResource')","(0.561918049897933, 'AnnotationList')","(0.5813927073335479, 'BuiltIn')","(0.5955613925491574, 'CodebookDelete')","(0.5988545512819567, 'BrowserStorage')","(0.6254395866289314, 'ImportCodebook')","(0.6327863122379707, 'ACM')","(0.6327863122379707, 'Alphabetical')","(0.6327863122379707, 'AnnotatedPDF')","(0.6373270117372158, 'Hierarchy')","(0.6683678872880106, 'URL')","(0.6734555119511998, 'MoodleResourceBased')","(0.6763417743394735, 'WebAnnotationClient')","(0.6764942237710816, 'Number')","(0.6797206769841182, 'Date')","(0.6811612484005047, 'HTML')","(0.6818844819954354, 'Export')","(0.6824835633995936, 'PDF')","(0.6840702403010317, 'TXT')","(0.6849676764278463, 'SentimentAnalysis')","(0.6851549327911356, 'Assessing')","(0.6859349164680358, 'Categorize')","(0.6859491911628103, 'TextSummary')","(0.686023689470551, 'URN')","(0.6860931407094464, 'MoodleComment')","(0.6868905759920673, 'Dropbox')","(0.6879617361034807, 'Neo4J')","(0.6881047007864557, 'DOI')","(0.6881602489643152, 'MoodleConsumer')","(0.6883284020276501, 'ScienceDirect')","(0.6884573413227217, 'SuggestedLiterature')","(0.688631590601648, 'Springer')","(0.688967542824836, 'PreviousAssignments')","(0.6894356889973616, 'Classifying')","(0.6899750050643174, 'Hosting')","(0.6904180520370249, 'Codebook')","(0.6905242670859875, 'ExportCodebook')","(0.6905989116166154, 'GoogleSheetConsumer')","(0.6908211755496539, 'RenameCodebook')","(0.6908748927026137, 'GoogleSheetProvider')","(0.6910272347120412, 'Hypothesis')","(0.6911374607208445, 'Manual')","(0.6913040550623585, 'ApplicationBased')","(0.6913968036343443, 'AnnotationServer')","(0.6917614865384196, 'CodebookUpdate')","(0.6921529275644382, 'MoodleProvider')","(1, 'UserFilter')"
