QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
AnnotationServer,"(0.5136200072157484, 'Remote')","(0.522728261159523, 'ScienceDirect')","(0.56523412582835, 'GoogleSheetProvider')","(0.5854116543334724, 'Hosting')","(0.5981952671929391, 'Manual')","(0.6014931373387915, 'Codebook')","(0.6051853888156172, 'BuiltIn')","(0.6167381916674144, 'Multivalued')","(0.6231965725939869, 'ApplicationBased')","(0.6312893679460749, 'ImportCodebook')","(0.6349616848496145, 'MoodleProvider')","(0.6385072077634226, 'URL')","(0.6683956050476512, 'WebAnnotationClient')","(0.6728903711008656, 'Alphabetical')","(0.6728903711008656, 'Number')","(0.6728903711008658, 'MoodleResourceBased')","(0.680386140776386, 'Date')","(0.6813090760248148, 'HTML')","(0.6841243525280987, 'Export')","(0.6843474529647715, 'PDF')","(0.6860121859203605, 'AnnotationList')","(0.6865230318796472, 'Assessing')","(0.6865230318796529, 'Canvas')","(0.6865230318796529, 'LastAnnotation')","(0.6867273834615757, 'TXT')","(0.6875664876265879, 'MoodleComment')","(0.6876532581772663, 'SentimentAnalysis')","(0.6876786995037812, 'URN')","(0.6879479064767082, 'Categorize')","(0.6880118486023765, 'TextSummary')","(0.6885865818578462, 'JSON')","(0.6887658987151879, 'Dropbox')","(0.6891802199056849, 'Commenting')","(0.6895401544020519, 'Autocomplete')","(0.6896264731336572, 'MoodleConsumer')","(0.6896409259387963, 'AnnotatedPDF')","(0.689763842155947, 'DOI')","(0.6898542687859978, 'SuggestedLiterature')","(0.6898982343845238, 'Neo4J')","(0.689977812941516, 'Selector')","(0.6899871580495387, 'Update')","(0.6899871580495389, 'Delete')","(0.6900010932164266, 'Create')","(0.6901422787217479, 'ACM')","(0.6901437986915417, 'Replying')","(0.6901658099309839, 'Springer')","(0.690275490195265, 'PreviousAssignments')","(0.6903088633650525, 'MoodleReport')","(0.6903136312445168, 'ImportAnnotations')","(0.6904354859066859, 'DeleteAll')","(0.6906975469512913, 'Classifying')","(0.690727970101263, 'MoodleResource')","(0.6908560961581568, 'SidebarNavigation')","(0.6910494717338698, 'UserFilter')","(0.6913445808086847, 'BrowserStorage')","(0.6914033411583183, 'ExportCodebook')","(0.6914557134629624, 'GoogleSheetConsumer')","(0.6914993651245342, 'CodebookDelete')","(0.6915367343011213, 'RenameCodebook')","(0.6915996624654249, 'Hypothesis')","(0.6918477597377387, 'Hierarchy')","(0.6921262292340766, 'CodebookUpdate')","(1, 'AnnotationServer')"
Hierarchy,"(0.023815407348912236, 'Multivalued')","(0.0399421303383678, 'CodebookUpdate')","(0.05092144575125311, 'Export')","(0.06304114847712534, 'Date')","(0.07063680381590068, 'Classifying')","(0.0930782536479898, 'SidebarNavigation')","(0.0975687372488257, 'Alphabetical')","(0.0975687372488257, 'Number')","(0.118549318909449, 'Autocomplete')","(0.19360534427861215, 'ImportAnnotations')","(0.202584445693975, 'Codebook')","(0.28590987413458235, 'Selector')","(0.30111182944684484, 'MoodleReport')","(0.34713111123199347, 'ImportCodebook')","(0.3619836818204434, 'Replying')","(0.39781352328397046, 'ExportCodebook')","(0.40816721345401924, 'BuiltIn')","(0.5589921883850174, 'AnnotatedPDF')","(0.5758678213079498, 'DeleteAll')","(0.5798852957916956, 'URL')","(0.5923822019596023, 'Update')","(0.5923822019596025, 'Delete')","(0.5924031285546766, 'Create')","(0.593853432412325, 'UserFilter')","(0.5945106717815549, 'MoodleProvider')","(0.5997865891243827, 'JSON')","(0.6084315523347578, 'Remote')","(0.6097410163676698, 'Assessing')","(0.6118049929210403, 'SentimentAnalysis')","(0.6145053964114001, 'Commenting')","(0.6152244293765852, 'CodebookDelete')","(0.6167292663063415, 'PDF')","(0.6167465063212628, 'Categorize')","(0.6177045470914002, 'MoodleResourceBased')","(0.6189936361999974, 'SuggestedLiterature')","(0.6244491849186435, 'PreviousAssignments')","(0.6274898076020057, 'MoodleConsumer')","(0.633336248476883, 'TXT')","(0.6357697425767211, 'MoodleResource')","(0.6373984318596622, 'TextSummary')","(0.6385058153565115, 'WebAnnotationClient')","(0.6389120863486794, 'Neo4J')","(0.6465581039358834, 'MoodleComment')","(0.6489532016616931, 'ApplicationBased')","(0.6492155432395381, 'RenameCodebook')","(0.6507830883037671, 'Manual')","(0.6680503088903044, 'HTML')","(0.6795851338345951, 'AnnotationList')","(0.6808387368291494, 'Canvas')","(0.6808387368291494, 'LastAnnotation')","(0.683750896958092, 'URN')","(0.6864606817653005, 'Dropbox')","(0.688673249670715, 'DOI')","(0.6888415847138627, 'ScienceDirect')","(0.6891284995487073, 'ACM')","(0.6891744345517878, 'Springer')","(0.6909025790612386, 'Hosting')","(0.6911970651715547, 'BrowserStorage')","(0.6913559899015779, 'GoogleSheetConsumer')","(0.6915533064515593, 'Hypothesis')","(0.6918477597377387, 'AnnotationServer')","(0.69205350861735, 'GoogleSheetProvider')","(1, 'Hierarchy')"
MoodleReport,"(0.18497732828249772, 'MoodleConsumer')","(0.19674298215236474, 'AnnotatedPDF')","(0.20038713874939412, 'Autocomplete')","(0.22244751325069667, 'MoodleComment')","(0.22493955898125106, 'MoodleResourceBased')","(0.24255840358813407, 'MoodleResource')","(0.25157242099525134, 'SidebarNavigation')","(0.2549692748630816, 'MoodleProvider')","(0.26413411709691714, 'Multivalued')","(0.2797548709237807, 'ImportAnnotations')","(0.30111182944684484, 'Hierarchy')","(0.3253908703601965, 'Classifying')","(0.3299785820494129, 'Replying')","(0.34974465980671404, 'CodebookUpdate')","(0.352431004864036, 'PreviousAssignments')","(0.3559525959208181, 'Selector')","(0.36824509925841253, 'Alphabetical')","(0.36824509925841253, 'Number')","(0.37615064524416003, 'Date')","(0.3823202165212868, 'Export')","(0.42495215153764065, 'ImportCodebook')","(0.4307792932112864, 'JSON')","(0.45492177496951636, 'DeleteAll')","(0.46398535495202886, 'Codebook')","(0.47141036918045476, 'BuiltIn')","(0.48317775684644426, 'Dropbox')","(0.4869574094412399, 'PDF')","(0.4874229391533615, 'TXT')","(0.4922871484643747, 'TextSummary')","(0.49618212211051216, 'ScienceDirect')","(0.5033718611314255, 'Delete')","(0.5033718611314255, 'Update')","(0.5034130182537803, 'Create')","(0.5039044921505508, 'Categorize')","(0.5060571332918053, 'URL')","(0.5064236538391879, 'UserFilter')","(0.5089179892213205, 'DOI')","(0.5140591746764891, 'ExportCodebook')","(0.5175542168239735, 'SuggestedLiterature')","(0.5180839803678876, 'Neo4J')","(0.5397712569198169, 'Remote')","(0.5458762275105233, 'AnnotationList')","(0.5474484595100535, 'Canvas')","(0.5474484595100535, 'LastAnnotation')","(0.552028679369387, 'URN')","(0.5588337206513102, 'ACM')","(0.5589064719645993, 'Springer')","(0.5627478248045068, 'Assessing')","(0.5634284302738424, 'Hosting')","(0.5663595826841645, 'SentimentAnalysis')","(0.5712922436102392, 'Commenting')","(0.5716702679500638, 'GoogleSheetConsumer')","(0.5748943190080398, 'GoogleSheetProvider')","(0.6029511752146581, 'WebAnnotationClient')","(0.6330214416103571, 'ApplicationBased')","(0.6383502585899598, 'CodebookDelete')","(0.641923731079697, 'Manual')","(0.6503932357886162, 'HTML')","(0.6889474028889253, 'BrowserStorage')","(0.6895112305340215, 'RenameCodebook')","(0.6896894257505577, 'Hypothesis')","(0.6903088633650525, 'AnnotationServer')","(1, 'MoodleReport')"
MoodleResource,"(0.145744086916558, 'MoodleProvider')","(0.1507184918170399, 'MoodleComment')","(0.15666621321239954, 'MoodleConsumer')","(0.18004305040480295, 'MoodleResourceBased')","(0.24255840358813407, 'MoodleReport')","(0.32704379731665345, 'PreviousAssignments')","(0.4097072873964191, 'GoogleSheetConsumer')","(0.4172537513223816, 'GoogleSheetProvider')","(0.4235758418203782, 'AnnotatedPDF')","(0.45308039119679655, 'DOI')","(0.45702507759976724, 'ApplicationBased')","(0.4884332674040721, 'WebAnnotationClient')","(0.49172448226919535, 'Dropbox')","(0.4981395033406556, 'Autocomplete')","(0.5127274448316068, 'ImportCodebook')","(0.5216325314354943, 'Hypothesis')","(0.5310550926482012, 'BuiltIn')","(0.5318184592269335, 'ScienceDirect')","(0.542745281108767, 'Neo4J')","(0.5524081116522668, 'URL')","(0.5548471989241762, 'Remote')","(0.5692768978732269, 'ExportCodebook')","(0.5696167030189606, 'RenameCodebook')","(0.5701755668445383, 'Replying')","(0.5711516988213681, 'CodebookDelete')","(0.5740853361104602, 'Manual')","(0.6024442163833953, 'Codebook')","(0.6327964896545695, 'DeleteAll')","(0.6345586587086522, 'Multivalued')","(0.6357697425767211, 'Hierarchy')","(0.6359352952093054, 'CodebookUpdate')","(0.6380035157752095, 'Alphabetical')","(0.6380035157752095, 'Number')","(0.6424860227105902, 'Selector')","(0.6576780240808305, 'Classifying')","(0.6585643178067779, 'Date')","(0.6594921911345406, 'SidebarNavigation')","(0.6611608299891005, 'HTML')","(0.6691745698445419, 'Export')","(0.6698412079253194, 'PDF')","(0.6746221835739215, 'AnnotationList')","(0.6761041264232122, 'Assessing')","(0.6761041264241068, 'Canvas')","(0.6761041264241068, 'LastAnnotation')","(0.6767150019447976, 'TXT')","(0.6793875809773509, 'SentimentAnalysis')","(0.6794746710430037, 'URN')","(0.6802762460692088, 'Categorize')","(0.6804471227193323, 'TextSummary')","(0.6821111095460436, 'JSON')","(0.6837973522852852, 'Commenting')","(0.6857264786969373, 'SuggestedLiterature')","(0.6860735212905492, 'Update')","(0.6860735212905493, 'Delete')","(0.6861121624194342, 'Create')","(0.6865019569084834, 'ACM')","(0.6865666052627792, 'Springer')","(0.6869817261004203, 'ImportAnnotations')","(0.6889030624454272, 'UserFilter')","(0.6889754946747744, 'Hosting')","(0.689627905321993, 'BrowserStorage')","(0.690727970101263, 'AnnotationServer')","(1, 'MoodleResource')"
Selector,"(0.0746231448361659, 'Replying')","(0.12624944656259943, 'SidebarNavigation')","(0.16022859825701163, 'Autocomplete')","(0.18479589612669672, 'Assessing')","(0.18557778282788917, 'SentimentAnalysis')","(0.18741089959986124, 'Commenting')","(0.19433005629314906, 'Classifying')","(0.19718432904206523, 'SuggestedLiterature')","(0.20958345962270644, 'Categorize')","(0.2692176140788912, 'PDF')","(0.2742276560925059, 'Multivalued')","(0.28590987413458235, 'Hierarchy')","(0.29721060134708555, 'CodebookUpdate')","(0.3212506703752316, 'ImportAnnotations')","(0.3559525959208181, 'MoodleReport')","(0.35803378771752586, 'ImportCodebook')","(0.36703321189458066, 'Codebook')","(0.3771836269743559, 'AnnotatedPDF')","(0.3826354367470341, 'Alphabetical')","(0.3826354367470341, 'Number')","(0.3829546036250885, 'BuiltIn')","(0.38837576748753544, 'Date')","(0.3935183677191544, 'Export')","(0.40731790414732305, 'ExportCodebook')","(0.4402997332282485, 'DeleteAll')","(0.44064948904814255, 'TXT')","(0.45767590776594447, 'TextSummary')","(0.4764648436614736, 'Delete')","(0.4764648436614736, 'Update')","(0.47650589830937085, 'Create')","(0.4795849194767331, 'UserFilter')","(0.49814415229275005, 'JSON')","(0.5155040564202891, 'CodebookDelete')","(0.5206158281830333, 'Remote')","(0.5239009096696723, 'URL')","(0.5592448503970624, 'ApplicationBased')","(0.5692450677330576, 'RenameCodebook')","(0.5707508928258003, 'HTML')","(0.5736617294002109, 'Manual')","(0.5945204459539362, 'Neo4J')","(0.5981434188881865, 'PreviousAssignments')","(0.6096809915069311, 'WebAnnotationClient')","(0.6238904926959229, 'MoodleResourceBased')","(0.6349392579192881, 'MoodleConsumer')","(0.6420373971788964, 'MoodleProvider')","(0.6424860227105902, 'MoodleResource')","(0.652572528906024, 'URN')","(0.6619349839844741, 'Dropbox')","(0.6687529466902882, 'AnnotationList')","(0.6706452294589887, 'Canvas')","(0.6706452294589887, 'LastAnnotation')","(0.6745540497160243, 'MoodleComment')","(0.6827004313316802, 'DOI')","(0.6830356512166353, 'ScienceDirect')","(0.6843223973392065, 'ACM')","(0.6844097695659042, 'Springer')","(0.6875561216759104, 'Hosting')","(0.6885341962038831, 'BrowserStorage')","(0.6888831192994527, 'GoogleSheetConsumer')","(0.6893203184094951, 'Hypothesis')","(0.689977812941516, 'AnnotationServer')","(0.6900656135104519, 'GoogleSheetProvider')","(1, 'Selector')"
DOI,"(0.08016864060261149, 'PreviousAssignments')","(0.10915305808099288, 'Dropbox')","(0.12094920701362638, 'ScienceDirect')","(0.16421819367178414, 'Neo4J')","(0.16518285180867687, 'Canvas')","(0.16518285180867687, 'LastAnnotation')","(0.1653728079106175, 'AnnotationList')","(0.16738976139981493, 'ACM')","(0.16742913560754116, 'Springer')","(0.17157280491536583, 'URN')","(0.18144021531778604, 'Hosting')","(0.2179078966800597, 'TextSummary')","(0.22351206681522123, 'MoodleProvider')","(0.22441354330279129, 'TXT')","(0.3121053529141562, 'MoodleConsumer')","(0.35503193337372974, 'AnnotatedPDF')","(0.37613950925382716, 'PDF')","(0.37637012592513425, 'WebAnnotationClient')","(0.38233959859583055, 'JSON')","(0.3850395793253929, 'Hypothesis')","(0.449517877076012, 'GoogleSheetConsumer')","(0.45308039119679655, 'MoodleResource')","(0.4558275236127922, 'GoogleSheetProvider')","(0.4628268947317976, 'Remote')","(0.47470343328557063, 'Categorize')","(0.5089179892213205, 'MoodleReport')","(0.5140297444016713, 'DeleteAll')","(0.522077699378003, 'SuggestedLiterature')","(0.5515670625406686, 'ImportAnnotations')","(0.5560211379120041, 'Replying')","(0.55639451745893, 'URL')","(0.5664785027311108, 'ApplicationBased')","(0.5761695219172975, 'Manual')","(0.5897157307975384, 'Autocomplete')","(0.6216913601218497, 'ImportCodebook')","(0.6349911231261598, 'BuiltIn')","(0.6352499547385495, 'Alphabetical')","(0.6352499547385495, 'Number')","(0.6352499547385497, 'MoodleResourceBased')","(0.6546356414170047, 'Date')","(0.6571432857368742, 'HTML')","(0.6650488822971419, 'Export')","(0.6722161548424375, 'Assessing')","(0.6755154006639221, 'MoodleComment')","(0.6757958828482803, 'SentimentAnalysis')","(0.6809014193420044, 'Commenting')","(0.6827004313316802, 'Selector')","(0.6837131621849478, 'Update')","(0.6837131621849479, 'Delete')","(0.6837620347239822, 'Create')","(0.6857173054349084, 'Classifying')","(0.6859443375772383, 'SidebarNavigation')","(0.6863379854192817, 'Codebook')","(0.6865666375892011, 'Multivalued')","(0.6873753589686836, 'UserFilter')","(0.687807258220722, 'ExportCodebook')","(0.6883286043864781, 'BrowserStorage')","(0.6885274143715177, 'CodebookDelete')","(0.688673249670715, 'Hierarchy')","(0.6889203259527026, 'RenameCodebook')","(0.689763842155947, 'AnnotationServer')","(0.6897645226978064, 'CodebookUpdate')","(1, 'DOI')"
Categorize,"(0.004788941728583521, 'SuggestedLiterature')","(0.041319798238637746, 'PDF')","(0.07988484225544301, 'Assessing')","(0.08069673627088148, 'SentimentAnalysis')","(0.08329319361854984, 'Commenting')","(0.18226510503933135, 'TXT')","(0.19872518414868656, 'TextSummary')","(0.20958345962270644, 'Selector')","(0.24421005231941068, 'Replying')","(0.27375446892319333, 'AnnotatedPDF')","(0.40598304940754404, 'URN')","(0.406818767498948, 'Classifying')","(0.42240874003023393, 'AnnotationList')","(0.42248271723859765, 'Autocomplete')","(0.42380484606533614, 'Canvas')","(0.42380484606533614, 'LastAnnotation')","(0.4369077787269611, 'ACM')","(0.43700929838851293, 'Springer')","(0.43788485856612286, 'SidebarNavigation')","(0.44441637413672064, 'Hosting')","(0.45223995055697325, 'Dropbox')","(0.4654029403748332, 'PreviousAssignments')","(0.4661552001671764, 'ScienceDirect')","(0.47470343328557063, 'DOI')","(0.5039044921505508, 'MoodleReport')","(0.5116218838891329, 'JSON')","(0.5281526545269702, 'Neo4J')","(0.5387242927477647, 'URL')","(0.5547881592285088, 'HTML')","(0.5574165546257006, 'MoodleConsumer')","(0.5766015296927919, 'DeleteAll')","(0.5828069143371288, 'MoodleProvider')","(0.5954030006327153, 'ImportAnnotations')","(0.5977590330843656, 'Multivalued')","(0.6058850076800582, 'WebAnnotationClient')","(0.6130359322957724, 'Manual')","(0.6167465063212628, 'Hierarchy')","(0.6178015503665155, 'Alphabetical')","(0.6178015503665155, 'MoodleResourceBased')","(0.6178015503665155, 'Number')","(0.640019011520405, 'Date')","(0.653057714842021, 'Export')","(0.6579092427161353, 'ApplicationBased')","(0.6616995763494355, 'BuiltIn')","(0.6630147310156833, 'Codebook')","(0.667378452067396, 'MoodleComment')","(0.6706000022393872, 'Remote')","(0.6793949209430478, 'Update')","(0.679394920943048, 'Delete')","(0.679466816981775, 'Create')","(0.6802762460692088, 'MoodleResource')","(0.6811420432823477, 'ImportCodebook')","(0.6839727430668241, 'ExportCodebook')","(0.6846868012300324, 'UserFilter')","(0.6857471982724981, 'CodebookDelete')","(0.686013256779757, 'BrowserStorage')","(0.6864863180283243, 'GoogleSheetConsumer')","(0.686623824159214, 'CodebookUpdate')","(0.6868209518328428, 'RenameCodebook')","(0.6870745815206245, 'Hypothesis')","(0.687280662420952, 'GoogleSheetProvider')","(0.6879479064767082, 'AnnotationServer')","(1, 'Categorize')"
ExportCodebook,"(0.04819871400413549, 'ImportCodebook')","(0.05942836088328506, 'CodebookDelete')","(0.07248538241280919, 'RenameCodebook')","(0.09767487504174938, 'BuiltIn')","(0.10910512859182347, 'Manual')","(0.17025708285379348, 'Codebook')","(0.19731916502220542, 'ApplicationBased')","(0.27905679853241905, 'CodebookUpdate')","(0.39781352328397046, 'Hierarchy')","(0.40731790414732305, 'Selector')","(0.4351316600583831, 'Multivalued')","(0.44836212208911197, 'SidebarNavigation')","(0.45199087314722325, 'Date')","(0.45209565249616124, 'Alphabetical')","(0.45209565249616124, 'Number')","(0.45340063601095815, 'Export')","(0.4555539594732959, 'ImportAnnotations')","(0.4614499418009969, 'DeleteAll')","(0.4625283247046928, 'Autocomplete')","(0.4776702459762492, 'Classifying')","(0.5140591746764891, 'MoodleReport')","(0.5360493490354166, 'Replying')","(0.5639335931432036, 'PreviousAssignments')","(0.5692768978732269, 'MoodleResource')","(0.5872311926754361, 'URL')","(0.6140427809273864, 'Update')","(0.6140427809273865, 'Delete')","(0.6140645023811953, 'Create')","(0.6156586331589633, 'UserFilter')","(0.6186975248220873, 'JSON')","(0.6248935932539386, 'Remote')","(0.6373688309038843, 'AnnotatedPDF')","(0.6426467230438692, 'MoodleProvider')","(0.642971752098356, 'WebAnnotationClient')","(0.6470222765728004, 'MoodleResourceBased')","(0.6476791767117928, 'Neo4J')","(0.6563101281328877, 'MoodleConsumer')","(0.6694684255382009, 'HTML')","(0.6761349742945597, 'PDF')","(0.676417306086756, 'MoodleComment')","(0.6796326241592486, 'AnnotationList')","(0.6807463568968208, 'Assessing')","(0.6807463568968277, 'Canvas')","(0.6807463568968277, 'LastAnnotation')","(0.6812645409641046, 'TXT')","(0.6832034134512389, 'SentimentAnalysis')","(0.6833099733295479, 'URN')","(0.6839727430668241, 'Categorize')","(0.684053487064354, 'TextSummary')","(0.6857194809080942, 'Dropbox')","(0.6864613864466582, 'Commenting')","(0.687807258220722, 'DOI')","(0.687972155513317, 'SuggestedLiterature')","(0.6879782374852035, 'ScienceDirect')","(0.6884165972601894, 'ACM')","(0.6884627915366708, 'Springer')","(0.6902205855561387, 'Hosting')","(0.6906249962106337, 'BrowserStorage')","(0.6908101449280004, 'GoogleSheetConsumer')","(0.691044359347732, 'Hypothesis')","(0.6914033411583183, 'AnnotationServer')","(0.6915894227557486, 'GoogleSheetProvider')","(1, 'ExportCodebook')"
Springer,"(3.007520380604426e-07, 'ACM')","(0.00604195477205616, 'Canvas')","(0.00604195477205616, 'LastAnnotation')","(0.007613635519140084, 'AnnotationList')","(0.012732476611089298, 'URN')","(0.018948250313385998, 'Hosting')","(0.08063074193055904, 'TextSummary')","(0.09337590278724964, 'TXT')","(0.13270510983093203, 'ScienceDirect')","(0.16258465586845916, 'Dropbox')","(0.16484057719064804, 'PreviousAssignments')","(0.16742913560754116, 'DOI')","(0.2729201351085261, 'AnnotatedPDF')","(0.3126738282203636, 'JSON')","(0.313646133433262, 'PDF')","(0.3511288963897355, 'Neo4J')","(0.43700929838851293, 'Categorize')","(0.4424228506592258, 'MoodleConsumer')","(0.4826282217537188, 'DeleteAll')","(0.49383275626058276, 'SuggestedLiterature')","(0.49408181496004433, 'MoodleProvider')","(0.5299208373101296, 'ImportAnnotations')","(0.5581012400040772, 'Manual')","(0.5589064719645993, 'MoodleReport')","(0.6201958414520676, 'URL')","(0.6534171650147084, 'WebAnnotationClient')","(0.6588389750615045, 'Alphabetical')","(0.6588389750615045, 'MoodleResourceBased')","(0.6588389750615045, 'Number')","(0.6685574733258366, 'Date')","(0.6698544378086482, 'HTML')","(0.6740563617747484, 'Export')","(0.6780951208537538, 'Assessing')","(0.680068763985761, 'MoodleComment')","(0.6802408812178435, 'SentimentAnalysis')","(0.6816952686578306, 'Remote')","(0.683298200411464, 'Autocomplete')","(0.6835219307027416, 'Commenting')","(0.6844097695659042, 'Selector')","(0.6845585265938678, 'Replying')","(0.6854755688216115, 'Update')","(0.6854755688216116, 'Delete')","(0.6855106290677897, 'Create')","(0.6865666052627792, 'MoodleResource')","(0.6868263683885152, 'Classifying')","(0.6869408470817749, 'SidebarNavigation')","(0.6870801445509345, 'BuiltIn')","(0.6872105737963459, 'Codebook')","(0.6872815750811085, 'ImportCodebook')","(0.6873843483756703, 'ApplicationBased')","(0.6874039782831163, 'Multivalued')","(0.6882231190617727, 'UserFilter')","(0.6884627915366708, 'ExportCodebook')","(0.6889825388045563, 'BrowserStorage')","(0.6891088627886528, 'CodebookDelete')","(0.6891744345517878, 'Hierarchy')","(0.6892627608051001, 'GoogleSheetConsumer')","(0.6894643133281564, 'RenameCodebook')","(0.6896190266356512, 'Hypothesis')","(0.6901059214136601, 'GoogleSheetProvider')","(0.6901407084536628, 'CodebookUpdate')","(0.6901658099309839, 'AnnotationServer')","(1, 'Springer')"
Canvas,"(0.00010174244944141342, 'AnnotationList')","(0.00596445051858811, 'ACM')","(0.00604195477205616, 'Springer')","(0.009107278841478966, 'URN')","(0.025984568493318115, 'Hosting')","(0.07593612288497395, 'TextSummary')","(0.08440674244412516, 'TXT')","(0.1316465452340429, 'ScienceDirect')","(0.1575880372575224, 'Dropbox')","(0.16021811103684855, 'PreviousAssignments')","(0.16518285180867687, 'DOI')","(0.2665860359081861, 'AnnotatedPDF')","(0.29253731463824084, 'PDF')","(0.30478724385783756, 'JSON')","(0.34559926202660884, 'Neo4J')","(0.42380484606533614, 'Categorize')","(0.43318089413061306, 'MoodleConsumer')","(0.4766764812602905, 'DeleteAll')","(0.48607344721217494, 'SuggestedLiterature')","(0.4867568100100427, 'MoodleProvider')","(0.5226902131699837, 'ImportAnnotations')","(0.5474484595100535, 'MoodleReport')","(0.5545702902065764, 'Manual')","(0.5586188227113692, 'URL')","(0.6072430377774813, 'WebAnnotationClient')","(0.6168288276294343, 'Alphabetical')","(0.6168288276294343, 'MoodleResourceBased')","(0.6168288276294343, 'Number')","(0.63615490990403, 'Date')","(0.6390001702527006, 'HTML')","(0.6487160140304457, 'Export')","(0.6587139427642379, 'Assessing')","(0.6637405406716974, 'MoodleComment')","(0.6641797082638571, 'SentimentAnalysis')","(0.6659205519622458, 'Remote')","(0.6680142219539378, 'Autocomplete')","(0.6698788123387601, 'Replying')","(0.6706452294589887, 'Selector')","(0.6724278188676653, 'Commenting')","(0.6741086029949677, 'BuiltIn')","(0.6755215472193055, 'ApplicationBased')","(0.6761041264241068, 'MoodleResource')","(0.676535900543318, 'Codebook')","(0.6765667488394829, 'ImportCodebook')","(0.6770678819124464, 'Delete')","(0.6770678819124465, 'Update')","(0.6770820940480127, 'SidebarNavigation')","(0.6771482030419886, 'Create')","(0.6772879150622708, 'Multivalued')","(0.6781348485342003, 'Classifying')","(0.6807463568968277, 'ExportCodebook')","(0.6808387368291494, 'Hierarchy')","(0.6829527720626254, 'UserFilter')","(0.6835343700322196, 'CodebookDelete')","(0.6836915703644254, 'CodebookUpdate')","(0.684412521354578, 'BrowserStorage')","(0.6849308308186643, 'GoogleSheetConsumer')","(0.6851585394162916, 'GoogleSheetProvider')","(0.6852966521319234, 'RenameCodebook')","(0.6855734385251122, 'Hypothesis')","(0.6865230318796529, 'AnnotationServer')","(1, 'Canvas')","(1, 'LastAnnotation')"
UserFilter,"(0.0005781110451542866, 'Create')","(0.0005935052479101651, 'Update')","(0.0005935052479103914, 'Delete')","(0.08869615182114177, 'DeleteAll')","(0.13502352786671853, 'JSON')","(0.2296468445819507, 'ImportAnnotations')","(0.23893049604352695, 'Remote')","(0.3890951309210041, 'SidebarNavigation')","(0.4088022445095174, 'Replying')","(0.4529538248766767, 'AnnotatedPDF')","(0.4795849194767331, 'Selector')","(0.49525641097716133, 'Neo4J')","(0.5062167817812211, 'Autocomplete')","(0.5064236538391879, 'MoodleReport')","(0.5130251427713718, 'ImportCodebook')","(0.5233530791844114, 'CodebookUpdate')","(0.5291211102112253, 'Multivalued')","(0.5585059122085563, 'BuiltIn')","(0.5870823706113169, 'CodebookDelete')","(0.593853432412325, 'Hierarchy')","(0.6013562788751374, 'MoodleConsumer')","(0.6156586331589633, 'ExportCodebook')","(0.621221826825724, 'PreviousAssignments')","(0.6313924855983617, 'URL')","(0.6624629907359071, 'WebAnnotationClient')","(0.6672876777292907, 'Alphabetical')","(0.6672876777292907, 'MoodleResourceBased')","(0.6672876777292907, 'Number')","(0.675578339066246, 'Date')","(0.6766357945672503, 'HTML')","(0.6799526203829447, 'Export')","(0.6800247243905141, 'PDF')","(0.6822943297761275, 'AnnotationList')","(0.6829527720626108, 'Assessing')","(0.6829527720626254, 'Canvas')","(0.6829527720626254, 'LastAnnotation')","(0.6831139688292649, 'TXT')","(0.6843432972412562, 'MoodleComment')","(0.6844254405542214, 'URN')","(0.6844621923823668, 'SentimentAnalysis')","(0.6846868012300324, 'Categorize')","(0.6848550413188788, 'TextSummary')","(0.6858690242836054, 'Dropbox')","(0.6866634235271627, 'Commenting')","(0.6873753589686836, 'DOI')","(0.687522899818074, 'ScienceDirect')","(0.6875439551467258, 'SuggestedLiterature')","(0.6881844357009621, 'ACM')","(0.6882231190617727, 'Springer')","(0.6889030624454272, 'MoodleResource')","(0.6889588304953183, 'Classifying')","(0.6894100282849998, 'Codebook')","(0.6896697745846363, 'ApplicationBased')","(0.6896963828666385, 'Hosting')","(0.6902271531799373, 'BrowserStorage')","(0.690418178686253, 'GoogleSheetConsumer')","(0.6905568580486461, 'RenameCodebook')","(0.6906076557116905, 'MoodleProvider')","(0.690664107725415, 'Hypothesis')","(0.6909832263238578, 'Manual')","(0.6910494717338698, 'AnnotationServer')","(0.6911285719436382, 'GoogleSheetProvider')","(1, 'UserFilter')"
