QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
Commenting,"(0.0011185888870671639, 'SentimentAnalysis')","(0.0031666345107010667, 'Assessing')","(0.06315538355588024, 'SuggestedLiterature')","(0.08329319361854984, 'Categorize')","(0.18741089959986124, 'Selector')","(0.20757564199927947, 'PDF')","(0.24721541131741884, 'Replying')","(0.38082064056964193, 'Classifying')","(0.38245876563171366, 'TXT')","(0.4023755719735459, 'Autocomplete')","(0.4029776570322279, 'TextSummary')","(0.4166203805086746, 'SidebarNavigation')","(0.4286569434821412, 'AnnotatedPDF')","(0.5712922436102392, 'MoodleReport')","(0.5948398185871333, 'Multivalued')","(0.6050134049508019, 'URL')","(0.6145053964114001, 'Hierarchy')","(0.6415481349245651, 'WebAnnotationClient')","(0.6478820219131414, 'MoodleResourceBased')","(0.6478820219131417, 'Alphabetical')","(0.6478820219131417, 'Number')","(0.6597555755109487, 'Date')","(0.6614090867982299, 'HTML')","(0.6669110553474785, 'Export')","(0.6711646710573516, 'AnnotationList')","(0.6724278188676653, 'Canvas')","(0.6724278188676653, 'LastAnnotation')","(0.6751126049309428, 'URN')","(0.6752004220362822, 'MoodleComment')","(0.6771615758657141, 'Remote')","(0.6775768942577374, 'JSON')","(0.6777675853107903, 'Dropbox')","(0.6799469522989972, 'MoodleConsumer')","(0.6809014193420044, 'DOI')","(0.6809791113300764, 'PreviousAssignments')","(0.6812488175568472, 'ScienceDirect')","(0.6813849407794901, 'Neo4J')","(0.6828548302928541, 'ImportAnnotations')","(0.6828878701996863, 'Delete')","(0.6828878701996863, 'Update')","(0.6829371322767541, 'Create')","(0.6833452837319831, 'DeleteAll')","(0.6834381334566775, 'ACM')","(0.6835219307027416, 'Springer')","(0.6837973522852852, 'MoodleResource')","(0.6838867602037183, 'BuiltIn')","(0.6844302634036536, 'ApplicationBased')","(0.6844873367015948, 'Codebook')","(0.6845615893270363, 'ImportCodebook')","(0.6859989022973623, 'MoodleProvider')","(0.6862526043079193, 'Hosting')","(0.6864613864466582, 'ExportCodebook')","(0.6866634235271627, 'UserFilter')","(0.687615563475374, 'CodebookDelete')","(0.6876660000557837, 'BrowserStorage')","(0.6880301880160881, 'GoogleSheetConsumer')","(0.6881615948279686, 'Manual')","(0.6882900729630073, 'RenameCodebook')","(0.6884883503436343, 'Hypothesis')","(0.688585258480253, 'CodebookUpdate')","(0.6888523561821075, 'GoogleSheetProvider')","(0.6891802199056849, 'AnnotationServer')","(1, 'Commenting')"
CodebookDelete,"(0.018294061987441768, 'RenameCodebook')","(0.05937747803050064, 'Manual')","(0.05942836088328506, 'ExportCodebook')","(0.12184993641214781, 'ImportCodebook')","(0.15765394665322774, 'BuiltIn')","(0.16015950228483516, 'ApplicationBased')","(0.33023610362362954, 'Codebook')","(0.42753407363010776, 'DeleteAll')","(0.4748589407656212, 'CodebookUpdate')","(0.5155040564202891, 'Selector')","(0.5600247653420278, 'PreviousAssignments')","(0.5711516988213681, 'MoodleResource')","(0.5859732276401703, 'Delete')","(0.5859732276401706, 'Update')","(0.5859870720039658, 'Create')","(0.5870823706113169, 'UserFilter')","(0.5949790299524674, 'JSON')","(0.604177177438413, 'Remote')","(0.6050757914038354, 'ImportAnnotations')","(0.6152244293765852, 'Hierarchy')","(0.6160825268325258, 'URL')","(0.6223878957431597, 'SidebarNavigation')","(0.6240906079303705, 'Replying')","(0.6294968748883082, 'AnnotatedPDF')","(0.6361213675942011, 'Neo4J')","(0.6375666546222606, 'Autocomplete')","(0.6383502585899598, 'MoodleReport')","(0.643040221768922, 'Multivalued')","(0.6567854225766856, 'WebAnnotationClient')","(0.656978415567701, 'MoodleConsumer')","(0.6632261190755973, 'Alphabetical')","(0.6632261190755973, 'Number')","(0.6632261190755975, 'MoodleResourceBased')","(0.6742331351204123, 'Date')","(0.6756146265487893, 'HTML')","(0.6798673037724877, 'Export')","(0.6802251040792231, 'PDF')","(0.6827505283005828, 'AnnotationList')","(0.6835343700322125, 'Assessing')","(0.6835343700322196, 'Canvas')","(0.6835343700322196, 'LastAnnotation')","(0.6838599168007364, 'TXT')","(0.6851384215775073, 'MoodleComment')","(0.6852718929068973, 'SentimentAnalysis')","(0.6853195704542883, 'URN')","(0.6857471982724981, 'Categorize')","(0.6858359939680702, 'TextSummary')","(0.6870034214759382, 'Dropbox')","(0.687615563475374, 'Commenting')","(0.6885274143715177, 'DOI')","(0.688658896778655, 'ScienceDirect')","(0.6886612571629165, 'SuggestedLiterature')","(0.689073588653846, 'ACM')","(0.6891088627886528, 'Springer')","(0.6899129310726431, 'Classifying')","(0.6904633850982332, 'Hosting')","(0.6908313147209708, 'BrowserStorage')","(0.6909873717247786, 'GoogleSheetConsumer')","(0.6911872697131065, 'Hypothesis')","(0.6914993651245342, 'AnnotationServer')","(0.6915219234795409, 'MoodleProvider')","(0.6916362143197772, 'GoogleSheetProvider')","(1, 'CodebookDelete')"
Hosting,"(0.018948250313385998, 'Springer')","(0.018963608703898738, 'ACM')","(0.025984568493318115, 'Canvas')","(0.025984568493318115, 'LastAnnotation')","(0.027529485127021053, 'AnnotationList')","(0.03243343204221023, 'URN')","(0.09797891504476133, 'TextSummary')","(0.09871367955613893, 'ScienceDirect')","(0.11052562098803642, 'TXT')","(0.17716729479256327, 'Dropbox')","(0.17927563201495444, 'PreviousAssignments')","(0.18144021531778604, 'DOI')","(0.2840732501111818, 'AnnotatedPDF')","(0.3227718679286489, 'JSON')","(0.3243620892573833, 'PDF')","(0.3597829849615418, 'Neo4J')","(0.44441637413672064, 'Categorize')","(0.4492557544452933, 'MoodleConsumer')","(0.4750272284565845, 'MoodleProvider')","(0.48785640074234426, 'DeleteAll')","(0.49919851451800423, 'SuggestedLiterature')","(0.5268835325039708, 'Manual')","(0.5343413282532855, 'ImportAnnotations')","(0.5634284302738424, 'MoodleReport')","(0.5854116543334724, 'AnnotationServer')","(0.6119780312336806, 'URL')","(0.6350758153352569, 'Remote')","(0.6496614922271065, 'GoogleSheetProvider')","(0.6534699071578266, 'WebAnnotationClient')","(0.6566330622675758, 'Codebook')","(0.6576923028555284, 'BuiltIn')","(0.6601116103975166, 'Alphabetical')","(0.6601116103975166, 'Number')","(0.6601116103975168, 'MoodleResourceBased')","(0.6607565591067823, 'Multivalued')","(0.6627267267638977, 'ApplicationBased')","(0.664952942380878, 'ImportCodebook')","(0.6715858957938406, 'Date')","(0.6730447368991803, 'HTML')","(0.6775827824785792, 'Export')","(0.6815874566031868, 'Assessing')","(0.6833847299433773, 'MoodleComment')","(0.6835360392270887, 'SentimentAnalysis')","(0.6862526043079193, 'Commenting')","(0.6867462723332367, 'Autocomplete')","(0.6875561216759104, 'Selector')","(0.6877308748283878, 'Update')","(0.687730874828388, 'Delete')","(0.6877566217663191, 'Create')","(0.6878210938880054, 'Replying')","(0.6889729223953203, 'Classifying')","(0.6889754946747744, 'MoodleResource')","(0.6892167027180076, 'SidebarNavigation')","(0.6896963828666385, 'UserFilter')","(0.6902205855561387, 'ExportCodebook')","(0.6902330277250388, 'BrowserStorage')","(0.6904321561221916, 'GoogleSheetConsumer')","(0.6904633850982332, 'CodebookDelete')","(0.69057601022233, 'RenameCodebook')","(0.6906868745148687, 'Hypothesis')","(0.6909025790612386, 'Hierarchy')","(0.6914256057406101, 'CodebookUpdate')","(1, 'Hosting')"
MoodleComment,"(0.05488969446230747, 'MoodleResourceBased')","(0.1507184918170399, 'MoodleResource')","(0.22244751325069667, 'MoodleReport')","(0.27108121094780724, 'MoodleConsumer')","(0.364510847579806, 'AnnotatedPDF')","(0.3742680037476742, 'MoodleProvider')","(0.5143579290526858, 'PreviousAssignments')","(0.5325562583561204, 'Autocomplete')","(0.5772369965843607, 'URL')","(0.6207065540705752, 'WebAnnotationClient')","(0.6211754324232143, 'Multivalued')","(0.6289199228654051, 'Alphabetical')","(0.6289199228654051, 'Number')","(0.6451423382193988, 'Date')","(0.6465581039358834, 'Hierarchy')","(0.6474985846223509, 'HTML')","(0.6483546604134492, 'Classifying')","(0.649325877648222, 'SidebarNavigation')","(0.653912987965413, 'PDF')","(0.6555077526074748, 'Export')","(0.6618445887968158, 'AnnotationList')","(0.6632860143317454, 'TXT')","(0.6637405406716095, 'Assessing')","(0.6637405406716974, 'Canvas')","(0.6637405406716974, 'LastAnnotation')","(0.667378452067396, 'Categorize')","(0.667558076967848, 'URN')","(0.6682702539413083, 'SentimentAnalysis')","(0.6685667973799221, 'TextSummary')","(0.6690852247799834, 'ApplicationBased')","(0.6701294572775444, 'Remote')","(0.6710712152801701, 'JSON')","(0.6711433694644102, 'Dropbox')","(0.6741449115690814, 'Replying')","(0.6745540497160243, 'Selector')","(0.6752004220362822, 'Commenting')","(0.6755154006639221, 'DOI')","(0.6760402484123322, 'ScienceDirect')","(0.676208333101163, 'Neo4J')","(0.6763012524327485, 'SuggestedLiterature')","(0.676417306086756, 'ExportCodebook')","(0.6780647043992623, 'BuiltIn')","(0.6782510882100994, 'ImportAnnotations')","(0.6789748559203092, 'DeleteAll')","(0.6791779761424798, 'Delete')","(0.6791779761424798, 'Update')","(0.6792474815857836, 'Create')","(0.6797143776512401, 'Codebook')","(0.6797692161845135, 'ImportCodebook')","(0.6799515224984225, 'ACM')","(0.680068763985761, 'Springer')","(0.6833847299433773, 'Hosting')","(0.6843432972412562, 'UserFilter')","(0.6851384215775073, 'CodebookDelete')","(0.6853086647576765, 'Manual')","(0.6856513564181803, 'BrowserStorage')","(0.6856911708178639, 'CodebookUpdate')","(0.6861188946981793, 'GoogleSheetConsumer')","(0.686449927190007, 'RenameCodebook')","(0.6866434272468169, 'GoogleSheetProvider')","(0.6867009895401512, 'Hypothesis')","(0.6875664876265879, 'AnnotationServer')","(1, 'MoodleComment')"
SidebarNavigation,"(0.05567973538914453, 'Autocomplete')","(0.06718585179987246, 'Multivalued')","(0.08951903821786876, 'Classifying')","(0.0930782536479898, 'Hierarchy')","(0.12624944656259943, 'Selector')","(0.12756083475270935, 'ImportAnnotations')","(0.13469806746108795, 'CodebookUpdate')","(0.1614492565457304, 'Replying')","(0.18800439348457632, 'Export')","(0.1934580250740365, 'Date')","(0.2118409938886101, 'Alphabetical')","(0.2118409938886101, 'Number')","(0.25157242099525134, 'MoodleReport')","(0.32485891911662756, 'Codebook')","(0.36668728620665664, 'ImportCodebook')","(0.38741645011766424, 'Delete')","(0.3874164501176643, 'Update')","(0.3874372563939492, 'Create')","(0.3890951309210041, 'UserFilter')","(0.3969088862698711, 'AnnotatedPDF')","(0.41329550264736103, 'Assessing')","(0.414581574738508, 'SentimentAnalysis')","(0.4159548662039906, 'DeleteAll')","(0.4166203805086746, 'Commenting')","(0.42770356793460557, 'JSON')","(0.43157456537384814, 'BuiltIn')","(0.43502390756258424, 'SuggestedLiterature')","(0.43788485856612286, 'Categorize')","(0.44836212208911197, 'ExportCodebook')","(0.4637793170024167, 'Remote')","(0.4688795199904787, 'PDF')","(0.5321395762199623, 'TXT')","(0.5417388021014058, 'TextSummary')","(0.5599523677557099, 'URL')","(0.5720904958627107, 'Neo4J')","(0.6023048770671731, 'MoodleConsumer')","(0.6051051742974755, 'MoodleProvider')","(0.6158297519614272, 'MoodleResourceBased')","(0.6223878957431597, 'CodebookDelete')","(0.6230987480372829, 'PreviousAssignments')","(0.629883031159615, 'WebAnnotationClient')","(0.649325877648222, 'MoodleComment')","(0.6594921911345406, 'MoodleResource')","(0.6629785288395449, 'HTML')","(0.6756833144363903, 'AnnotationList')","(0.6770820940480127, 'Canvas')","(0.6770820940480127, 'LastAnnotation')","(0.6802713066668833, 'URN')","(0.6832696088325889, 'Dropbox')","(0.68591458220853, 'ApplicationBased')","(0.6859443375772383, 'DOI')","(0.6861720200389974, 'ScienceDirect')","(0.6868800966807775, 'ACM')","(0.6869408470817749, 'Springer')","(0.6892167027180076, 'Hosting')","(0.6898179820555885, 'BrowserStorage')","(0.6900658791804042, 'GoogleSheetConsumer')","(0.6902432196226185, 'RenameCodebook')","(0.6903788886268146, 'Hypothesis')","(0.6908560961581568, 'AnnotationServer')","(0.6909339321761357, 'Manual')","(0.6910325090307934, 'GoogleSheetProvider')","(1, 'SidebarNavigation')"
MoodleProvider,"(0.09254364821477014, 'MoodleConsumer')","(0.145744086916558, 'MoodleResource')","(0.19507432949010853, 'PreviousAssignments')","(0.22351206681522123, 'DOI')","(0.2413136994285788, 'GoogleSheetProvider')","(0.24378471435370738, 'Dropbox')","(0.254709499917904, 'GoogleSheetConsumer')","(0.2549692748630816, 'MoodleReport')","(0.27213825214572684, 'ScienceDirect')","(0.3613375003376519, 'MoodleResourceBased')","(0.3727103273530394, 'AnnotatedPDF')","(0.3742680037476742, 'MoodleComment')","(0.3872517054506591, 'Neo4J')","(0.4428781125748703, 'WebAnnotationClient')","(0.46375687436359103, 'Autocomplete')","(0.4750272284565845, 'Hosting')","(0.48034049302877035, 'Hypothesis')","(0.4856736919223518, 'AnnotationList')","(0.4867568100100427, 'Canvas')","(0.4867568100100427, 'LastAnnotation')","(0.49105094204453187, 'URN')","(0.4940412787476527, 'ACM')","(0.49408181496004433, 'Springer')","(0.4982074279928377, 'Remote')","(0.5030528842853452, 'TXT')","(0.5039568364179483, 'TextSummary')","(0.5059845323696287, 'Replying')","(0.5208493377372446, 'ApplicationBased')","(0.523418677442056, 'URL')","(0.5372550778199052, 'ImportCodebook')","(0.5420495451133933, 'PDF')","(0.5523512094136458, 'JSON')","(0.5583407717427469, 'ImportAnnotations')","(0.5591475640352015, 'BuiltIn')","(0.5608717616190882, 'Multivalued')","(0.570697012952279, 'Alphabetical')","(0.570697012952279, 'Number')","(0.5828069143371288, 'Categorize')","(0.5912432251771373, 'Date')","(0.5945106717815549, 'Hierarchy')","(0.5988979968992983, 'Classifying')","(0.600929582364831, 'DeleteAll')","(0.6018501961154558, 'Export')","(0.6036174223268255, 'SuggestedLiterature')","(0.6051051742974755, 'SidebarNavigation')","(0.6051094175806593, 'Manual')","(0.6088842060340498, 'Codebook')","(0.6246048807078556, 'CodebookUpdate')","(0.6349616848496145, 'AnnotationServer')","(0.6420373971788964, 'Selector')","(0.6426467230438692, 'ExportCodebook')","(0.6594297930951407, 'HTML')","(0.6775184699637905, 'Assessing')","(0.6812695511702547, 'SentimentAnalysis')","(0.6859989022973623, 'Commenting')","(0.6882113540530999, 'Update')","(0.6882113540531001, 'Delete')","(0.6882470279322126, 'Create')","(0.6906076557116905, 'UserFilter')","(0.6911398289848165, 'BrowserStorage')","(0.691452366985875, 'RenameCodebook')","(0.6915219234795409, 'CodebookDelete')","(1, 'MoodleProvider')"
ImportAnnotations,"(0.12756083475270935, 'SidebarNavigation')","(0.16015832493863896, 'CodebookUpdate')","(0.16256242537733842, 'Multivalued')","(0.19340906043425063, 'JSON')","(0.19360534427861215, 'Hierarchy')","(0.20342705680826784, 'DeleteAll')","(0.22033936361658346, 'Autocomplete')","(0.2280643666842551, 'Update')","(0.22806436668425534, 'Delete')","(0.22808160552301238, 'Create')","(0.2296468445819507, 'UserFilter')","(0.24827261359368685, 'Export')","(0.25189668126644976, 'Date')","(0.2657976347990237, 'Alphabetical')","(0.2657976347990237, 'Number')","(0.2797548709237807, 'MoodleReport')","(0.30183549822404365, 'Classifying')","(0.31507787371919393, 'Replying')","(0.3212506703752316, 'Selector')","(0.35332305781368645, 'ImportCodebook')","(0.36421333101035336, 'Remote')","(0.36488360496263955, 'Codebook')","(0.38846448394254635, 'AnnotatedPDF')","(0.42282544267944483, 'BuiltIn')","(0.43218933894866096, 'Neo4J')","(0.4555539594732959, 'ExportCodebook')","(0.4963570000551721, 'PreviousAssignments')","(0.5218398881495832, 'AnnotationList')","(0.5226902131699837, 'Canvas')","(0.5226902131699837, 'LastAnnotation')","(0.5259054761722612, 'URN')","(0.5294241620736275, 'MoodleConsumer')","(0.5298663725051636, 'ACM')","(0.5299208373101296, 'Springer')","(0.5343413282532855, 'Hosting')","(0.5345824730815953, 'TXT')","(0.5355588788146926, 'TextSummary')","(0.5467644994238876, 'ScienceDirect')","(0.5486630427712855, 'Dropbox')","(0.5515670625406686, 'DOI')","(0.5583407717427469, 'MoodleProvider')","(0.5638261044541762, 'PDF')","(0.565928351729228, 'URL')","(0.5954030006327153, 'Categorize')","(0.6050757914038354, 'CodebookDelete')","(0.6127796751952378, 'SuggestedLiterature')","(0.6309107246809352, 'WebAnnotationClient')","(0.6343614756112614, 'Manual')","(0.6413645497488165, 'MoodleResourceBased')","(0.6617820792975437, 'HTML')","(0.6753716967736273, 'Assessing')","(0.6782510882100994, 'MoodleComment')","(0.678493837615842, 'SentimentAnalysis')","(0.6828548302928541, 'Commenting')","(0.6869817261004203, 'MoodleResource')","(0.6881517951242543, 'ApplicationBased')","(0.6890853646606949, 'BrowserStorage')","(0.68937887935419, 'GoogleSheetConsumer')","(0.6895889142615645, 'RenameCodebook')","(0.6897495608242735, 'Hypothesis')","(0.6903136312445168, 'AnnotationServer')","(0.6903833141839649, 'GoogleSheetProvider')","(1, 'ImportAnnotations')"
Alphabetical,"(0.012706524968515131, 'Date')","(0.030293927060772767, 'Export')","(0.0975687372488257, 'Hierarchy')","(0.11661430439192619, 'Multivalued')","(0.1340354013595573, 'CodebookUpdate')","(0.1465315390722997, 'Classifying')","(0.20933106827140247, 'Autocomplete')","(0.2118409938886101, 'SidebarNavigation')","(0.2254753027765625, 'Codebook')","(0.2657976347990237, 'ImportAnnotations')","(0.3402095453454278, 'URL')","(0.36824509925841253, 'MoodleReport')","(0.3826354367470341, 'Selector')","(0.4028028602895008, 'ImportCodebook')","(0.4314916248676873, 'Replying')","(0.43762099798722676, 'BuiltIn')","(0.45209565249616124, 'ExportCodebook')","(0.4680533126911577, 'WebAnnotationClient')","(0.49668893817765447, 'MoodleResourceBased')","(0.5631054948315787, 'HTML')","(0.570697012952279, 'MoodleProvider')","(0.5756697250736885, 'PDF')","(0.6098063032296228, 'TXT')","(0.6110490325359931, 'AnnotationList')","(0.6168288276291214, 'Assessing')","(0.6168288276294343, 'Canvas')","(0.6168288276294343, 'LastAnnotation')","(0.6178015503665155, 'Categorize')","(0.6179112227601362, 'PreviousAssignments')","(0.6229351409803934, 'Remote')","(0.6247495788857329, 'TextSummary')","(0.6247685172334069, 'AnnotatedPDF')","(0.6247956768995557, 'URN')","(0.6268943842189114, 'MoodleConsumer')","(0.6280744698898416, 'Dropbox')","(0.6289199228654051, 'MoodleComment')","(0.6296386168071235, 'ApplicationBased')","(0.6299387271701564, 'SentimentAnalysis')","(0.6307649638901143, 'JSON')","(0.6352499547385495, 'DOI')","(0.6370079667023663, 'Neo4J')","(0.6371259587291436, 'ScienceDirect')","(0.6380035157752095, 'MoodleResource')","(0.6396053685625366, 'SuggestedLiterature')","(0.6439129044135082, 'DeleteAll')","(0.6478820219131417, 'Commenting')","(0.6569389192398009, 'Update')","(0.656938919239801, 'Delete')","(0.6570888784879734, 'Create')","(0.6574639075727577, 'Manual')","(0.658591609516874, 'ACM')","(0.6588389750615045, 'Springer')","(0.6601116103975166, 'Hosting')","(0.6632261190755973, 'CodebookDelete')","(0.6652000436492216, 'GoogleSheetProvider')","(0.6672876777292907, 'UserFilter')","(0.6696452315812835, 'BrowserStorage')","(0.6704607322955627, 'GoogleSheetConsumer')","(0.671029237973396, 'RenameCodebook')","(0.6714553984996421, 'Hypothesis')","(0.6728903711008656, 'AnnotationServer')","(1, 'Alphabetical')","(1, 'Number')"
MoodleResourceBased,"(0.05488969446230747, 'MoodleComment')","(0.18004305040480295, 'MoodleResource')","(0.22493955898125106, 'MoodleReport')","(0.27509463943666224, 'MoodleConsumer')","(0.3402095453454286, 'URL')","(0.3534147377229713, 'AnnotatedPDF')","(0.3613375003376519, 'MoodleProvider')","(0.46805331269115835, 'WebAnnotationClient')","(0.4773392339647777, 'PreviousAssignments')","(0.4954417102163731, 'Autocomplete')","(0.49668893817765447, 'Alphabetical')","(0.49668893817765447, 'Number')","(0.554758322614372, 'Date')","(0.563105494831579, 'HTML')","(0.5756697250736884, 'PDF')","(0.5890157442980808, 'Multivalued')","(0.5906564431146226, 'Export')","(0.6098063032296226, 'TXT')","(0.6110490325359933, 'AnnotationList')","(0.6158297519614272, 'SidebarNavigation')","(0.6168288276291217, 'Assessing')","(0.6168288276294343, 'Canvas')","(0.6168288276294343, 'LastAnnotation')","(0.6169254390738774, 'Replying')","(0.6177045470914002, 'Hierarchy')","(0.6178015503665155, 'Categorize')","(0.6219322149381926, 'ApplicationBased')","(0.6222889905593872, 'BuiltIn')","(0.6227966966833629, 'Classifying')","(0.6229351409803936, 'Remote')","(0.6238904926959229, 'Selector')","(0.6247495788857331, 'TextSummary')","(0.6247956768995557, 'URN')","(0.6280744698898417, 'Dropbox')","(0.6299387271701562, 'SentimentAnalysis')","(0.630764963890114, 'JSON')","(0.6350285624229082, 'ImportCodebook')","(0.6352499547385497, 'DOI')","(0.6355744699841583, 'Codebook')","(0.6370079667023665, 'Neo4J')","(0.6371259587291437, 'ScienceDirect')","(0.6396053685625367, 'SuggestedLiterature')","(0.6413645497488165, 'ImportAnnotations')","(0.6439129044135083, 'DeleteAll')","(0.6470222765728004, 'ExportCodebook')","(0.6478820219131414, 'Commenting')","(0.656014661451323, 'CodebookUpdate')","(0.6569389192398007, 'Delete')","(0.6569389192398007, 'Update')","(0.6570888784879734, 'Create')","(0.6574639075727579, 'Manual')","(0.6585916095168736, 'ACM')","(0.6588389750615045, 'Springer')","(0.6601116103975168, 'Hosting')","(0.6632261190755975, 'CodebookDelete')","(0.6652000436492214, 'GoogleSheetProvider')","(0.6672876777292907, 'UserFilter')","(0.6696452315812836, 'BrowserStorage')","(0.6704607322955629, 'GoogleSheetConsumer')","(0.6710292379733961, 'RenameCodebook')","(0.6714553984996421, 'Hypothesis')","(0.6728903711008658, 'AnnotationServer')","(1, 'MoodleResourceBased')"
DeleteAll,"(0.05951212156665396, 'JSON')","(0.0877957747386546, 'Delete')","(0.08779577473865466, 'Update')","(0.0878024400344985, 'Create')","(0.08869615182114177, 'UserFilter')","(0.20342705680826784, 'ImportAnnotations')","(0.28408521111043206, 'Remote')","(0.3229479614295999, 'AnnotatedPDF')","(0.3796680651111348, 'Neo4J')","(0.3811632948991213, 'ImportCodebook')","(0.40275968765989645, 'PreviousAssignments')","(0.4159548662039906, 'SidebarNavigation')","(0.4266868253470171, 'BuiltIn')","(0.42753407363010776, 'CodebookDelete')","(0.4322611672271134, 'Replying')","(0.4402997332282485, 'Selector')","(0.45492177496951636, 'MoodleReport')","(0.4614499418009969, 'ExportCodebook')","(0.46176830868846835, 'Manual')","(0.46551000404380455, 'CodebookUpdate')","(0.47603000349739466, 'AnnotationList')","(0.4766764812602905, 'Canvas')","(0.4766764812602905, 'LastAnnotation')","(0.4800053684780266, 'URN')","(0.4825805614999935, 'ACM')","(0.4826282217537188, 'Springer')","(0.48785640074234426, 'Hosting')","(0.4933821963668539, 'TextSummary')","(0.4934527664899953, 'TXT')","(0.5009697796169104, 'MoodleConsumer')","(0.5071318589039775, 'ScienceDirect')","(0.5111069439632858, 'Dropbox')","(0.5140297444016713, 'DOI')","(0.517704186538888, 'Autocomplete')","(0.5215412367774577, 'RenameCodebook')","(0.5370151251565116, 'PDF')","(0.5401150278005602, 'Multivalued')","(0.5419516151088823, 'ApplicationBased')","(0.572050911515168, 'Codebook')","(0.5730104036058183, 'URL')","(0.5758678213079498, 'Hierarchy')","(0.5766015296927919, 'Categorize')","(0.5978525657576281, 'SuggestedLiterature')","(0.600929582364831, 'MoodleProvider')","(0.6327964896545695, 'MoodleResource')","(0.6340171891690304, 'WebAnnotationClient')","(0.6439129044135082, 'Alphabetical')","(0.6439129044135082, 'Number')","(0.6439129044135083, 'MoodleResourceBased')","(0.6611075872267148, 'Date')","(0.6633045603526755, 'HTML')","(0.6701588937743692, 'Export')","(0.6762374513677448, 'Assessing')","(0.6789748559203092, 'MoodleComment')","(0.6792055113873552, 'SentimentAnalysis')","(0.6833452837319831, 'Commenting')","(0.6873613034787611, 'Classifying')","(0.689260498152119, 'BrowserStorage')","(0.689540685157968, 'GoogleSheetConsumer')","(0.6898950284746342, 'Hypothesis')","(0.6904354859066859, 'AnnotationServer')","(0.6905220785675356, 'GoogleSheetProvider')","(1, 'DeleteAll')"
Remote,"(0.18983540665562235, 'Neo4J')","(0.2355689831582058, 'Update')","(0.235568983158206, 'Delete')","(0.23561084836781176, 'Create')","(0.23893049604352695, 'UserFilter')","(0.25625321764908837, 'Hypothesis')","(0.2628006607282187, 'WebAnnotationClient')","(0.28408521111043206, 'DeleteAll')","(0.30409664667110564, 'JSON')","(0.36421333101035336, 'ImportAnnotations')","(0.39931205577019696, 'Replying')","(0.42560585175371723, 'Autocomplete')","(0.4628268947317976, 'DOI')","(0.4637793170024167, 'SidebarNavigation')","(0.4982074279928377, 'MoodleProvider')","(0.5017136712065293, 'AnnotatedPDF')","(0.5020261539488616, 'PreviousAssignments')","(0.5136200072157484, 'AnnotationServer')","(0.5156923192357825, 'ImportCodebook')","(0.5206158281830333, 'Selector')","(0.5211367056479859, 'Multivalued')","(0.5365716092798417, 'BuiltIn')","(0.5397712569198169, 'MoodleReport')","(0.5397774217153251, 'URL')","(0.5548471989241762, 'MoodleResource')","(0.5580170847095736, 'CodebookUpdate')","(0.5929208942863202, 'ApplicationBased')","(0.604177177438413, 'CodebookDelete')","(0.6081198563617173, 'MoodleConsumer')","(0.6084315523347578, 'Hierarchy')","(0.6085258776282358, 'ScienceDirect')","(0.6229351409803934, 'Alphabetical')","(0.6229351409803934, 'Number')","(0.6229351409803936, 'MoodleResourceBased')","(0.6248935932539386, 'ExportCodebook')","(0.6306185566743845, 'GoogleSheetProvider')","(0.6350758153352569, 'Hosting')","(0.6390990232886026, 'Codebook')","(0.6417683785426371, 'Manual')","(0.6447489543773606, 'Date')","(0.647663822641436, 'HTML')","(0.6566371119583017, 'PDF')","(0.6570596797234334, 'Export')","(0.6639469849640468, 'AnnotationList')","(0.6659205519621867, 'Assessing')","(0.6659205519622458, 'Canvas')","(0.6659205519622458, 'LastAnnotation')","(0.6660757624957038, 'TXT')","(0.6701294572775444, 'MoodleComment')","(0.6701635606171956, 'URN')","(0.670491106426277, 'SentimentAnalysis')","(0.6706000022393872, 'Categorize')","(0.6713528366677438, 'TextSummary')","(0.6741986860349862, 'Dropbox')","(0.6771615758657141, 'Commenting')","(0.6790866197678163, 'SuggestedLiterature')","(0.6815869015320503, 'ACM')","(0.6816952686578306, 'Springer')","(0.6829605981118181, 'Classifying')","(0.6868486242270797, 'BrowserStorage')","(0.6872820258581103, 'GoogleSheetConsumer')","(0.6875893231281082, 'RenameCodebook')","(1, 'Remote')"
